best_bid_amount,best_ask_amount,ask_iv,bid_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,mark_price,open_interest,max_price,min_price,settlement_price,last_price,asks,bids,instrument_name,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Time to Expiration
68.0,58.0,94.78,61.03,ETH-27DEC24,2733.52,83.57,0.488,0.492,0.0,0.4898,177.0,0.518,0.467,0.481403,0.5165,"[[0.492, 58.0]]","[[0.488, 68.0]]",ETH-27DEC24-1400-C,2634.46,14429638421,1730245603068,2.16358,-0.29662,0.41419,4e-05,0.98499,0.0,0.0,,,,month,27DEC24,1400,0.1589041095890411
100.0,241.0,94.71,91.36,ETH-27DEC24,2733.52,93.03,0.001,0.0013,0.0,0.0011,3648.0,0.016,0.0001,0.001189,0.0001,"[[0.0013, 241.0]]","[[0.001, 100.0]]",ETH-27DEC24-1200-P,2634.46,14429649272,1730245603068,-0.04088,-0.19545,0.24514,2e-05,-0.00821,0.0,0.0,,,,month,27DEC24,1200,0.1589041095890411
68.0,68.0,71.76,63.28,ETH-27DEC24,2733.52,67.59,0.312,0.3165,0.0,0.3142,1276.0,0.357,0.281,0.303459,0.28,"[[0.3165, 68.0]]","[[0.312, 68.0]]",ETH-27DEC24-1900-C,2634.46,14429638811,1730245603068,2.69403,-0.84331,1.45591,0.00018,0.93071,0.0,0.0,,,,month,27DEC24,1900,0.1589041095890411
68.0,68.0,68.4,62.36,ETH-27DEC24,2733.52,64.47,0.279,0.283,0.0,0.2803,1889.0,0.3255,0.245,0.269527,0.248,"[[0.283, 68.0]]","[[0.279, 68.0]]",ETH-27DEC24-2000-C,2634.46,14429670232,1730245603068,2.75136,-0.98034,1.77421,0.00023,0.91004,0.0,0.0,,,,month,27DEC24,2000,0.1589041095890411
0.0,77050.0,64.48,0.0,ETH-27DEC24,2733.52,64.47,0.0,0.012,0.0,0.012,62899.0,0.0445,0.0001,0.013502,0.0115,"[[0.012, 77050.0], [0.0125, 93801.0], [0.013, 45213.0], [0.0135, 15007.0], [0.014, 7787.0], [0.0145, 20426.0], [0.015, 23957.0], [0.0155, 5494.0], [0.016, 40662.0], [0.0165, 17391.0], [0.017, 4701.0], [0.0175, 1182.0], [0.018, 29097.0], [0.0185, 35873.0], [0.019, 14169.0], [0.0195, 2838.0], [0.02, 236.0]]",[],ETH-27DEC24-2000-P,2634.46,14429681510,1730245603068,-0.44551,-0.98033,1.77418,0.00023,-0.08996,691207.31,20488.0,-32.3529,0.0105,0.017,month,27DEC24,2000,0.1589041095890411
48.0,68.0,83.53,64.32,ETH-27DEC24,2733.52,76.83,0.416,0.4205,0.0,0.4185,856.0,0.4525,0.392,0.40912,0.326,"[[0.4205, 68.0]]","[[0.416, 48.0]]",ETH-27DEC24-1600-C,2634.46,14429669255,1730245603068,2.41453,-0.4746,0.72083,8e-05,0.9711,0.0,0.0,,,,month,27DEC24,1600,0.1589041095890411
240.0,341.0,77.1,75.56,ETH-27DEC24,2733.52,76.83,0.0035,0.0039,0.0,0.0038,37888.0,0.023,0.0001,0.004301,0.0135,"[[0.0039, 341.0]]","[[0.0035, 240.0]]",ETH-27DEC24-1600-P,2634.46,14429651058,1730245603068,-0.14299,-0.47461,0.72087,8e-05,-0.0289,0.0,0.0,,,,month,27DEC24,1600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,76.83,0.0,0.0,0.0,0.0071,1.0,0.031,0.0001,0.008054,0.0018,[],[],ETH-27DEC24-1700-P,2634.46,14338900175,1730245603068,-0.25261,-0.69941,1.11688,0.00012,-0.0479,0.0,0.0,,,,month,27DEC24,1700,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,76.83,0.0,0.0,0.0,0.3858,0.0,0.423,0.355,0.376356,0.273,[],[],ETH-27DEC24-1700-C,2634.46,14252040479,1730245603068,2.69146,-0.71589,1.18822,0.00012,0.94947,0.0,0.0,,,,month,27DEC24,1700,0.1589041095890411
1747.0,863.0,71.81,68.25,ETH-27DEC24,2733.52,70.03,0.006,0.0075,0.0,0.0067,66118.0,0.032,0.0001,0.007733,0.01,"[[0.0075, 863.0]]","[[0.006, 1747.0]]",ETH-27DEC24-1800-P,2634.46,14429651373,1730245603068,-0.2536,-0.6905,1.15061,0.00014,-0.05131,0.0,0.0,,,,month,27DEC24,1800,0.1589041095890411
68.0,68.0,75.01,64.14,ETH-27DEC24,2733.55,70.03,0.346,0.3505,0.0,0.3482,829.0,0.388,0.317,0.338152,0.2465,"[[0.3505, 68.0], [0.7, 4.0]]","[[0.346, 68.0]]",ETH-27DEC24-1800-C,2634.49,14429651522,1730245604077,2.62368,-0.69047,1.15056,0.00014,0.94869,0.0,0.0,,,,month,27DEC24,1800,0.1589041095890411
100.0,203.0,62.0,61.22,ETH-27DEC24,2733.54,61.61,0.043,0.044,0.0,0.0435,56685.0,0.0975,0.018,0.048754,0.0515,"[[0.044, 203.0]]","[[0.043, 100.0]]",ETH-27DEC24-2400-P,2634.48,14429636063,1730245605083,-1.31465,-1.86174,3.5264,0.00048,-0.25737,1077.95,8.0,0.0,0.0515,0.0515,month,27DEC24,2400,0.1589041095890411
68.0,68.0,66.64,61.11,ETH-27DEC24,2733.54,64.03,0.247,0.2515,0.0,0.2493,2073.0,0.2985,0.2115,0.238573,0.217,"[[0.2515, 68.0]]","[[0.247, 68.0]]",ETH-27DEC24-2100-C,2634.48,14429650663,1730245605083,2.74066,-1.22378,2.2302,0.00029,0.87655,0.0,0.0,,,,month,27DEC24,2100,0.1589041095890411
100.0,304.0,62.03,60.77,ETH-27DEC24,2733.54,61.29,0.1105,0.1125,0.0,0.1113,55726.0,0.182,0.0675,0.122065,0.151,"[[0.1125, 304.0]]","[[0.1105, 100.0]]",ETH-27DEC24-2800-P,2634.48,14429680216,1730245605083,-2.62841,-2.28928,4.35864,0.0006,-0.49024,0.0,0.0,,,,month,27DEC24,2800,0.1589041095890411
109.0,883.0,62.28,61.33,ETH-27DEC24,2733.54,61.81,0.073,0.0745,0.0,0.0738,789.0,0.1345,0.0385,0.067482,0.042,"[[0.0745, 883.0]]","[[0.073, 109.0]]",ETH-27DEC24-2900-C,2634.48,14429605620,1730245605083,1.66139,-2.29411,4.33102,0.00059,0.45397,0.0,0.0,,,,month,27DEC24,2900,0.1589041095890411
140.0,141.0,62.66,60.45,ETH-27DEC24,2733.54,61.81,0.1325,0.136,0.0,0.1347,56903.0,0.2085,0.0875,0.146249,0.172,"[[0.136, 141.0], [0.1445, 1.0]]","[[0.1325, 140.0]]",ETH-27DEC24-2900-P,2634.48,14429679903,1730245605083,-2.97414,-2.29418,4.33089,0.00059,-0.54603,0.0,0.0,,,,month,27DEC24,2900,0.1589041095890411
68.0,68.0,65.14,60.0,ETH-27DEC24,2733.54,63.03,0.2165,0.2215,0.0,0.2194,2883.0,0.272,0.1795,0.208874,0.1865,"[[0.2215, 68.0]]","[[0.2165, 68.0]]",ETH-27DEC24-2200-C,2634.48,14429674723,1730245604975,2.70439,-1.446,2.67701,0.00036,0.83835,0.0,0.0,,,,month,27DEC24,2200,0.1589041095890411
790.0,11.0,64.57,63.34,ETH-27DEC24,2733.54,64.03,0.017,0.018,0.0,0.0176,62963.0,0.056,0.0026,0.019748,0.031,"[[0.018, 11.0]]","[[0.017, 790.0]]",ETH-27DEC24-2100-P,2634.48,14429651521,1730245605083,-0.61615,-1.22378,2.2302,0.00029,-0.12345,0.0,0.0,,,,month,27DEC24,2100,0.1589041095890411
320.0,1.0,63.31,62.28,ETH-27DEC24,2733.54,63.03,0.0235,0.0245,0.0,0.0242,62033.0,0.068,0.0075,0.02725,0.0535,"[[0.0245, 1.0]]","[[0.0235, 320.0]]",ETH-27DEC24-2200-P,2634.48,14429634498,1730245605083,-0.81222,-1.446,2.67709,0.00036,-0.16166,0.0,0.0,,,,month,27DEC24,2200,0.1589041095890411
191.0,463.0,62.76,60.43,ETH-27DEC24,2733.54,61.61,0.164,0.167,0.0,0.1655,2514.0,0.223,0.123,0.155978,0.2005,"[[0.167, 463.0]]","[[0.164, 191.0]]",ETH-27DEC24-2400-C,2634.48,14429669363,1730245605083,2.52167,-1.86177,3.52632,0.00048,0.74263,153872.74,441.0,44.7653,0.098,0.2005,month,27DEC24,2400,0.1589041095890411
68.0,68.0,63.63,60.12,ETH-27DEC24,2733.54,62.19,0.189,0.193,0.0,0.1913,1810.0,0.2465,0.15,0.180945,0.162,"[[0.193, 68.0]]","[[0.189, 68.0]]",ETH-27DEC24-2300-C,2634.48,14429670231,1730245605083,2.63138,-1.6617,3.11797,0.00042,0.79357,0.0,0.0,,,,month,27DEC24,2300,0.1589041095890411
526.0,405.0,62.85,61.53,ETH-27DEC24,2733.54,62.19,0.032,0.0335,0.0,0.0327,60176.0,0.0815,0.012,0.036515,0.0385,"[[0.0335, 405.0]]","[[0.032, 526.0]]",ETH-27DEC24-2300-P,2634.48,14429635321,1730245605083,-1.04509,-1.66169,3.11805,0.00042,-0.20643,15310.47,152.0,0.0,0.0385,0.0385,month,27DEC24,2300,0.1589041095890411
312.0,442.0,61.99,60.72,ETH-27DEC24,2733.55,61.2,0.09,0.092,0.0,0.0908,31513.0,0.1585,0.051,0.099955,0.118,"[[0.092, 442.0]]","[[0.09, 312.0]]",ETH-27DEC24-2700-P,2634.5,14429670229,1730245606088,-2.28155,-2.25302,4.29536,0.00059,-0.4314,0.0,0.0,,,,month,27DEC24,2700,0.1589041095890411
286.0,523.0,62.58,60.47,ETH-27DEC24,2733.55,60.77,0.141,0.144,0.0,0.1414,3198.0,0.2005,0.099,0.132563,0.1197,"[[0.144, 523.0]]","[[0.141, 286.0]]",ETH-27DEC24-2500-C,2634.5,14429638298,1730245606088,2.3865,-2.01484,3.86863,0.00053,0.6876,76970.99,250.0,0.0,0.1197,0.1197,month,27DEC24,2500,0.1589041095890411
0.0,12531.0,60.85,0.0,ETH-27DEC24,2733.55,60.84,0.0,0.072,0.0,0.072,58382.0,0.1355,0.037,0.080007,0.072,"[[0.072, 12531.0], [0.0725, 19791.0], [0.073, 18201.0], [0.0735, 5221.0], [0.074, 3492.0], [0.0745, 4105.0], [0.075, 1601.0], [0.0755, 7930.0], [0.076, 7171.0], [0.0765, 8414.0], [0.077, 4091.0], [0.0775, 827.0], [0.078, 841.0], [0.0785, 3398.0], [0.079, 9278.0], [0.0795, 8579.0], [0.08, 7141.0], [0.0805, 3324.0], [0.081, 4254.0], [0.0815, 991.0]]",[],ETH-27DEC24-2600-P,2634.5,14429681534,1730245606088,-1.93834,-2.15458,4.13224,0.00057,-0.37163,1208396.94,6135.0,-22.5806,0.066,0.093,month,27DEC24,2600,0.1589041095890411
0.0,9615.0,60.78,0.0,ETH-27DEC24,2733.55,60.77,0.0,0.056,0.0,0.056,56456.0,0.1145,0.026,0.062525,0.056,"[[0.056, 9615.0], [0.0565, 13417.0], [0.057, 4299.0], [0.0575, 4326.0], [0.058, 2349.0], [0.0585, 681.0], [0.61, 5.0]]",[],ETH-27DEC24-2500-P,2634.5,14429675147,1730245606088,-1.60967,-2.01487,3.86856,0.00053,-0.3124,964123.95,6105.0,-24.8322,0.051,0.0745,month,27DEC24,2500,0.1589041095890411
621.0,857.0,61.91,60.65,ETH-27DEC24,2733.55,61.28,0.086,0.088,0.0,0.087,2326.0,0.148,0.049,0.080493,0.051,"[[0.088, 857.0]]","[[0.086, 621.0]]",ETH-27DEC24-2800-C,2634.5,14429675163,1730245606088,1.84721,-2.28923,4.35868,0.0006,0.50977,0.0,0.0,,,,month,27DEC24,2800,0.1589041095890411
456.0,835.0,61.82,60.54,ETH-27DEC24,2733.55,61.2,0.102,0.104,0.0,0.103,5181.0,0.1645,0.063,0.095582,0.062,"[[0.104, 835.0]]","[[0.102, 456.0]]",ETH-27DEC24-2700-C,2634.5,14429675174,1730245606088,2.03424,-2.25302,4.29536,0.00059,0.5686,0.0,0.0,,,,month,27DEC24,2700,0.1589041095890411
397.0,403.0,61.93,60.61,ETH-27DEC24,2733.55,60.84,0.1205,0.1225,0.0,0.1209,3388.0,0.1815,0.0795,0.112839,0.075,"[[0.1225, 403.0]]","[[0.1205, 397.0]]",ETH-27DEC24-2600-C,2634.5,14429648650,1730245606088,2.21763,-2.15455,4.13232,0.00057,0.62837,0.0,0.0,,,,month,27DEC24,2600,0.1589041095890411
588.0,529.0,62.41,61.44,ETH-27DEC24,2733.53,61.93,0.061,0.0625,0.0,0.0618,3894.0,0.121,0.0295,0.056734,0.0585,"[[0.0625, 529.0]]","[[0.061, 588.0]]",ETH-27DEC24-3000-C,2634.48,14429638766,1730245607095,1.48047,-2.24168,4.2239,0.00057,0.40057,48026.79,313.0,0.0,0.0585,0.0585,month,27DEC24,3000,0.1589041095890411
1013.0,331.0,62.41,61.39,ETH-27DEC24,2733.53,61.9,0.0505,0.052,0.0,0.0513,2612.0,0.1085,0.022,0.04735,0.0285,"[[0.052, 331.0]]","[[0.0505, 1013.0]]",ETH-27DEC24-3100-C,2634.48,14429675173,1730245607095,1.30649,-2.148,4.04911,0.00055,0.35026,0.0,0.0,,,,month,27DEC24,3100,0.1589041095890411
146.0,151.0,63.39,60.48,ETH-27DEC24,2733.53,61.93,0.157,0.1615,0.0,0.1592,54540.0,0.235,0.109,0.1727,0.207,"[[0.1615, 151.0]]","[[0.157, 146.0]]",ETH-27DEC24-3000-P,2634.48,14429670227,1730245607095,-3.31491,-2.24172,4.22381,0.00057,-0.59944,0.0,0.0,,,,month,27DEC24,3000,0.1589041095890411
100.0,100.0,64.71,58.63,ETH-27DEC24,2733.53,61.9,0.1805,0.1895,0.0,0.1853,51363.0,0.2625,0.133,0.200513,0.223,"[[0.1895, 100.0]]","[[0.1805, 100.0]]",ETH-27DEC24-3100-P,2634.48,14429669279,1730245607095,-3.64868,-2.148,4.04911,0.00055,-0.64974,291619.14,500.0,-3.6717,0.223,0.2315,month,27DEC24,3100,0.1589041095890411
100.0,100.0,65.44,58.64,ETH-27DEC24,2733.53,62.54,0.2085,0.218,0.0,0.2139,50341.0,0.293,0.1595,0.230107,0.2251,"[[0.218, 100.0]]","[[0.2085, 100.0]]",ETH-27DEC24-3200-P,2634.48,14429650657,1730245607095,-3.96384,-2.05681,3.83779,0.00051,-0.69327,46058.15,78.0,0.0,0.2251,0.2251,month,27DEC24,3200,0.1589041095890411
790.0,396.0,63.07,62.0,ETH-27DEC24,2733.53,62.54,0.0425,0.044,0.0,0.0433,7905.0,0.0985,0.017,0.039745,0.024,"[[0.044, 396.0]]","[[0.0425, 790.0]]",ETH-27DEC24-3200-C,2634.48,14429605746,1730245607095,1.15133,-2.0568,3.83785,0.00051,0.30674,0.0,0.0,,,,month,27DEC24,3200,0.1589041095890411
1021.0,350.0,63.55,62.02,ETH-27DEC24,2733.53,62.79,0.035,0.037,0.0,0.036,887.0,0.089,0.013,0.033245,0.02,"[[0.037, 350.0]]","[[0.035, 1021.0]]",ETH-27DEC24-3300-C,2634.48,14429675048,1730245607095,1.00529,-1.93011,3.58701,0.00048,0.26608,0.0,0.0,,,,month,27DEC24,3300,0.1589041095890411
549.0,548.0,68.47,57.3,ETH-27DEC24,2733.53,63.12,0.267,0.2805,0.0,0.2738,50534.0,0.3545,0.2165,0.292495,0.3225,"[[0.2805, 548.0]]","[[0.267, 549.0]]",ETH-27DEC24-3400-P,2634.48,14429669247,1730245607095,-4.56028,-1.79557,3.3195,0.00044,-0.76988,0.0,0.0,,,,month,27DEC24,3400,0.1589041095890411
286.0,340.0,63.53,62.7,ETH-27DEC24,2733.53,63.12,0.0295,0.0305,0.0,0.03,9525.0,0.0805,0.0095,0.027744,0.017,"[[0.0305, 340.0]]","[[0.0295, 286.0]]",ETH-27DEC24-3400-C,2634.48,14429674187,1730245607095,0.87442,-1.79557,3.3195,0.00044,0.23012,0.0,0.0,,,,month,27DEC24,3400,0.1589041095890411
1093.0,725.0,64.36,63.02,ETH-27DEC24,2733.53,63.69,0.0245,0.026,0.0,0.0252,17876.0,0.073,0.0075,0.02349,0.0311,"[[0.026, 725.0]]","[[0.0245, 1093.0]]",ETH-27DEC24-3500-C,2634.48,14429648637,1730245607095,0.76145,-1.66753,3.05519,0.0004,0.19951,20370.42,250.0,0.0,0.0311,0.0311,month,27DEC24,3500,0.1589041095890411
570.0,484.0,66.37,57.93,ETH-27DEC24,2733.53,62.79,0.237,0.248,0.0,0.2432,38119.0,0.323,0.1875,0.260799,0.2445,"[[0.248, 484.0]]","[[0.237, 570.0]]",ETH-27DEC24-3300-P,2634.48,14429677889,1730245607095,-4.26956,-1.93011,3.58701,0.00048,-0.73392,0.0,0.0,,,,month,27DEC24,3300,0.1589041095890411
531.0,455.0,69.59,56.94,ETH-27DEC24,2733.53,63.69,0.2985,0.3125,0.0,0.3056,46029.0,0.387,0.2475,0.325447,0.373,"[[0.3125, 455.0]]","[[0.2985, 531.0]]",ETH-27DEC24-3500-P,2634.48,14429681377,1730245607095,-4.83307,-1.66753,3.05509,0.0004,-0.80049,0.0,0.0,,,,month,27DEC24,3500,0.1589041095890411
1454.0,5.0,65.41,64.33,ETH-27DEC24,2733.53,65.05,0.0175,0.0185,0.0,0.0182,13923.0,0.0615,0.0032,0.016995,0.0115,"[[0.0185, 5.0]]","[[0.0175, 1454.0]]",ETH-27DEC24-3700-C,2634.48,14429607133,1730245607095,0.57854,-1.42402,2.55459,0.00033,0.15056,0.0,0.0,,,,month,27DEC24,3700,0.1589041095890411
1103.0,918.0,65.45,63.5,ETH-27DEC24,2733.53,64.47,0.0205,0.0225,0.0,0.0215,22899.0,0.0675,0.0055,0.019742,0.017,"[[0.0225, 918.0]]","[[0.0205, 1103.0]]",ETH-27DEC24-3600-C,2634.48,14429637902,1730245607095,0.66547,-1.54968,2.80483,0.00036,0.17379,0.0,0.0,,,,month,27DEC24,3600,0.1589041095890411
1717.0,397.0,66.35,64.57,ETH-27DEC24,2733.53,65.46,0.0145,0.016,0.0,0.0152,28403.0,0.056,0.0003,0.013994,0.009,"[[0.016, 397.0]]","[[0.0145, 1717.0], [0.0033, 1.0]]",ETH-27DEC24-3800-C,2634.48,14429607134,1730245607095,0.5002,-1.29502,2.3085,0.0003,0.12972,0.0,0.0,,,,month,27DEC24,3800,0.1589041095890411
516.0,444.0,70.98,57.18,ETH-27DEC24,2733.53,64.47,0.3315,0.3455,0.0,0.3385,41360.0,0.4205,0.2795,0.358892,0.5375,"[[0.3455, 444.0]]","[[0.3315, 516.0]]",ETH-27DEC24-3600-P,2634.48,14429670225,1730245607095,-5.08896,-1.54968,2.80472,0.00036,-0.82622,0.0,0.0,,,,month,27DEC24,3600,0.1589041095890411
350.0,67.0,133.58,58.47,ETH-27DEC24,2733.53,65.46,0.4,0.4915,0.0,0.4054,28512.0,0.488,0.3445,0.427543,0.5065,"[[0.4915, 67.0]]","[[0.4, 350.0]]",ETH-27DEC24-3800-P,2634.48,14429679902,1730245607095,-5.57386,-1.295,2.30832,0.0003,-0.87029,0.0,0.0,,,,month,27DEC24,3800,0.1589041095890411
1931.0,435.0,66.78,64.8,ETH-27DEC24,2733.53,65.79,0.012,0.0135,0.0,0.0127,16164.0,0.051,0.0001,0.011994,0.0085,"[[0.0135, 435.0], [0.014, 7791.0], [0.0145, 22170.0], [0.015, 80792.0], [0.0155, 85868.0], [0.016, 25120.0], [0.0165, 41242.0], [0.017, 19901.0], [0.0175, 15293.0], [0.018, 17455.0], [0.0185, 23031.0], [0.019, 20606.0], [0.0195, 9173.0], [0.02, 29521.0], [0.0205, 16931.0], [0.021, 8269.0], [0.0215, 4115.0]]","[[0.012, 1931.0]]",ETH-27DEC24-3900-C,2634.48,14429677737,1730245607095,0.43067,-1.16848,2.07246,0.00026,0.11131,0.0,0.0,,,,month,27DEC24,3900,0.1589041095890411
439.0,439.0,72.33,55.15,ETH-27DEC24,2733.53,65.05,0.3635,0.379,0.0,0.3717,22570.0,0.454,0.312,0.39335,0.44,"[[0.379, 439.0]]","[[0.3635, 439.0]]",ETH-27DEC24-3700-P,2634.48,14429677735,1730245607095,-5.33574,-1.42401,2.55444,0.00033,-0.84944,0.0,0.0,,,,month,27DEC24,3700,0.1589041095890411
56002.0,0.0,0.0,68.04,ETH-27DEC24,2733.53,68.62,0.012,0.0,0.0,0.0124,30390.0,0.051,0.0001,0.011304,0.012,[],"[[0.012, 56002.0], [0.0115, 130898.0], [0.011, 80431.0], [0.0105, 28719.0], [0.01, 20663.0], [0.0095, 1843.0]]",ETH-27DEC24-4000-C,2634.48,14429675050,1730245607095,0.40696,-1.17314,1.9949,0.00024,0.10556,471940.9,15083.0,26.3158,0.0095,0.014,month,27DEC24,4000,0.1589041095890411
428.0,60.0,143.58,55.5,ETH-27DEC24,2733.53,67.34,0.5035,0.597,0.0,0.5094,16450.0,0.593,0.4465,0.534379,0.596,"[[0.597, 60.0]]","[[0.5035, 428.0]]",ETH-27DEC24-4100-P,2634.48,14429679901,1730245607095,-6.22286,-0.9827,1.70287,0.00021,-0.91485,0.0,0.0,,,,month,27DEC24,4100,0.1589041095890411
432.0,432.0,73.61,56.73,ETH-27DEC24,2733.53,65.79,0.4335,0.446,0.0,0.4395,17615.0,0.522,0.378,0.462746,0.4535,"[[0.446, 432.0]]","[[0.4335, 432.0]]",ETH-27DEC24-3900-P,2634.48,14429682410,1730245607095,-5.80318,-1.16847,2.07243,0.00026,-0.8887,297033.43,250.0,0.0,0.4535,0.4535,month,27DEC24,3900,0.1589041095890411
430.0,430.0,78.09,56.58,ETH-27DEC24,2733.53,68.62,0.4685,0.4835,0.0,0.4757,28740.0,0.5605,0.413,0.499255,0.55,"[[0.4835, 430.0]]","[[0.4685, 430.0]]",ETH-27DEC24-4000-P,2634.48,14429673887,1730245607095,-5.9868,-1.17314,1.9949,0.00024,-0.89444,0.0,0.0,,,,month,27DEC24,4000,0.1589041095890411
2252.0,341.0,68.94,65.73,ETH-27DEC24,2733.53,67.34,0.0085,0.0105,0.0,0.0095,15098.0,0.044,0.0001,0.009233,0.015,"[[0.0105, 341.0]]","[[0.0085, 2252.0]]",ETH-27DEC24-4100-C,2634.48,14429610929,1730245607095,0.33071,-0.98273,1.70304,0.00021,0.08516,0.0,0.0,,,,month,27DEC24,4100,0.1589041095890411
350.0,428.0,82.1,50.62,ETH-27DEC24,2733.52,68.13,0.538,0.5545,0.0,0.5447,18025.0,0.629,0.481,0.570336,0.6315,"[[0.5545, 428.0]]","[[0.538, 350.0]]",ETH-27DEC24-4200-P,2634.47,14429675184,1730245610116,-6.42236,-0.9019,1.54468,0.00019,-0.92515,0.0,0.0,,,,month,27DEC24,4200,0.1589041095890411
2273.0,658.0,69.46,66.8,ETH-27DEC24,2733.52,68.13,0.0075,0.009,0.0,0.0082,22420.0,0.041,0.0001,0.007991,0.0055,"[[0.009, 658.0]]","[[0.0075, 2273.0]]",ETH-27DEC24-4200-C,2634.47,14429600237,1730245610116,0.29112,-0.90193,1.5448,0.00019,0.07486,0.0,0.0,,,,month,27DEC24,4200,0.1589041095890411
26141.0,5.0,502.5,70.47,ETH-27DEC24,2733.52,71.02,0.008,0.61,0.0,0.0083,15510.0,0.0415,0.0001,0.007747,0.008,"[[0.61, 5.0]]","[[0.008, 26141.0], [0.0075, 51741.0], [0.007, 20128.0], [0.0065, 4668.0]]",ETH-27DEC24-4300-C,2634.47,14429669415,1730245610116,0.28284,-0.92265,1.51595,0.00018,0.07303,393490.67,18555.0,23.0769,0.0065,0.009,month,27DEC24,4300,0.1589041095890411
426.0,57.0,150.84,49.52,ETH-27DEC24,2733.52,71.02,0.574,0.6695,0.0,0.5814,17293.0,0.668,0.516,0.607292,0.5745,"[[0.6695, 57.0]]","[[0.574, 426.0]]",ETH-27DEC24-4300-P,2634.47,14429677734,1730245610116,-6.59045,-0.92265,1.51595,0.00018,-0.92697,0.0,0.0,,,,month,27DEC24,4300,0.1589041095890411
32.0,341.0,72.78,71.28,ETH-27DEC24,2733.52,72.03,0.0049,0.0055,0.0,0.0052,16710.0,0.0325,0.0001,0.00509,0.0035,"[[0.0055, 341.0]]","[[0.0049, 32.0]]",ETH-27DEC24-4600-C,2634.47,14429602575,1730245610116,0.1876,-0.67487,1.09333,0.00013,0.04813,0.0,0.0,,,,month,27DEC24,4600,0.1589041095890411
20.0,427.0,83.73,46.56,ETH-27DEC24,2733.52,70.95,0.6465,0.659,0.0,0.652,11853.0,0.7385,0.585,0.679663,0.739,"[[0.659, 427.0]]","[[0.6465, 20.0]]",ETH-27DEC24-4500-P,2634.47,14429681429,1730245610116,-6.9859,-0.71911,1.18258,0.00014,-0.94689,0.0,0.0,,,,month,27DEC24,4500,0.1589041095890411
22.0,241.0,71.55,70.4,ETH-27DEC24,2733.52,70.95,0.0055,0.006,0.0,0.0057,16969.0,0.0345,0.0001,0.005721,0.0039,"[[0.006, 241.0]]","[[0.0055, 22.0]]",ETH-27DEC24-4500-C,2634.47,14429680063,1730245610116,0.20699,-0.71911,1.18258,0.00014,0.05311,0.0,0.0,,,,month,27DEC24,4500,0.1589041095890411
425.0,53.0,161.56,46.62,ETH-27DEC24,2733.52,72.03,0.683,0.7795,0.0,0.688,9912.0,0.7755,0.62,0.716231,0.5835,"[[0.7795, 53.0]]","[[0.683, 425.0]]",ETH-27DEC24-4600-P,2634.47,14429675185,1730245610116,-7.16525,-0.67483,1.09322,0.00013,-0.95188,0.0,0.0,,,,month,27DEC24,4600,0.1589041095890411
1385.0,1322.0,72.17,67.94,ETH-27DEC24,2733.52,70.05,0.0055,0.0075,0.0,0.0065,18324.0,0.0365,0.0001,0.006224,0.0048,"[[0.0075, 1322.0]]","[[0.0055, 1385.0]]",ETH-27DEC24-4400-C,2634.47,14429637593,1730245610116,0.23147,-0.77572,1.29218,0.00015,0.05943,0.0,0.0,,,,month,27DEC24,4400,0.1589041095890411
37.0,427.0,85.95,0.0,ETH-27DEC24,2733.5,70.05,0.6095,0.626,0.0,0.6161,14743.0,0.702,0.55,0.642968,0.7005,"[[0.626, 427.0]]","[[0.6095, 37.0]]",ETH-27DEC24-4400-P,2634.46,14429675166,1730245611123,-6.80171,-0.77565,1.29203,0.00015,-0.94058,0.0,0.0,,,,month,27DEC24,4400,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.5,500.0,0.0,0.0,0.0,0.6187,0.0,0.8155,0.428,0.615962,0.0011,[],[],ETH-27DEC24-4700-C,2634.46,14252040378,1730245611123,0.7888,-13.12717,3.34783,5e-05,0.78392,0.0,0.0,,,,month,27DEC24,4700,0.1589041095890411
1.0,0.0,0.0,999.0,ETH-27DEC24,2733.5,500.0,1.683,0.0,0.0,1.3161,1.0,1.5995,1.0995,1.342193,0.8685,[],"[[1.683, 1.0]]",ETH-27DEC24-4700-P,2634.46,14398447160,1730245611123,-6.87082,-14.09582,3.34588,6e-05,-0.22989,0.0,0.0,,,,month,27DEC24,4700,0.1589041095890411
21.0,1186.0,73.81,72.6,ETH-27DEC24,2733.5,73.21,0.0038,0.0042,0.0,0.004,15623.0,0.0285,0.0001,0.003896,0.0027,"[[0.0042, 1186.0], [0.0044, 594.0], [0.0045, 864.0], [0.0046, 1651.0], [0.0047, 614.0], [0.0048, 1579.0], [0.0049, 1573.0], [0.005, 1154.0], [0.0055, 13541.0], [0.006, 8331.0], [0.0065, 1445.0], [0.007, 241.0]]","[[0.0038, 21.0]]",ETH-27DEC24-4800-C,2634.46,14429675190,1730245611123,0.14749,-0.56365,0.89843,0.0001,0.03775,0.0,0.0,,,,month,27DEC24,4800,0.1589041095890411
