best_bid_amount,best_ask_amount,ask_iv,bid_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,mark_price,open_interest,max_price,min_price,settlement_price,last_price,asks,bids,instrument_name,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Time to Expiration
951.0,4.0,75.39,73.56,ETH-27DEC24,2733.5,75.09,0.0029,0.0034,0.0,0.0033,37147.0,0.0265,0.0001,0.003244,0.0025,"[[0.0034, 4.0]]","[[0.0029, 951.0]]",ETH-27DEC24-5000-C,2634.46,14429648320,1730245611123,0.12254,-0.49645,0.77143,9e-05,0.03136,0.0,0.0,,,,month,27DEC24,5000,0.1589041095890411
1474.0,361.0,77.78,75.26,ETH-27DEC24,2733.5,76.52,0.0024,0.003,0.0,0.0027,15872.0,0.024,0.0001,0.002606,0.0315,"[[0.003, 361.0]]","[[0.0024, 1474.0]]",ETH-27DEC24-5200-C,2634.46,14429605619,1730245611123,0.10031,-0.42787,0.65251,7e-05,0.02564,0.0,0.0,,,,month,27DEC24,5200,0.1589041095890411
381.0,426.0,93.8,56.58,ETH-27DEC24,2733.52,75.09,0.8295,0.8405,0.0,0.8325,12498.0,0.9235,0.76,0.863181,0.8365,"[[0.8405, 426.0]]","[[0.8295, 381.0]]",ETH-27DEC24-5000-P,2634.48,14429677892,1730245612129,-7.86966,-0.49645,0.77142,9e-05,-0.96864,0.0,0.0,,,,month,27DEC24,5000,0.1589041095890411
0.0,1274.0,87.68,0.0,ETH-27DEC24,2733.52,73.21,0.0,0.7665,0.0,0.76,3697.0,0.849,0.6895,0.789438,0.8585,"[[0.7665, 1274.0], [0.767, 2965.0], [0.7675, 1694.0], [0.768, 1690.0], [0.7685, 414.0], [0.769, 422.0], [0.7695, 425.0], [0.8495, 51.0], [0.853, 100.0], [0.8535, 50.0], [0.8545, 50.0]]",[],ETH-27DEC24-4800-P,2634.48,14429682395,1730245612129,-7.52493,-0.56367,0.89845,0.0001,-0.96225,0.0,0.0,,,,month,27DEC24,4800,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,222.06,0.0,0.0,0.0,1.1273,500.0,1.3585,0.985,1.170487,1.1687,[],[],ETH-27DEC24-5400-P,2634.48,14412089475,1730245612129,-7.72774,-7.85266,4.16619,0.00016,-0.62441,1530494.46,500.0,0.0,1.1687,1.1687,month,27DEC24,5400,0.1589041095890411
0.0,425.0,96.11,0.0,ETH-27DEC24,2733.52,76.52,0.0,0.9125,0.0,0.905,3426.0,0.998,0.83,0.936941,1.005,"[[0.9125, 425.0]]",[],ETH-27DEC24-5200-P,2634.48,14429682391,1730245612129,-8.2115,-0.42785,0.65244,7e-05,-0.97436,0.0,0.0,,,,month,27DEC24,5200,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,222.06,0.0,0.0,0.0,0.1655,0.0,0.32,0.071,0.161752,0.0001,[],[],ETH-27DEC24-5400-C,2634.48,14252040502,1730245612129,1.08982,-7.6542,4.39523,0.00015,0.39378,0.0,0.0,,,,month,27DEC24,5400,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,222.08,0.0,0.0,0.0,0.1574,0.0,0.311,0.0655,0.15371,0.0235,[],[],ETH-27DEC24-5600-C,2634.48,14252040478,1730245612129,1.05731,-7.56859,4.34582,0.00015,0.37881,0.0,0.0,,,,month,27DEC24,5600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,222.09,0.0,0.0,0.0,1.2716,0.0,1.4945,1.113,1.303722,1.494,[],[],ETH-27DEC24-5800-P,2634.48,14252040774,1730245612129,-9.1057,-7.47625,4.29249,0.00015,-0.63545,0.0,0.0,,,,month,27DEC24,5800,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.52,222.08,0.0,0.0,0.0,1.1924,251.0,1.4265,1.0485,1.236842,1.2387,[],[],ETH-27DEC24-5600-P,2634.48,14412077445,1730245612129,-8.08303,-7.74599,4.10941,0.00015,-0.63974,811354.69,250.0,0.0,1.2387,1.2387,month,27DEC24,5600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.09,0.0,0.0,0.0,0.1498,0.0,0.303,0.06,0.146193,0.0001,[],[],ETH-27DEC24-5800-C,2634.47,14252040732,1730245613138,1.02564,-7.47621,4.29246,0.00015,0.36455,0.0,0.0,,,,month,27DEC24,5800,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.11,0.0,0.0,0.0,1.4709,0.0,1.701,1.3085,1.507029,1.885,[],[],ETH-27DEC24-6400-P,2634.47,14252040374,1730245613138,-10.24365,-7.16689,4.11462,0.00014,-0.67447,0.0,0.0,,,,month,27DEC24,6400,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.12,0.0,0.0,0.0,0.1236,0.0,0.273,0.043,0.120486,0.0001,[],[],ETH-27DEC24-6600-C,2634.47,14252040584,1730245613032,0.90761,-7.05708,4.05133,0.00014,0.31371,0.0,0.0,,,,month,27DEC24,6600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.11,0.0,0.0,0.0,0.1296,0.0,0.28,0.0465,0.126307,0.0001,[],[],ETH-27DEC24-6400-C,2634.47,14252040339,1730245613138,0.93577,-7.16689,4.11462,0.00014,0.32553,0.0,0.0,,,,month,27DEC24,6400,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.12,0.0,0.0,0.0,1.5381,0.0,1.7705,1.3745,1.575605,1.3455,[],[],ETH-27DEC24-6600-P,2634.47,14252040529,1730245613138,-10.62117,-7.05708,4.05133,0.00014,-0.68629,0.0,0.0,,,,month,27DEC24,6600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.1,0.0,0.0,0.0,1.404,0.0,1.632,1.243,1.438832,1.2515,[],[],ETH-27DEC24-6200-P,2634.47,14252040587,1730245613138,-9.86524,-7.2738,4.17621,0.00014,-0.66208,0.0,0.0,,,,month,27DEC24,6200,0.1589041095890411
1626.0,3.0,84.02,80.26,ETH-27DEC24,2733.51,83.37,0.0011,0.0016,0.0,0.0015,25758.0,0.0185,0.0001,0.00139,0.0011,"[[0.0016, 3.0]]","[[0.0011, 1626.0]]",ETH-27DEC24-6000-C,2634.47,14429604824,1730245613138,0.05545,-0.28196,0.39465,4e-05,0.01419,0.0,0.0,,,,month,27DEC24,6000,0.1589041095890411
544.0,53.0,92.26,87.36,ETH-27DEC24,2733.51,89.81,0.0006,0.001,0.0,0.0008,32279.0,0.0155,0.0001,0.000678,0.0032,"[[0.001, 53.0]]","[[0.0006, 544.0]]",ETH-27DEC24-7000-C,2634.47,14429605223,1730245613138,0.02874,-0.17128,0.22255,2e-05,0.00736,0.0,0.0,,,,month,27DEC24,7000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.1,0.0,0.0,0.0,0.1359,1.0,0.2875,0.0505,0.132508,0.0144,[],[],ETH-27DEC24-6200-C,2634.47,14252040652,1730245613138,0.96483,-7.2738,4.17621,0.00014,0.33792,0.0,0.0,,,,month,27DEC24,6200,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.13,0.0,0.0,0.0,0.1181,0.0,0.2665,0.04,0.115011,0.018,[],[],ETH-27DEC24-6800-C,2634.47,14252040572,1730245613138,0.88033,-6.94491,3.98671,0.00014,0.30243,0.0,0.0,,,,month,27DEC24,6800,0.1589041095890411
0.0,2378.0,89.22,0.0,ETH-27DEC24,2733.51,83.37,0.0,1.1975,0.0,1.1965,13936.0,1.2995,1.111,1.233316,1.398,"[[1.1975, 2378.0], [1.198, 27092.0], [1.1985, 27928.0], [1.199, 27395.0], [1.1995, 37060.0], [1.2, 57664.0], [1.2005, 62900.0], [1.201, 52857.0], [1.2015, 43025.0], [1.202, 33916.0], [1.2025, 26068.0], [1.203, 19294.0], [1.2035, 16468.0], [1.204, 16855.0], [1.2045, 14845.0], [1.205, 11726.0], [1.2055, 13033.0], [1.206, 6702.0], [1.2065, 14695.0], [1.207, 11391.0]]",[],ETH-27DEC24-6000-P,2634.47,14429683118,1730245613971,-9.53509,-0.28192,0.39457,4e-05,-0.98581,0.0,0.0,,,,month,27DEC24,6000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.13,0.0,0.0,0.0,1.6057,0.0,1.84,1.441,1.644528,1.89,[],[],ETH-27DEC24-6800-P,2634.47,14252040666,1730245613138,-10.9978,-6.94491,3.98671,0.00014,-0.69757,0.0,0.0,,,,month,27DEC24,6800,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.13,0.0,0.0,0.0,0.1078,0.0,0.254,0.034,0.104967,0.0001,[],[],ETH-27DEC24-7200-C,2634.47,14252040556,1730245613138,0.82826,-6.71442,3.8544,0.00013,0.2813,0.0,0.0,,,,month,27DEC24,7200,0.1589041095890411
0.0,359.0,128.7,0.0,ETH-27DEC24,2733.51,89.81,0.0,1.5715,0.0,1.5616,10203.0,1.677,1.4625,1.604593,1.7195,"[[1.5715, 359.0]]",[],ETH-27DEC24-7000-P,2634.47,14429681481,1730245613138,-11.16022,-0.17125,0.2225,2e-05,-0.99264,0.0,0.0,,,,month,27DEC24,7000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.13,0.0,0.0,0.0,1.7418,0.0,1.9805,1.575,1.783279,,[],[],ETH-27DEC24-7200-P,2634.47,14252040596,1730245613138,-11.74859,-6.71442,3.8544,0.00013,-0.7187,0.0,0.0,,,,month,27DEC24,7200,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.51,222.14,0.0,0.0,0.0,0.1032,0.0,0.248,0.0315,0.100386,0.016,[],[],ETH-27DEC24-7400-C,2634.47,14252040560,1730245613138,0.80352,-6.59837,3.78761,0.00013,0.27145,0.0,0.0,,,,month,27DEC24,7400,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.46,222.14,0.0,0.0,0.0,1.8103,0.0,2.051,1.6425,1.853095,1.342,[],[],ETH-27DEC24-7400-P,2634.42,14252040536,1730245615151,-12.12271,-6.59817,3.78749,0.00013,-0.72856,0.0,0.0,,,,month,27DEC24,7400,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.46,240.34,0.0,0.0,0.0,1.9009,0.0,2.1635,1.723,1.944728,2.442,[],[],ETH-27DEC24-7600-P,2634.42,14308547724,1730245615045,-12.15663,-7.53726,3.91023,0.00013,-0.70295,0.0,0.0,,,,month,27DEC24,7600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.46,240.34,0.0,0.0,0.0,0.1244,0.0,0.2845,0.041,0.121486,0.0001,[],[],ETH-27DEC24-7600-C,2634.42,14252040455,1730245615151,0.85259,-7.52024,3.99001,0.00013,0.303,0.0,0.0,,,,month,27DEC24,7600,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.46,222.17,0.0,0.0,0.0,0.0946,0.0,0.237,0.027,0.09198,0.0155,[],[],ETH-27DEC24-7800-C,2634.42,14252040475,1730245615151,0.75647,-6.36545,3.65355,0.00013,0.25303,0.0,0.0,,,,month,27DEC24,7800,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.46,222.17,0.0,0.0,0.0,1.9481,0.0,2.1925,1.7775,1.993485,2.001,[],[],ETH-27DEC24-7800-P,2634.42,14252040364,1730245615151,-12.86845,-6.36545,3.65355,0.00013,-0.74697,0.0,0.0,,,,month,27DEC24,7800,0.1589041095890411
245.0,240.0,100.73,91.63,ETH-27DEC24,2733.06,96.17,0.0003,0.0008,0.0,0.0005,24084.0,0.0155,0.0001,0.000468,0.0001,"[[0.0008, 240.0], [0.2215, 1.0]]","[[0.0003, 245.0]]",ETH-27DEC24-8000-C,2634.02,14429605812,1730245616074,0.0181,-0.12198,0.14801,1e-05,0.00465,0.0,0.0,,,,month,27DEC24,8000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.06,222.18,0.0,0.0,0.0,2.1564,0.0,2.4065,1.9825,2.205683,2.688,[],[],ETH-27DEC24-8400-P,2634.02,14252040653,1730245616074,-13.98162,-6.01634,3.45299,0.00012,-0.77183,0.0,0.0,,,,month,27DEC24,8400,0.1589041095890411
245.0,342.0,106.87,96.84,ETH-27DEC24,2733.06,101.85,0.0002,0.0006,0.0,0.0004,20757.0,0.015,0.0001,0.000268,0.0001,"[[0.0006, 342.0]]","[[0.0002, 245.0]]",ETH-27DEC24-9000-C,2634.02,14429605900,1730245616074,0.01255,-0.0933,0.1069,1e-05,0.00323,0.0,0.0,,,,month,27DEC24,9000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.06,222.17,0.0,0.0,0.0,0.0869,10.0,0.2265,0.0235,0.084448,0.0031,[],[],ETH-27DEC24-8200-C,2634.02,14252040318,1730245616074,0.71224,-6.13132,3.51908,0.00012,0.23608,0.0,0.0,,,,month,27DEC24,8200,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.06,222.18,0.0,0.0,0.0,0.0728,250.0,0.2215,0.0215,0.080986,0.0839,[],[],ETH-27DEC24-8400-C,2634.02,14412050921,1730245616074,0.5988,-5.94204,3.151,0.00012,0.20849,54952.82,250.0,0.0,0.0839,0.0839,month,27DEC24,8400,0.1589041095890411
0.0,425.0,157.71,0.0,ETH-27DEC24,2733.06,101.85,0.0,2.3055,0.0,2.2928,9559.0,2.437,2.166,2.348158,1.935,"[[2.3055, 425.0]]",[],ETH-27DEC24-9000-P,2634.02,14429679955,1730245616074,-14.37324,-0.09328,0.10687,1e-05,-0.99677,0.0,0.0,,,,month,27DEC24,9000,0.1589041095890411
0.0,425.0,143.67,0.0,ETH-27DEC24,2733.06,96.17,0.0,1.9385,0.0,1.9271,11667.0,2.0565,1.8145,1.976371,2.117,"[[1.9385, 425.0]]",[],ETH-27DEC24-8000-P,2634.02,14429681444,1730245616074,-12.76927,-0.12196,0.14797,1e-05,-0.99535,0.0,0.0,,,,month,27DEC24,8000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.06,222.17,0.0,0.0,0.0,2.0867,0.0,2.335,1.914,2.134748,2.897,[],[],ETH-27DEC24-8200-P,2634.02,14252040559,1730245616074,-13.6114,-6.13132,3.51908,0.00012,-0.76392,0.0,0.0,,,,month,27DEC24,8200,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2733.04,222.24,0.0,0.0,0.0,0.0506,0.0,0.1705,0.009,0.048992,0.0001,[],[],ETH-27DEC24-11000-C,2634.06,14252040361,1730245617165,0.47631,-4.64968,2.6679,9e-05,0.15039,0.0,0.0,,,,month,27DEC24,11000,0.1589041095890411
0.0,415.0,170.28,0.0,ETH-27DEC24,2733.04,94.71,0.0,2.6725,0.0,2.6584,6543.0,2.814,2.5185,2.719878,2.4905,"[[2.6725, 415.0], [2.6815, 472.0]]",[],ETH-27DEC24-10000-P,2634.06,14429679952,1730245617165,-15.98181,-0.01881,0.02317,0.0,-0.99939,0.0,0.0,,,,month,27DEC24,10000,0.1589041095890411
4.0,240.0,112.88,104.25,ETH-27DEC24,2733.04,94.71,0.0002,0.0005,0.0,0.0001,15173.0,0.015,0.0001,0.0,0.0001,"[[0.0005, 240.0]]","[[0.0002, 4.0]]",ETH-27DEC24-10000-C,2634.06,14429606121,1730245617165,0.0024,-0.01881,0.02318,0.0,0.00061,754.55,490.0,-80.0,0.0001,0.015,month,27DEC24,10000,0.1589041095890411
0.0,425.0,195.31,0.0,ETH-27DEC24,2733.04,108.0,0.0,3.408,0.0,3.3901,6137.0,3.577,3.222,3.463854,3.6985,"[[3.408, 425.0], [3.4175, 380.0]]",[],ETH-27DEC24-12000-P,2634.06,14429680243,1730245617165,-19.17846,-0.02332,0.0252,0.0,-0.99934,0.0,0.0,,,,month,27DEC24,12000,0.1589041095890411
10.0,301.0,130.21,110.85,ETH-27DEC24,2733.04,108.0,0.0001,0.0007,0.0,0.0001,13069.0,0.015,0.0001,0.0,0.0009,"[[0.0007, 301.0]]","[[0.0001, 10.0]]",ETH-27DEC24-12000-C,2634.06,14429606384,1730245617165,0.00259,-0.02333,0.02521,0.0,0.00066,0.0,0.0,,,,month,27DEC24,12000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.29,0.0,0.0,0.0,3.7926,3.0,4.086,3.581,3.870608,4.982,[],[],ETH-27DEC24-13000-P,2634.02,14252040690,1730245618172,-22.34374,-3.80133,2.1806,8e-05,-0.88765,0.0,0.0,,,,month,27DEC24,13000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.24,0.0,0.0,0.0,3.0754,0.0,3.35,2.8825,3.140858,4.0815,[],[],ETH-27DEC24-11000-P,2634.02,14252040581,1730245618172,-18.73835,-4.64946,2.66777,9e-05,-0.84962,0.0,0.0,,,,month,27DEC24,11000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.32,0.0,0.0,0.0,4.1532,41.0,4.4565,3.9315,4.237452,4.3385,[],[],ETH-27DEC24-14000-P,2634.02,14252040738,1730245618172,-24.13426,-3.44105,1.97369,7e-05,-0.9021,0.0,0.0,,,,month,27DEC24,14000,0.1589041095890411
18775.0,1.0,139.5,125.35,ETH-27DEC24,2732.98,125.59,0.0001,0.0004,0.0,0.0001,6388.0,0.015,0.0001,0.0,0.0001,"[[0.0004, 1.0]]","[[0.0001, 18775.0]]",ETH-27DEC24-15000-C,2634.02,14429606508,1730245618172,0.00324,-0.03391,0.03151,0.0,0.00084,0.0,0.0,,,,month,27DEC24,15000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.29,0.0,0.0,0.0,0.036,1.0,0.1425,0.0048,0.034766,0.0043,[],[],ETH-27DEC24-13000-C,2634.02,14252040662,1730245618172,0.36446,-3.80133,2.1806,8e-05,0.11235,0.0,0.0,,,,month,27DEC24,13000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.32,0.0,0.0,0.0,0.0307,0.0,0.1315,0.0036,0.029622,0.0001,[],[],ETH-27DEC24-14000-C,2634.02,14252040628,1730245618172,0.32073,-3.44105,1.97369,7e-05,0.0979,0.0,0.0,,,,month,27DEC24,14000,0.1589041095890411
0.0,425.0,234.97,0.0,ETH-27DEC24,2732.98,125.59,0.0,4.5165,0.0,4.4885,251.0,4.7225,4.2785,4.579817,3.781,"[[4.5165, 425.0], [4.5215, 244.0]]",[],ETH-27DEC24-15000-P,2634.02,14429680038,1730245618172,-23.97307,-0.0339,0.0315,0.0,-0.99916,0.0,0.0,,,,month,27DEC24,15000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.36,0.0,0.0,0.0,0.0228,0.0,0.1125,0.0021,0.02192,0.0001,[],[],ETH-27DEC24-16000-C,2634.02,14252040507,1730245618172,0.25114,-2.83052,1.62317,6e-05,0.07538,0.0,0.0,,,,month,27DEC24,16000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.36,0.0,0.0,0.0,4.877,0.0,5.2015,4.633,4.973726,4.937,[],[],ETH-27DEC24-16000-P,2634.02,14252040683,1730245618172,-27.69741,-2.83052,1.62317,6e-05,-0.92462,0.0,0.0,,,,month,27DEC24,16000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.38,0.0,0.0,0.0,0.0198,0.0,0.105,0.0017,0.019016,0.0001,[],[],ETH-27DEC24-17000-C,2634.02,14252040607,1730245618172,0.22338,-2.57292,1.47531,5e-05,0.06657,0.0,0.0,,,,month,27DEC24,17000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,441.9,0.0,0.0,0.0,0.2813,0.0,0.566,0.1015,0.278484,0.0001,[],[],ETH-27DEC24-19000-C,2634.02,14252040629,1730245618172,0.80411,-15.66601,4.52059,8e-05,0.44969,0.0,0.0,,,,month,27DEC24,19000,0.1589041095890411
1.0,0.0,0.0,912.3,ETH-27DEC24,2732.98,500.0,6.447,0.0,0.0,5.9638,0.0,6.5315,5.513,6.070783,7.3145,[],"[[6.447, 1.0]]",ETH-27DEC24-18000-P,2634.02,14308547960,1730245618172,-29.9487,-17.93793,4.47312,7e-05,-0.45185,0.0,0.0,,,,month,27DEC24,18000,0.1589041095890411
0.0,425.0,267.19,0.0,ETH-27DEC24,2732.98,168.26,0.0,6.3495,0.0,6.3186,0.0,6.641,6.0375,6.440256,4.3146,"[[6.3495, 425.0]]",[],ETH-27DEC24-20000-P,2634.02,14429680291,1730245618172,-31.95269,-0.2019,0.14001,1e-05,-0.99563,0.0,0.0,,,,month,27DEC24,20000,0.1589041095890411
0.0,1.0,155.62,0.0,ETH-27DEC24,2732.98,168.26,0.0,0.0003,0.0,0.0008,2050.0,0.0205,0.0001,0.0005,0.0006,"[[0.0003, 1.0]]",[],ETH-27DEC24-20000-C,2634.02,14429606776,1730245618172,0.01574,-0.20194,0.14005,1e-05,0.00437,0.0,0.0,,,,month,27DEC24,20000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.98,222.38,0.0,0.0,0.0,5.2399,0.0,5.575,4.9845,5.34281,6.9875,[],[],ETH-27DEC24-17000-P,2634.02,14252040550,1730245618172,-29.47195,-2.57292,1.47531,5e-05,-0.93343,0.0,0.0,,,,month,27DEC24,17000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.99,441.9,0.0,0.0,0.0,6.2332,0.0,6.7965,5.796,6.346252,5.1685,[],[],ETH-27DEC24-19000-P,2634.03,14252040414,1730245619179,-32.38479,-15.66607,4.52061,8e-05,-0.5503,0.0,0.0,,,,month,27DEC24,19000,0.1589041095890411
0.0,0.0,0.0,0.0,ETH-27DEC24,2732.99,500.0,0.0,0.0,0.0,0.387,0.0,0.6795,0.1675,0.38424,0.0001,[],[],ETH-27DEC24-18000-C,2634.03,14252040391,1730245619179,0.8104,-17.68662,4.51063,7e-05,0.55679,0.0,0.0,,,,month,27DEC24,18000,0.1589041095890411
389.0,120.0,91.55,85.88,SYN.ETH-31JAN25,2778.7862,91.56,0.0008,0.0013,0.0,0.0013,0.0,0.016,0.0001,0.0015,0.0022,"[[0.0013, 120.0]]","[[0.0008, 389.0]]",ETH-31JAN25-1000-P,2634.03,14429638872,1730245619073,-0.06159,-0.14048,0.28645,2e-05,-0.00737,3540.29,626.0,0.0,0.0022,0.0022,month,31JAN25,1000,0.2547945205479452
58.0,68.0,105.85,0.0,SYN.ETH-31JAN25,2778.7862,91.56,0.64,0.6435,0.0,0.6414,0.0,0.6625,0.6255,0.634574,,"[[0.6435, 68.0]]","[[0.64, 58.0]]",ETH-31JAN25-1000-C,2634.03,14429607160,1730245619073,2.49582,-0.14048,0.28646,2e-05,0.99263,0.0,0.0,,,,month,31JAN25,1000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7338,117.02,0.0,0.0,0.0,0.5817,0.0,0.6245,0.5555,0.574389,0.5905,[],[],ETH-31JAN25-1200-C,2634.04,14398447725,1730245620080,2.69022,-0.81162,1.30869,6e-05,0.95626,378879.56,250.0,0.0,0.5905,0.5905,month,31JAN25,1200,0.2547945205479452
112.0,296.0,61.85,60.94,SYN.ETH-31JAN25,2778.7438,61.41,0.0585,0.06,0.0,0.0593,0.0,0.1215,0.0285,0.065484,0.079,"[[0.06, 296.0]]","[[0.0585, 112.0]]",ETH-31JAN25-2400-P,2634.07,14429635427,1730245621087,-2.30644,-1.51479,4.60529,0.00038,-0.26529,29299.17,258.0,1.9355,0.042,0.079,month,31JAN25,2400,0.2547945205479452
291.0,151.0,61.78,60.72,SYN.ETH-31JAN25,2778.7438,61.44,0.153,0.155,0.0,0.1544,0.0,0.2215,0.109,0.144731,0.1225,"[[0.155, 151.0]]","[[0.153, 291.0]]",ETH-31JAN25-2600-C,2634.07,14429675220,1730245621087,3.47995,-1.72343,5.23639,0.00043,0.64406,0.0,0.0,,,,month,31JAN25,2600,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7438,117.02,0.0,0.0,0.0,0.0135,0.0,0.0495,0.0001,0.014689,0.0166,[],[],ETH-31JAN25-1200-P,2634.07,14399554546,1730245621087,-0.41106,-0.81148,1.30798,6e-05,-0.04372,77520.76,1502.0,-54.5205,0.0166,0.0365,month,31JAN25,1200,0.2547945205479452
306.0,142.0,61.95,60.55,SYN.ETH-31JAN25,2778.7438,61.3,0.1725,0.175,0.0,0.1738,0.0,0.2395,0.1285,0.163422,,"[[0.175, 142.0]]","[[0.1725, 306.0]]",ETH-31JAN25-2500-C,2634.07,14429605262,1730245621087,3.66838,-1.62782,4.95726,0.00041,0.69005,0.0,0.0,,,,month,31JAN25,2500,0.2547945205479452
373.0,147.0,105.01,58.54,SYN.ETH-31JAN25,2778.7438,63.5,0.297,0.3525,0.0,0.3018,44.0,0.353,0.264,0.290385,0.2565,"[[0.3525, 147.0]]","[[0.297, 373.0]]",ETH-31JAN25-2000-C,2634.07,14429639819,1730245621087,4.12279,-0.9454,2.77935,0.00022,0.88191,0.0,0.0,,,,month,31JAN25,2000,0.2547945205479452
361.0,294.0,61.85,60.73,SYN.ETH-31JAN25,2778.7438,61.3,0.0725,0.0745,0.0,0.0735,0.0,0.14,0.0385,0.080732,0.07,"[[0.0745, 294.0]]","[[0.0725, 361.0]]",ETH-31JAN25-2500-P,2634.07,14429640481,1730245621087,-2.72512,-1.62783,4.95722,0.00041,-0.30995,72200.54,387.0,0.0,0.07,0.07,month,31JAN25,2500,0.2547945205479452
647.0,126.0,66.59,65.13,SYN.ETH-31JAN25,2778.7438,65.87,0.0115,0.0125,0.0,0.012,0.0,0.044,0.0001,0.013492,0.019,"[[0.0125, 126.0]]","[[0.0115, 647.0]]",ETH-31JAN25-1800-P,2634.07,14429639428,1730245621087,-0.58825,-0.67141,1.90285,0.00015,-0.07078,0.0,0.0,,,,month,31JAN25,1800,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7438,83.76,0.0,0.0,0.0,0.0159,0.0,0.0505,0.0009,0.017598,,[],[],ETH-31JAN25-1600-P,2634.07,14252040055,1730245621087,-0.63665,-0.81208,1.91499,0.00011,-0.0688,0.0,0.0,,,,month,31JAN25,1600,0.2547945205479452
251.0,236.0,100.83,19.13,SYN.ETH-31JAN25,2778.7438,62.08,0.2085,0.3025,0.0,0.245,112.0,0.303,0.203,0.23375,0.2055,"[[0.3025, 236.0]]","[[0.2085, 251.0]]",ETH-31JAN25-2200-C,2634.07,14429639815,1730245621087,4.05869,-1.24233,3.7361,0.0003,0.81618,0.0,0.0,,,,month,31JAN25,2200,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7438,85.43,0.0,0.0,0.0,0.5044,0.0,0.54,0.478,0.495495,,[],[],ETH-31JAN25-1400-C,2634.07,14252040088,1730245621087,3.43438,-0.52551,1.21497,7e-05,0.9612,0.0,0.0,,,,month,31JAN25,1400,0.2547945205479452
