best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period
97.0,109.0,42.28,42.99,ETH-29MAR24,2329.23,42.68,0.0,0.0395,0.0405,1591.0,0.082,0.018,0.039,"[[0.0405, 109.0], [0.042, 5.0], [0.0435, 380.0], [0.061, 3.0], [0.888, 20.0]]","[[0.0395, 97.0], [0.039, 137.0], [0.025, 1.0], [0.02, 2.0], [0.016, 2.0], [0.012, 4.0]]",0.038744,ETH-29MAR24-2200-P,0.04,2302.37,5968329225,1706969708731,-1.30784,-1.28011,3.28361,0.00095,-0.33433,111186.17,1194.0,-11.3636,0.038,0.044,month
109.0,218.0,41.76,43.07,ETH-29MAR24,2329.16,42.32,0.0,0.0705,0.0725,744.0,0.115,0.0425,0.069,"[[0.0725, 218.0], [0.076, 29.0], [0.11, 15.0], [0.229, 1.0], [0.23, 12.0]]","[[0.0705, 109.0], [0.07, 107.0], [0.069, 171.0], [0.0685, 682.0], [0.068, 101.0], [0.0525, 20.0]]",0.07428,ETH-29MAR24-2300-C,0.0714,2302.31,5968329869,1706969709737,1.71767,-1.3737,3.55334,0.00103,0.56309,254761.84,1489.0,-6.1224,0.069,0.077,month
180.0,234.0,41.77,42.76,ETH-29MAR24,2329.16,42.32,0.0,0.058,0.0595,783.0,0.1055,0.0315,0.058,"[[0.0595, 234.0], [0.06, 382.0], [0.0605, 281.0]]","[[0.058, 180.0], [0.0545, 347.0], [0.0505, 10.0], [0.03, 3.0], [0.028, 5.0], [0.025, 6.0]]",0.056493,ETH-29MAR24-2300-P,0.0588,2302.31,5968329994,1706969709738,-1.73167,-1.3737,3.55334,0.00103,-0.43691,424312.06,3043.0,-11.4504,0.056,0.0655,month
139.0,267.0,41.87,43.17,ETH-29MAR24,2329.16,42.47,0.0,0.0515,0.0535,854.0,0.0955,0.027,0.052,"[[0.0535, 267.0], [0.1395, 1.0], [0.188, 30.0], [0.1995, 5.0]]","[[0.0515, 139.0], [0.0505, 8.0], [0.05, 172.0], [0.048, 688.0], [0.0385, 32.0], [0.0005, 6.0]]",0.054756,ETH-29MAR24-2400-C,0.0524,2302.31,5968330214,1706969709738,1.42437,-1.38896,3.58051,0.00104,0.4602,393854.41,3054.0,-5.4545,0.052,0.0575,month
171.0,171.0,41.26,43.21,ETH-29MAR24,2329.1,42.48,0.0,0.081,0.084,968.0,0.1325,0.051,0.0805,"[[0.084, 171.0], [0.0845, 171.0], [0.0865, 341.0]]","[[0.081, 171.0], [0.08, 341.0], [0.06, 4.0], [0.035, 3.0], [0.025, 3.0], [0.02, 1.0]]",0.079674,ETH-29MAR24-2400-P,0.0829,2302.01,5968329048,1706969710745,-2.17513,-1.38919,3.58038,0.00104,-0.53984,239898.97,1250.0,-11.5385,0.0805,0.091,month
170.0,51.0,42.51,43.54,ETH-29MAR24,2329.1,42.99,0.0,0.0375,0.039,2048.0,0.079,0.0165,0.0375,"[[0.039, 51.0], [0.0395, 437.0], [0.06, 2.0], [0.087, 8.0], [0.091, 1.0], [0.165, 6.0], [0.21, 46.0], [0.25, 60.0]]","[[0.0375, 170.0], [0.037, 150.0], [0.025, 20.0], [0.018, 16.0], [0.014, 6.0], [0.01, 16.0]]",0.040254,ETH-29MAR24-2500-C,0.0382,2302.01,5968329738,1706969710745,1.14548,-1.33257,3.3938,0.00097,0.36613,274668.81,2951.0,-8.5366,0.037,0.0425,month
682.0,682.0,40.52,45.33,ETH-29MAR24,2329.1,42.99,0.0,0.108,0.115,871.0,0.1635,0.076,0.1205,"[[0.115, 682.0], [0.7, 1.0]]","[[0.108, 682.0], [0.1075, 341.0], [0.0004, 1.0]]",0.107878,ETH-29MAR24-2500-P,0.1115,2302.01,5968330280,1706969710745,-2.6038,-1.33257,3.3938,0.00097,-0.63387,0.0,0.0,,,,month
171.0,280.0,43.56,44.32,ETH-29MAR24,2328.8,44.07,0.0,0.0275,0.0285,1842.0,0.0665,0.0105,0.027,"[[0.0285, 280.0], [0.0295, 505.0], [0.031, 21200.0], [0.117, 202.0], [0.12, 2.0], [0.13, 1.0], [0.14, 3.0]]","[[0.0275, 171.0], [0.027, 185.0], [0.0245, 407.0], [0.008, 45.0], [0.0002, 1872.0]]",0.029253,ETH-29MAR24-2600-C,0.0282,2302.03,5968330655,1706969711858,0.90645,-1.23817,3.07562,0.00086,0.28772,78913.33,1169.0,-11.4754,0.0265,0.032,month
341.0,682.0,39.31,48.8,ETH-29MAR24,2328.8,44.07,0.0,0.1385,0.151,1598.0,0.1985,0.1065,0.145,"[[0.151, 682.0]]","[[0.1385, 341.0], [0.138, 341.0]]",0.139582,ETH-29MAR24-2600-P,0.1445,2302.03,5968330225,1706969711751,-2.99281,-1.23817,3.07562,0.00086,-0.71228,0.0,0.0,,,,month
359.0,536.0,44.45,45.31,ETH-29MAR24,2328.8,44.83,0.0,0.02,0.021,3332.0,0.0555,0.0055,0.02,"[[0.021, 536.0], [0.022, 264.0], [0.0255, 1.0], [0.036, 10.0]]","[[0.02, 359.0], [0.0175, 892.0], [0.011, 12.0]]",0.021501,ETH-29MAR24-2700-C,0.0205,2302.03,5968330660,1706969711862,0.70437,-1.09955,2.68505,0.00074,0.22212,70682.86,1353.0,-13.0435,0.02,0.0245,month
341.0,682.0,39.04,50.79,ETH-29MAR24,2328.82,44.84,0.0,0.1735,0.187,1440.0,0.2345,0.1405,0.187,"[[0.187, 682.0]]","[[0.1735, 341.0], [0.1715, 682.0]]",0.174534,ETH-29MAR24-2700-P,0.1798,2302.06,5968330299,1706969712759,-3.34465,-1.09997,2.68554,0.00074,-0.77781,0.0,0.0,,,,month
16.0,185.0,45.8,46.8,ETH-29MAR24,2328.82,46.46,0.0,0.015,0.016,2444.0,0.0485,0.0007,0.0155,"[[0.016, 185.0], [0.0165, 806.0], [0.052, 100.0], [0.062, 200.0], [0.072, 100.0], [0.082, 200.0], [0.092, 100.0], [0.1285, 2.0]]","[[0.015, 16.0], [0.014, 1164.0]]",0.016,ETH-29MAR24-2800-C,0.0157,2302.06,5968330659,1706969712759,0.55695,-0.98704,2.32582,0.00062,0.17512,37719.65,947.0,-11.4286,0.0155,0.018,month
341.0,344.0,38.72,52.6,ETH-29MAR24,2328.82,46.46,0.0,0.211,0.2245,1781.0,0.2735,0.1775,0.216,"[[0.2245, 344.0]]","[[0.211, 341.0], [0.2105, 341.0]]",0.211738,ETH-29MAR24-2800-P,0.218,2302.06,5968330300,1706969712758,-3.64225,-0.98704,2.32582,0.00062,-0.82488,169888.16,338.0,0.0,0.216,0.216,month
172.0,153.0,46.7,47.9,ETH-29MAR24,2328.82,47.27,0.0,0.011,0.012,5529.0,0.041,0.0001,0.0115,"[[0.012, 153.0], [0.0125, 121.0], [0.013, 4.0], [0.015, 1.0], [0.021, 1.0], [0.0275, 3.0], [0.0365, 10.0]]","[[0.011, 172.0], [0.0105, 591.0], [0.0085, 512.0]]",0.012242,ETH-29MAR24-2900-C,0.0115,2302.06,5968330651,1706969712759,0.42868,-0.84206,1.95023,0.00051,0.13421,32237.9,1083.0,-17.8571,0.0115,0.014,month
0.0,11.0,0.0,499.14,ETH-29MAR24,2328.82,47.27,0.0,0.0,0.874,0.0,0.312,0.2155,,"[[0.874, 11.0]]",[],0.250685,ETH-29MAR24-2900-P,0.2567,2302.06,5968330408,1706969712759,-3.9205,-0.84206,1.95023,0.00051,-0.86579,0.0,0.0,,,,month
175.0,603.0,48.18,50.26,ETH-29MAR24,2328.82,49.19,0.0,0.0085,0.01,3295.0,0.037,0.0001,0.0095,"[[0.01, 603.0], [0.023, 22.0], [0.025, 200.0], [0.029, 271.0], [0.262, 182.0]]","[[0.0085, 175.0], [0.008, 573.0], [0.007, 10.0], [0.006, 1596.0]]",0.009495,ETH-29MAR24-3000-C,0.0092,2302.06,5968329056,1706969712759,0.34701,-0.75485,1.67998,0.00042,0.10857,5474.22,249.0,-5.0,0.0095,0.01,month
341.0,682.0,36.38,57.78,ETH-29MAR24,2328.82,49.19,0.0,0.2905,0.3045,1441.0,0.3535,0.2555,0.293,"[[0.3045, 682.0]]","[[0.2905, 341.0], [0.29, 341.0]]",0.290643,ETH-29MAR24-3000-P,0.2974,2302.06,5968330409,1706969712759,-4.15213,-0.75485,1.67998,0.00042,-0.89143,0.0,0.0,,,,month
269.0,160.0,50.49,53.39,ETH-29MAR24,2328.85,51.91,0.0,0.005,0.0065,2818.0,0.029,0.0001,0.0055,"[[0.0065, 160.0], [0.007, 557.0], [0.015, 250.0], [0.016, 520.0], [0.018, 280.0], [0.019, 290.0], [0.04, 10.0], [0.1065, 3.0]]","[[0.005, 269.0], [0.0047, 121.0], [0.0046, 14.0], [0.0041, 279.0], [0.0027, 1677.0]]",0.00599,ETH-29MAR24-3200-C,0.0057,2302.06,5968329647,1706969712760,0.22252,-0.57057,1.20324,0.00028,0.06942,762.95,60.0,0.0,0.0055,0.0055,month
0.0,10.0,0.0,499.15,ETH-29MAR24,2328.85,51.93,0.0,0.0,0.9855,98.0,0.4365,0.3365,0.3355,"[[0.9855, 10.0]]",[],0.372548,ETH-29MAR24-3200-P,0.3798,2302.12,5968330406,1706969715780,-4.57642,-0.571,1.20388,0.00029,-0.93053,0.0,0.0,,,,month
506.0,10.0,53.7,55.05,ETH-29MAR24,2328.85,54.41,0.0,0.0034,0.0039,1661.0,0.023,0.0001,0.0047,"[[0.0039, 10.0], [0.004, 10.0], [0.0042, 284.0], [0.0044, 8.0], [0.011, 420.0], [0.012, 1100.0]]","[[0.0034, 506.0], [0.0033, 290.0]]",0.003994,ETH-29MAR24-3400-C,0.0037,2302.12,5968330679,1706969715780,0.14601,-0.42833,0.86189,0.00019,0.04546,1318.14,122.0,0.0,0.0047,0.0047,month
0.0,9.0,0.0,499.12,ETH-29MAR24,2328.94,54.41,0.0,0.0,1.0605,81.0,0.521,0.4185,0.3855,"[[1.0605, 9.0]]",[],0.455962,ETH-29MAR24-3400-P,0.4636,2302.18,5968330407,1706969716787,-4.95294,-0.42856,0.8623,0.00019,-0.95451,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2328.94,100.0,0.0,0.0,0.0,1.0,0.094,0.0095,0.523,[],[],0.032113,ETH-29MAR24-3600-C,0.0311,2302.18,5961677540,1706969716787,0.50594,-2.13075,2.33273,0.00029,0.17593,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2328.94,100.0,0.0,0.0,0.0,1.0,0.674,0.5155,0.3285,[],[],0.569491,ETH-29MAR24-3600-P,0.5769,2302.18,5961677196,1706969716786,-4.89303,-2.13075,2.33273,0.00029,-0.82407,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.0,100.0,0.0,0.0,0.0,1.0,0.0815,0.0065,0.53,[],[],0.02484,ETH-29MAR24-3800-C,0.024,2302.3,5961677240,1706969717794,0.41288,-1.85307,2.02873,0.00025,0.14219,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.0,100.0,0.0,0.0,0.0,1.0,0.7515,0.594,0.6695,[],[],0.647627,ETH-29MAR24-3800-P,0.6556,2302.3,5961677453,1706969717795,-5.28604,-1.85307,2.02873,0.00025,-0.85781,0.0,0.0,,,,month
123.0,9.0,60.56,73.53,ETH-29MAR24,2329.14,100.0,0.0,0.0011,0.0041,116.0,0.071,0.0036,0.0735,"[[0.0041, 9.0], [0.0095, 1.0], [0.0195, 3.0], [0.03, 40.0]]","[[0.0011, 123.0], [0.0008, 52.0], [0.0007, 6.0], [0.0004, 290.0], [0.0001, 2.0]]",0.019209,ETH-29MAR24-4000-C,0.0185,2302.34,5968330257,1706969718801,0.33538,-1.59445,1.74559,0.00021,0.11452,0.0,0.0,,,,month
341.0,341.0,0.0,78.94,ETH-29MAR24,2329.14,100.0,0.0,0.7125,0.7235,1532.0,0.8305,0.6745,0.705,"[[0.7235, 341.0], [0.727, 341.0]]","[[0.7125, 341.0]]",0.727407,ETH-29MAR24-4000-P,0.736,2302.34,5968330477,1706969718802,-5.66348,-1.59445,1.74559,0.00021,-0.88548,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.14,100.0,0.0,0.0,0.0,1.0,0.062,0.0001,0.0001,[],[],0.014858,ETH-29MAR24-4200-C,0.0143,2302.34,5961677394,1706969718801,0.27131,-1.35941,1.48827,0.00018,0.09195,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.18,100.0,0.0,0.0,0.0,1.0,0.9105,0.7555,0.633,[],[],0.808465,ETH-29MAR24-4200-P,0.8175,2302.6,5961677706,1706969719808,-6.02746,-1.35951,1.48838,0.00018,-0.90804,0.0,0.0,,,,month
266.0,337.0,67.79,75.54,ETH-29MAR24,2329.18,100.0,0.0,0.0002,0.0006,119.0,0.036,0.0001,0.0011,"[[0.0006, 337.0], [0.0009, 582.0], [0.0019, 1160.0], [0.009, 3.0], [1.0, 8.0]]","[[0.0002, 266.0], [0.0001, 402.0]]",0.005361,ETH-29MAR24-5000-C,0.0051,2302.6,5968330858,1706969720027,0.11357,-0.67539,0.73941,9e-05,0.03762,0.0,0.0,,,,month
0.0,6.0,0.0,499.31,ETH-29MAR24,2329.18,100.0,0.0,0.0,1.677,1.0,1.2425,1.0855,1.016,"[[1.677, 6.0]]",[],1.140607,ETH-29MAR24-5000-P,1.1518,2302.6,5968330476,1706969719808,-7.385,-0.67539,0.73941,9e-05,-0.96238,0.0,0.0,,,,month
514.0,375.0,77.18,87.09,ETH-29MAR24,2329.44,100.0,0.0,0.0001,0.0004,300.0,0.019,0.0001,0.0016,"[[0.0004, 375.0], [0.0005, 125.0]]","[[0.0001, 514.0]]",0.001548,ETH-29MAR24-6000-C,0.0015,2302.56,5968330343,1706969720815,0.03766,-0.26183,0.28664,4e-05,0.01224,923.04,250.0,0.0,0.0016,0.0016,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.44,100.0,0.0,0.0,0.0,1.0,1.671,1.5015,1.114,[],[],1.563844,ETH-29MAR24-6000-P,1.5775,2302.56,5961677770,1706969720815,-8.96063,-0.26183,0.28664,4e-05,-0.98776,0.0,0.0,,,,month
102.0,3.0,88.2,104.7,ETH-29MAR24,2329.44,100.0,0.0,0.0001,0.0007,98.0,0.015,0.0001,0.004,"[[0.0007, 3.0], [0.019, 3.0]]","[[0.0001, 102.0]]",0.000468,ETH-29MAR24-7000-C,0.0004,2302.56,5968330906,1706969720874,0.01263,-0.09879,0.10816,1e-05,0.00405,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.4,100.0,0.0,0.0,0.0,1.0,2.106,1.918,2.414,[],[],1.989813,ETH-29MAR24-7000-P,2.0055,2302.59,5961677154,1706969721822,-10.48537,-0.09878,0.10814,1e-05,-0.99595,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.4,100.0,0.0,0.0,0.0,43.0,0.015,0.0001,0.328,[],[],0.000149,ETH-29MAR24-8000-C,0.0001,2302.59,5961677581,1706969721822,0.00435,-0.03736,0.0409,1e-05,0.00138,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.43,100.0,0.0,0.0,0.0,1.0,2.545,2.3345,2.268,[],[],2.416543,ETH-29MAR24-8000-P,2.4345,2302.63,5961677268,1706969722829,-11.99336,-0.03736,0.0409,1e-05,-0.99862,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.43,100.0,0.0,0.0,0.0,50.0,0.015,0.0001,0.032,[],[],5e-05,ETH-29MAR24-9000-C,0.0,2302.63,5961677501,1706969722829,0.00155,-0.01436,0.01572,0.0,0.00049,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.47,100.0,0.0,0.0,0.0,1.0,2.9855,2.7515,2.4215,[],[],2.843493,ETH-29MAR24-9000-P,2.8637,2302.63,5961677351,1706969722831,-13.49588,-0.01436,0.01572,0.0,-0.99951,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.43,100.0,0.0,0.0,0.0,1.0,0.015,0.0001,0.2315,[],[],1.7e-05,ETH-29MAR24-10000-C,0.0,2302.63,5961677794,1706969722829,0.00057,-0.00564,0.00618,0.0,0.00018,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.43,100.0,0.0,0.0,0.0,1.0,3.427,3.168,3.1715,[],[],3.27051,ETH-29MAR24-10000-P,3.293,2302.63,5963944188,1706969722828,-14.99657,-0.00564,0.00618,0.0,-0.99982,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.99,69.31,0.0,0.0,0.0,0.0,0.5895,0.5595,,[],[],0.576161,ETH-26APR24-1000-C,0.5742,2302.63,5962426921,1706969722831,2.24927,-0.04251,0.1015,1e-05,0.99702,0.0,0.0,,,,month
140.0,0.0,65.84,0.0,SYN.ETH-26APR24,2347.03,69.31,0.0,0.0002,0.0,0.0,0.015,0.0001,,[],"[[0.0002, 140.0], [0.0001, 200.0]]",0.000316,ETH-26APR24-1000-P,0.0003,2302.53,5966727221,1706969724844,-0.01757,-0.0425,0.10148,1e-05,-0.00298,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2347.03,69.31,0.0,0.0,0.0,0.0,0.5135,0.4735,,[],[],0.492776,ETH-26APR24-1200-C,0.4905,2302.53,5962426914,1706969724842,2.6362,-0.16678,0.39821,5e-05,0.98602,0.0,0.0,,,,month
60.0,0.0,54.86,0.0,SYN.ETH-26APR24,2347.03,69.31,0.0,0.0003,0.0,0.0,0.0165,0.0001,,[],"[[0.0003, 60.0], [0.0002, 140.0], [0.0001, 200.0]]",0.001762,ETH-26APR24-1200-P,0.0018,2302.53,5966714680,1706969724843,-0.08401,-0.16678,0.39821,5e-05,-0.01398,0.0,0.0,,,,month
0.0,23.0,0.0,499.61,SYN.ETH-26APR24,2346.9262,60.05,0.0,0.0,0.8215,0.0,0.434,0.386,,"[[0.8215, 23.0]]",[],0.409467,ETH-26APR24-1400-C,0.4065,2302.46,5968133839,1706969725850,3.02112,-0.24161,0.66583,9e-05,0.97442,0.0,0.0,,,,month
85.0,2.0,58.69,60.14,SYN.ETH-26APR24,2346.9262,60.05,0.0,0.0027,0.0031,516.0,0.018,0.0001,0.0027,"[[0.0031, 2.0], [0.0033, 3.0], [0.0036, 2.0], [0.008, 2.0], [0.015, 1.0], [0.14, 20.0], [0.19, 30.0]]","[[0.0027, 85.0], [0.0026, 83.0], [0.002, 476.0], [0.0014, 1.0], [0.0005, 476.0], [0.0001, 12.0]]",0.003284,ETH-26APR24-1400-P,0.0031,2302.46,5968329911,1706969725850,-0.15245,-0.24161,0.66583,9e-05,-0.02558,44.33,7.0,-3.5714,0.0027,0.0029,month
347.0,21.0,39.86,499.62,SYN.ETH-26APR24,2346.8623,55.71,0.0,0.3195,0.808,967.0,0.3595,0.3005,0.3315,"[[0.808, 21.0]]","[[0.3195, 347.0]]",0.328098,ETH-26APR24-1600-C,0.3255,2302.44,5968326163,1706969726857,3.2831,-0.43277,1.28559,0.00018,0.9426,0.0,0.0,,,,month
50.0,693.0,54.34,57.07,SYN.ETH-26APR24,2346.8623,55.71,0.0,0.0065,0.008,4219.0,0.03,0.0001,0.007,"[[0.008, 693.0], [0.009, 926.0], [0.0105, 2.0], [0.0115, 1.0]]","[[0.0065, 50.0], [0.006, 50.0], [0.0055, 236.0], [0.0038, 1389.0]]",0.006746,ETH-26APR24-1600-P,0.0072,2302.44,5968329474,1706969726857,-0.34385,-0.43277,1.28559,0.00018,-0.0574,0.0,0.0,,,,month
211.0,20.0,37.06,499.55,SYN.ETH-26APR24,2346.8623,50.99,0.0,0.2375,0.7955,1300.0,0.288,0.218,0.2465,"[[0.7955, 20.0]]","[[0.2375, 211.0]]",0.250246,ETH-26APR24-1800-C,0.2477,2302.44,5968326648,1706969726857,3.40428,-0.65728,2.13305,0.00034,0.88765,0.0,0.0,,,,month
213.0,428.0,49.62,52.37,SYN.ETH-26APR24,2346.8623,50.99,0.0,0.0135,0.016,724.0,0.046,0.0001,0.015,"[[0.016, 428.0], [0.023, 1.0], [0.035, 2.0]]","[[0.0135, 213.0], [0.013, 426.0], [0.0001, 1.0]]",0.013725,ETH-26APR24-1800-P,0.0147,2302.44,5968330669,1706969726857,-0.67603,-0.65728,2.13305,0.00034,-0.11235,23076.71,658.0,-3.2258,0.015,0.0155,month
480.0,240.0,42.05,52.43,SYN.ETH-26APR24,2346.8623,47.97,0.0,0.17,0.184,1819.0,0.2245,0.1445,0.18,"[[0.184, 240.0], [0.1845, 240.0]]","[[0.17, 480.0]]",0.180428,ETH-26APR24-2000-C,0.1778,2302.44,5968330425,1706969726857,3.26919,-0.92741,3.19935,0.00053,0.79231,0.0,0.0,,,,month
278.0,300.0,47.23,48.7,SYN.ETH-26APR24,2346.8423,47.97,0.0,0.029,0.031,1509.0,0.071,0.012,0.033,"[[0.031, 300.0], [0.0315, 357.0], [0.032, 178.0], [0.033, 359.0]]","[[0.029, 278.0], [0.026, 359.0], [0.022, 5.0], [0.01, 20.0]]",0.028738,ETH-26APR24-2000-P,0.03,2302.45,5968330141,1706969728872,-1.26451,-0.9274,3.19938,0.00053,-0.2077,79922.59,1089.0,3.125,0.0315,0.033,month
2.0,22.0,24.74,499.04,SYN.ETH-26APR24,2346.8423,47.19,0.0,0.1155,0.778,0.0,0.1965,0.113,,"[[0.778, 22.0]]","[[0.1155, 2.0]]",0.150015,ETH-26APR24-2100-C,0.1474,2302.45,5968326732,1706969728871,3.08896,-1.05726,3.70764,0.00063,0.72807,0.0,0.0,,,,month
415.0,100.0,46.39,47.98,SYN.ETH-26APR24,2346.8423,47.19,0.0,0.041,0.0435,17.0,0.088,0.02,0.044,"[[0.0435, 100.0], [0.044, 100.0], [0.047, 626.0]]","[[0.041, 415.0], [0.0405, 257.0]]",0.04074,ETH-26APR24-2100-P,0.0423,2302.45,5968328801,1706969728871,-1.6714,-1.05726,3.70764,0.00063,-0.27193,119775.76,1175.0,-3.2967,0.044,0.0455,month
240.0,240.0,44.63,49.2,SYN.ETH-26APR24,2346.8523,46.68,0.0,0.117,0.125,2198.0,0.171,0.0865,0.1205,"[[0.125, 240.0], [0.1255, 240.0]]","[[0.117, 240.0], [0.116, 240.0], [0.05, 1.0]]",0.122849,ETH-26APR24-2200-C,0.1206,2302.42,5968329676,1706969729878,2.84903,-1.15981,4.11183,0.00071,0.65611,44781.79,161.0,0.0,0.1205,0.1205,month
377.0,300.0,45.82,47.53,SYN.ETH-26APR24,2346.8523,46.68,0.0,0.0565,0.0595,1131.0,0.1085,0.031,0.0605,"[[0.0595, 300.0], [0.06, 139.0]]","[[0.0565, 377.0], [0.055, 275.0], [0.044, 4.0]]",0.05599,ETH-26APR24-2200-P,0.058,2302.42,5968327831,1706969729878,-2.13801,-1.15981,4.11183,0.00071,-0.34389,170675.59,1208.0,-4.7244,0.0585,0.0635,month
240.0,120.0,45.91,47.79,SYN.ETH-26APR24,2346.8523,46.43,0.0,0.0965,0.1,1053.0,0.1485,0.0645,0.103,"[[0.1, 120.0], [0.1005, 120.0], [0.102, 240.0]]","[[0.0965, 240.0], [0.093, 240.0]]",0.099182,ETH-26APR24-2300-C,0.0975,2302.42,5968326512,1706969729878,2.56671,-1.22551,4.36784,0.00075,0.57995,74348.15,319.0,3.0,0.1,0.103,month
376.0,184.0,45.61,47.23,SYN.ETH-26APR24,2346.8223,46.43,0.0,0.076,0.079,806.0,0.132,0.046,0.0795,"[[0.079, 184.0], [0.08, 125.0], [0.0825, 250.0]]","[[0.076, 376.0], [0.074, 249.0]]",0.074739,ETH-26APR24-2300-P,0.0775,2302.41,5968330559,1706969730885,-2.64712,-1.22547,4.36784,0.00075,-0.42008,128291.21,687.0,-5.3571,0.079,0.084,month
363.0,121.0,46.1,47.94,SYN.ETH-26APR24,2346.8223,46.77,0.0,0.0775,0.081,101.0,0.13,0.0475,0.0815,"[[0.081, 121.0], [0.0815, 121.0], [0.0825, 241.0]]","[[0.0775, 363.0]]",0.08076,ETH-26APR24-2400-C,0.0788,2302.41,5968329583,1706969730884,2.26358,-1.2599,4.45734,0.00076,0.50428,197204.95,1063.0,2.5157,0.0795,0.0815,month
240.0,120.0,45.75,47.59,SYN.ETH-26APR24,2346.8223,46.77,0.0,0.0995,0.103,650.0,0.1595,0.066,0.104,"[[0.103, 120.0], [0.1035, 120.0], [0.106, 480.0]]","[[0.0995, 240.0], [0.0975, 240.0]]",0.098732,ETH-26APR24-2400-P,0.1014,2302.41,5968326662,1706969730885,-3.17683,-1.2599,4.45734,0.00076,-0.49572,269098.18,1116.0,-2.3474,0.1015,0.1065,month
445.0,224.0,46.47,48.34,SYN.ETH-26APR24,2346.8223,47.4,0.0,0.062,0.0655,279.0,0.1145,0.035,0.0655,"[[0.0655, 224.0], [0.067, 247.0], [0.166, 1.0]]","[[0.062, 445.0], [0.0585, 247.0], [0.0535, 44.0]]",0.065008,ETH-26APR24-2500-C,0.0637,2302.41,5968327259,1706969730885,1.96738,-1.25914,4.39563,0.00074,0.43356,110844.19,739.0,0.7692,0.065,0.068,month
480.0,480.0,44.72,49.79,SYN.ETH-26APR24,2346.8223,47.4,0.0,0.124,0.1335,1138.0,0.1895,0.09,0.1325,"[[0.1335, 480.0]]","[[0.124, 480.0], [0.1235, 240.0]]",0.125396,ETH-26APR24-2500-P,0.129,2302.41,5968330789,1706969730885,-3.69972,-1.25914,4.39563,0.00074,-0.56644,217600.21,708.0,-1.1194,0.1325,0.135,month
233.0,100.0,46.68,48.63,SYN.ETH-26APR24,2346.8223,47.65,0.0,0.049,0.0525,1117.0,0.0995,0.025,0.0525,"[[0.0525, 100.0], [0.053, 366.0], [0.054, 266.0]]","[[0.049, 233.0], [0.046, 552.0]]",0.052005,ETH-26APR24-2600-C,0.0507,2302.41,5968326283,1706969730884,1.68584,-1.21232,4.20994,0.00071,0.36764,118606.97,971.0,-0.9434,0.0525,0.0545,month
240.0,480.0,45.9,50.36,SYN.ETH-26APR24,2346.8123,47.65,0.0,0.1555,0.1635,883.0,0.221,0.1175,0.165,"[[0.1635, 480.0]]","[[0.1555, 240.0], [0.155, 240.0], [0.1535, 240.0]]",0.154808,ETH-26APR24-2600-P,0.1586,2302.42,5968330427,1706969732900,-4.20792,-1.21235,4.20989,0.00071,-0.63237,227386.04,604.0,0.6098,0.1615,0.165,month
2.0,263.0,49.38,49.71,SYN.ETH-26APR24,2346.8123,49.4,0.0,0.0335,0.034,1604.0,0.079,0.0135,0.0335,"[[0.034, 263.0], [0.0345, 261.0], [0.035, 475.0]]","[[0.0335, 2.0], [0.033, 1.0], [0.032, 100.0], [0.0315, 422.0], [0.021, 4.0]]",0.034031,ETH-26APR24-2800-C,0.0335,2302.42,5968314800,1706969732899,1.22265,-1.08919,3.64822,0.00059,0.26336,13909.84,179.0,-1.4706,0.0335,0.035,month
143.0,13.0,45.7,499.03,SYN.ETH-26APR24,2346.8123,49.4,0.0,0.221,0.937,830.0,0.2915,0.1825,0.2245,"[[0.937, 13.0]]","[[0.221, 143.0]]",0.221666,ETH-26APR24-2800-P,0.2266,2302.42,5968330519,1706969732900,-5.12445,-1.08919,3.64822,0.00059,-0.73664,0.0,0.0,,,,month
