,index,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Calculated_BS_Price,Error,Optimized_BS_Price,Residual,gross_profit_loss,management_fee,incentive_fee,net_profit_loss,Ending_Net_Asset_Value,Monthly_Rate_of_Return,Unrealized_Gain_Loss,Change_in_Open_Trade_Equity,Net_Performance_wo_Fees,Net_Performance,Additions_Withdrawals,Additions,Withdrawals,VAMI
75,76,0.0,10.0,0.0,129.58,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0,0.0285,0.0,0.5025,0.0001,,"[[0.0285, 10.0]]",[],0.00321406,BTC-5FEB24-43750-C,0.0027,43037.82,20962988633,1706969396950,0.45586,-77.1511,8.9095,0.00033,0.22439,0.0,0.0,,,,day,2024-02-05,43750,2024-02-05,0.0054794520547945,0.6479,0.486155,530.3298903602154,337.7213423901376,0.0125,528.601069171531,528.5885691715309,0.0,0.0125,528.5885691715309,10.57202138343062,105.7177138343062,412.2988339537941,1000412.2988339538,0.0004122988339537941,0.0125,0.0,412.2988339537941,296.00909873605724,116.28973521774151,116.28973521774151,0.0,1076993.7265357943
76,77,0.0,10.0,0.0,132.7,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0,0.0455,0.0,0.5185,0.0001,,"[[0.0455, 10.0]]",[],0.0189946,BTC-5FEB24-43750-P,0.0188,43037.82,20963039545,1706969396950,-1.63342,-77.1511,8.9095,0.00033,-0.77561,0.0,0.0,,,,day,2024-02-05,43750,2024-02-05,0.0054794520547945,0.6635,0.488475,549.2715311408938,340.418664033854,0.0125,547.5296839444127,547.5171839444126,0.0,0.0125,547.5171839444126,10.950593678888254,109.50343678888254,427.06315347664184,1000427.0631534767,0.00042706315347664186,0.0125,0.0,427.06315347664184,306.60912300887105,120.4540304678161,120.4540304678161,0.0,1077453.6708729232
77,78,2.7,1.0,23.59,25.23,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0007,0.0009,53.8,0.5015,0.0001,0.0015,"[[0.0009, 1.0], [0.0012, 37.8], [0.0013, 22.0], [0.0014, 1.0], [0.0017, 16.0], [0.0027, 96.0], [0.0032, 9.0], [0.0265, 10.0]]","[[0.0007, 2.7], [0.0005, 44.0], [0.0004, 17.0], [0.0002, 21.0]]",0.00204597,BTC-5FEB24-44000-C,0.0016,43037.82,20963043309,1706969396951,0.30788,-60.43516,6.97912,0.00026,0.15136,5524.99,43.6,-31.8182,0.0015,0.0041,day,2024-02-05,44000,2024-02-05,0.0054794520547945,0.2441,0.4834416666666666,44.49718328718609,261.0647452110188,0.0015,43.94971292626815,43.94821292626815,0.0,0.0015,43.94821292626815,0.878994258525363,8.78964258525363,34.27957608248916,1000034.2795760825,3.4279576082489155e-05,0.0015,-0.011000000000000001,34.268576082489155,24.599939238710164,9.679636843770908,9.679636843770908,0.0,1077490.6055280094
78,79,1.0,10.0,0.0,134.62,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.002,0.0495,28.0,0.5235,0.0001,0.0255,"[[0.0495, 10.0], [0.1095, 4.0]]","[[0.002, 1.0]]",0.02363097,BTC-5FEB24-44000-P,0.0236,43037.82,20963029552,1706969396950,-1.79334,-60.43516,6.97912,0.00026,-0.84864,0.0,0.0,,,,day,2024-02-05,44000,2024-02-05,0.0054794520547945,0.6731,0.48406,474.929854778824,261.72708333993614,0.0255,473.3730729249364,473.3475729249364,0.0,0.0255,473.3475729249364,9.467461458498729,94.66951458498728,369.2105968814504,1000369.2105968815,0.0003692105968814504,0.0255,0.023999999999999997,369.2345968814504,265.09762083796437,104.11297604349323,104.11297604349323,0.0,1077888.4264776106
79,80,0.0,10.0,0.0,129.56,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0,0.024,0.0,0.5005,0.0001,,"[[0.024, 10.0]]",[],0.00124683,BTC-5FEB24-44250-C,0.0009,43037.82,20963042044,1706969396950,0.19633,-40.35408,5.08421,0.00019,0.09643,0.0,0.0,,,,day,2024-02-05,44250,2024-02-05,0.0054794520547945,0.6478,0.4896149999999999,371.2371285904319,206.56807860586375,0.0255,369.89734981382753,369.8718498138275,0.0,0.0255,369.8718498138275,7.397946996276551,73.97436996276551,288.49953285478546,1000288.4995328548,0.00028849953285478547,0.0255,0.0,288.49953285478546,207.1272158957434,81.37231695902318,81.37231695902318,0.0,1078199.3967851188
80,81,0.0,10.0,0.0,136.07,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0,0.0535,0.0,0.5285,0.0001,,"[[0.0535, 10.0]]",[],0.02863629,BTC-5FEB24-44250-P,0.0287,43037.82,20963041834,1706969396950,-1.91683,-44.02631,5.08421,0.00019,-0.90357,0.0,0.0,,,,day,2024-02-05,44250,2024-02-05,0.0054794520547945,0.68035,0.5012783333333333,407.19239469567947,217.9671794950864,0.0255,405.8100277948706,405.7845277948706,0.0,0.0255,405.7845277948706,8.116200555897413,81.15690555897413,316.51142167999905,1000316.51142168,0.00031651142167999903,0.0255,0.0,316.51142167999905,227.2383155651275,89.27310611485728,89.27310611485728,0.0,1078540.65920905
81,82,23.0,3.3,25.25,28.68,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0002,0.0004,42.4,0.5005,0.0001,0.0004,"[[0.0004, 3.3], [0.0005, 39.0], [0.0009, 26.0], [0.0011, 1.0], [0.0018, 102.0], [0.0026, 2.0], [0.023, 10.0]]","[[0.0002, 23.0], [0.0001, 117.0]]",0.00072655,BTC-5FEB24-44500-C,0.0005,43037.82,20963042952,1706969396950,0.11809,-22.10373,3.44871,0.00013,0.05795,1355.5,22.0,-76.4706,0.0004,0.0017,day,2024-02-05,44500,2024-02-05,0.0054794520547945,0.26965,0.497295,18.0885215571484,163.6036726606735,0.0004,17.852880516143614,17.852480516143615,0.0,0.0004,17.852480516143615,0.3570576103228723,3.5704961032287232,13.924926802592019,1000013.9249268026,1.392492680259202e-05,0.0004,-0.025099999999999997,13.899826802592019,9.972273089040423,3.9526537135919764,3.9526537135919764,0.0,1078555.677808783
82,83,1.0,26.1,0.0,68.63,SYN.BTC-5FEB24,43054.7479,30.19,0.0,0.0135,0.0405,0.0,0.534,0.0001,,"[[0.0405, 26.1], [0.0575, 10.0]]","[[0.0135, 1.0]]",0.03392048,BTC-5FEB24-44500-P,0.0341,43037.82,20963042042,1706969396949,-2.00701,-29.86384,3.44871,0.00013,-0.94205,0.0,0.0,,,,day,2024-02-05,44500,2024-02-05,0.0054794520547945,0.3431499999999999,0.4927883333333333,51.10068616896479,159.71219448668126,0.0004,50.6372392440926,50.6368392440926,0.0,0.0004,50.6368392440926,1.012744784881852,10.12736784881852,39.49672661039222,1000039.4967266103,3.9496726610392225e-05,0.0004,0.0,39.49672661039222,28.35661397669185,11.14011263365671,11.14011263365671,0.0,1078598.2772275235
83,84,10.0,45.4,32.19,41.71,SYN.BTC-5FEB24,43054.7479,36.94,0.0,0.0002,0.0008,27.0,0.5,0.0001,0.0003,"[[0.0008, 45.4], [0.0014, 53.0], [0.003, 2.0], [0.02, 10.0]]","[[0.0002, 10.0], [0.0001, 99.2]]",0.00024695,BTC-5FEB24-45000-C,0.0004,43037.82,20963043165,1706969396949,0.08722,-19.03748,2.71168,8e-05,0.04286,129.28,6.5,-70.0,0.0003,0.001,day,2024-02-05,45000,2024-02-05,0.0054794520547945,0.3695,0.49234,27.22063440875627,88.24057963947325,0.0003,26.965013898324287,26.964713898324288,0.0,0.0003,26.964713898324288,0.5393002779664857,5.392942779664858,21.032470840692945,1000021.0324708407,2.1032470840692943e-05,0.0003,-0.00010000000000000005,21.032370840692945,15.100127783061602,5.9323430576663085,5.9323430576663085,0.0,1078620.962814338
84,85,1.0,19.1,0.0,77.63,SYN.BTC-5FEB24,43054.7479,36.94,0.0,0.025,0.0515,0.0,0.5455,0.0001,,"[[0.0515, 19.1], [0.066, 10.0]]","[[0.025, 1.0]]",0.0450498,BTC-5FEB24-45000-P,0.0456,43037.82,20963043164,1706969396949,-2.06175,-28.7328,2.71168,8e-05,-0.95714,0.0,0.0,,,,day,2024-02-05,45000,2024-02-05,0.0054794520547945,0.38815,0.4905266666666666,34.26553888790477,87.1096580895155,0.0003,33.967119644506056,33.96681964450605,0.0,0.0003,33.96681964450605,0.6793423928901211,6.793363928901211,26.49411332271472,1000026.4941133227,2.649411332271472e-05,0.0003,0.0,26.49411332271472,19.02140700092339,7.472706321773259,7.472706321773259,0.0,1078649.5399203592
85,86,0.2,45.6,35.22,48.31,SYN.BTC-5FEB24,43054.7479,40.75,0.0,0.0001,0.0007,34.4,0.5,0.0001,0.0004,"[[0.0007, 45.6], [0.0008, 1.0], [0.0012, 106.0], [0.0175, 10.0]]","[[0.0001, 0.2]]",0.00014436,BTC-5FEB24-45500-C,0.0003,43037.82,20963040266,1706969396950,0.05235,-11.71909,1.78147,5e-05,0.02573,681.25,34.4,-20.0,0.0004,0.0005,day,2024-02-05,45500,2024-02-05,0.0054794520547945,0.41765,0.4928716666666667,20.370593717223528,46.13400533109825,0.0004,20.19162706759971,20.191227067599712,0.0,0.0004,20.191227067599712,0.40383254135199426,4.038245413519943,15.749149112727775,1000015.7491491127,1.5749149112727775e-05,0.0004,0.00010000000000000005,15.749249112727775,11.307171157855837,4.4419779548735185,4.4419779548735185,0.0,1078666.5277328037
86,87,0.0,20.4,0.0,76.8,SYN.BTC-5FEB24,43054.537,40.75,0.0,0.0,0.061,10.0,0.557,0.0001,0.0865,"[[0.061, 20.4], [0.075, 10.0]]",[],0.05655613,BTC-5FEB24-45500-P,0.0571,43037.23,20963011118,1706969401986,-2.12052,-20.81632,1.78085,5e-05,-0.97428,0.0,0.0,,,,day,2024-02-05,45500,2024-02-05,0.0054794520547945,0.384,0.494465,12.535831172493772,46.78681840888521,0.0865,12.409965652550229,12.323465652550228,0.0,0.0865,12.32346565255023,0.24819931305100457,2.464693130510046,9.610573208989178,1000009.610573209,9.610573208989178e-06,0.0865,0.0861,9.696673208989179,6.983780765428127,2.626792443579143,2.626792443579143,0.0,1078676.8943364366
87,88,0.5,45.7,41.18,54.19,SYN.BTC-5FEB24,43054.537,46.42,0.0,0.0001,0.0006,14.0,0.5,0.0001,0.0004,"[[0.0006, 45.7], [0.0011, 159.0], [0.0155, 10.0]]","[[0.0001, 0.5]]",0.00021749,BTC-5FEB24-46000-C,0.0002,43037.23,20963042353,1706969401984,0.04135,-10.23074,1.46174,4e-05,0.02035,241.71,14.0,0.0,0.0004,0.0004,day,2024-02-05,46000,2024-02-05,0.0054794520547945,0.47685,0.4997416666666667,18.684489587804137,24.345385326304267,0.0004,18.536669102019918,18.536269102019915,0.0,0.0004,18.53626910201992,0.37073338204039835,3.707253820403984,14.458281899575535,1000014.4582818996,1.4458281899575536e-05,0.0004,-0.0861,14.372181899575535,10.294194697131154,4.164087202438402,4.164087202438402,0.0,1078692.4901510535
88,89,0.0,23.5,0.0,95.12,SYN.BTC-5FEB24,43054.537,46.42,0.0,0.0,0.074,0.0,0.5685,0.0001,,"[[0.074, 23.5], [0.0845, 10.0]]",[],0.06823818,BTC-5FEB24-46000-P,0.0686,43037.23,20963038746,1706969401987,-2.15538,-19.46587,1.46174,4e-05,-0.97965,0.0,0.0,,,,day,2024-02-05,46000,2024-02-05,0.0054794520547945,0.4756,0.5064633333333333,18.400804607901364,26.17646361781499,0.0004,18.254617975096156,18.254217975096157,0.0,0.0004,18.254217975096157,0.36509235950192315,3.6508435950192317,14.238282020575003,1000014.2382820206,1.4238282020575003e-05,0.0004,0.0,14.238282020575003,10.222346066053849,4.015935954499167,4.015935954499167,0.0,1078707.8488789417
89,90,0.4,46.0,46.98,59.36,SYN.BTC-5FEB24,43054.0683,53.16,0.0,0.0001,0.0005,4.0,0.5,0.0001,0.0002,"[[0.0005, 46.0], [0.0006, 45.4], [0.001, 53.0], [0.014, 10.0]]","[[0.0001, 0.4]]",0.00023148,BTC-5FEB24-46500-C,0.0002,43036.73,20963043163,1706969402991,0.03831,-10.75561,1.37183,3e-05,0.01888,34.53,4.0,0.0,0.0002,0.0002,day,2024-02-05,46500,2024-02-05,0.0054794520547945,0.5317000000000001,0.490385,16.918252523583078,9.991015418026336,0.0002,16.79514866295085,16.79494866295085,0.0,0.0002,16.79494866295085,0.335902973259017,3.3589897325901705,13.100055957101663,1000013.1000559571,1.3100055957101664e-05,0.0002,-0.0002,13.099855957101664,9.404963251252475,3.6950927058441536,3.6950927058441536,0.0,1078721.9800121235
90,91,0.0,23.0,0.0,104.26,SYN.BTC-5FEB24,43054.0683,53.16,0.0,0.0,0.0855,0.0,0.58,0.0001,,"[[0.0855, 23.0], [0.095, 10.0]]",[],0.07986109,BTC-5FEB24-46500-P,0.0803,43036.73,20963043028,1706969402991,-2.1823,-20.92026,1.37183,3e-05,-0.98112,0.0,0.0,,,,day,2024-02-05,46500,2024-02-05,0.0054794520547945,0.5213,0.48655,14.955567912705646,9.462750976236409,0.0002,14.843220556182471,14.843020556182474,0.0,0.0002,14.843020556182472,0.2968644111236494,2.9686041112364947,11.577552033822327,1000011.5775520338,1.1577552033822327e-05,0.0002,0.0,11.577552033822327,8.312083511462182,3.2654685223589386,3.2654685223589386,0.0,1078734.468971977
91,92,0.0,10.0,0.0,229.97,SYN.BTC-6FEB24,43063.7287,45.24,0.0,0.0,0.1245,0.0,0.5825,0.0001,,"[[0.1245, 10.0]]",[],,BTC-6FEB24-39500-C,0.0829,43036.73,20963038784,1706969402992,2.92541,-10.3987,1.26103,2e-05,0.98686,0.0,0.0,,,,day,2024-02-06,39500,2024-02-06,0.0082191780821917,1.14985,0.4912633333333333,4059.655989614577,3588.353698932071,0.0002,4054.5819611424376,4054.5817611424377,3566.9751419252207,3566.9749419252207,4054.5817611424377,81.09163922284876,810.9163522284875,3162.5737696911015,1003162.573769691,0.0031625737696911013,-3566.9749419252207,-3566.9751419252207,-404.4013722341192,-1296.4093636854554,4458.983133376507,4458.983133376507,0.0,1082146.0463080097
92,93,46.0,2.0,41.85,48.62,SYN.BTC-6FEB24,43063.7287,45.24,0.0,0.0001,0.0003,0.0,0.5,0.0001,,"[[0.0003, 2.0], [0.0006, 92.0], [0.0007, 1.0], [0.0015, 106.0], [0.0105, 10.0]]","[[0.0001, 46.0]]",,BTC-6FEB24-39500-P,0.0002,43036.73,20963042019,1706969402992,-0.0431,-7.84644,1.26103,2e-05,-0.01314,0.0,0.0,,,,day,2024-02-06,39500,2024-02-06,0.0082191780821917,0.45235,0.4989699999999999,3580.8506429736226,3590.145089562786,0.0002,3574.477533428246,3574.477333428246,3566.9751419252207,3566.9749419252207,3574.477333428246,71.48955066856492,714.8954666856492,2788.0923160740317,1002788.0923160741,0.002788092316074032,-3566.9749419252207,0.0,2788.0923160740317,2001.7072987198176,786.3850173542464,786.3850173542464,0.0,1085163.169384591
93,94,0.0,10.0,0.0,222.47,SYN.BTC-6FEB24,43063.7287,43.15,0.0,0.0,0.115,0.0,0.571,0.0001,,"[[0.115, 10.0]]",[],,BTC-6FEB24-40000-C,0.0715,43036.73,20963010419,1706969402993,2.92989,-16.1268,2.05019,3e-05,0.97679,0.0,0.0,,,,day,2024-02-06,40000,2024-02-06,0.0082191780821917,1.11235,0.5026766666666667,3634.698802769341,3111.9193980821365,0.0002,3629.751587466406,3629.751387466406,3067.016236126801,3067.0160361268013,3629.751387466406,72.59503174932811,725.9502774932812,2831.206078223797,1002831.2060782238,0.002831206078223797,-3067.016036126801,499.9589057984199,3331.1649840222167,2532.6196747796075,298.58640344416017,298.58640344416017,0.0,1088235.4899456173
94,95,1.4,8.0,40.01,46.29,SYN.BTC-6FEB24,43063.7287,43.15,0.0,0.0002,0.0005,0.0,0.5,0.0001,0.0003,"[[0.0005, 8.0], [0.0006, 14.0], [0.0008, 60.0], [0.0016, 53.0], [0.012, 10.0]]","[[0.0002, 1.4], [0.0001, 88.0]]",,BTC-6FEB24-40000-P,0.0003,43036.73,20963043171,1706969402992,-0.07619,-14.17477,2.05019,3e-05,-0.02321,12.92,1.0,0.0,0.0003,0.0003,day,2024-02-06,40000,2024-02-06,0.0082191780821917,0.4315,0.5003716666666667,3088.682405563639,3110.9983580345,0.0003,3082.310136144879,3082.309836144879,3067.016236126801,3067.015936126801,3082.309836144879,61.64620272289758,616.4619672289758,2404.201666193005,1002404.201666193,0.002404201666193005,-3067.0159361268006,0.00010000000020227162,2404.2017661930054,1726.093596241132,678.1080699518345,678.1080699518345,0.0,1090851.827523755
95,96,0.0,10.0,0.0,214.48,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.1055,0.0,0.56,0.0001,,"[[0.1055, 10.0]]",[],,BTC-6FEB24-40500-C,0.0601,43036.73,20963041937,1706969402992,2.92245,-21.98074,3.01472,5e-05,0.96306,0.0,0.0,,,,day,2024-02-06,40500,2024-02-06,0.0082191780821917,1.0724,0.5288200000000001,3218.7421386391834,2664.722028498618,0.0003,3213.947512537503,3213.9472125375028,2567.057330328389,2567.057030328389,3213.9472125375028,64.27895025075006,642.7894425075006,2506.8788197792524,1002506.8788197793,0.0025068788197792524,-2567.057030328389,499.9589057984117,3006.837725577664,2299.7693328194136,207.10948695984644,207.10948695984644,0.0,1093586.4608656918
96,97,0.9,1.0,36.39,39.75,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0003,0.0005,1.0,0.5005,0.0001,0.0004,"[[0.0005, 1.0], [0.0008, 33.0], [0.0009, 18.0], [0.001, 1.0], [0.0017, 159.0], [0.014, 10.0]]","[[0.0003, 0.9], [0.0002, 26.0], [0.0001, 88.0]]",,BTC-6FEB24-40500-P,0.0005,43036.73,20963042481,1706969402991,-0.12121,-21.98074,3.01472,5e-05,-0.03694,32.71,1.9,0.0,0.0004,0.0004,day,2024-02-06,40500,2024-02-06,0.0082191780821917,0.3807,0.5343633333333334,2591.8477155430155,2668.4254738438176,0.0004,2585.449740176045,2585.4493401760456,2567.057330328389,2567.056930328389,2585.449340176045,51.7089948035209,517.0898680352091,2016.6504773373151,1002016.6504773373,0.002016650477337315,-2567.056930328389,9.999999974752427e-05,2016.6505773373149,1447.851714498585,568.7987628387168,568.7987628387168,0.0,1095791.8425240063
97,98,1.0,10.0,0.0,209.06,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0265,0.097,0.0,0.549,0.0001,,"[[0.097, 10.0]]","[[0.0265, 1.0]]",,BTC-6FEB24-41000-C,0.0491,43036.73,20963042240,1706969402992,2.83189,-38.8626,5.33011,0.0001,0.92415,0.0,0.0,,,,day,2024-02-06,41000,2024-02-06,0.0082191780821917,1.0453,0.5358833333333333,2833.36563682857,2235.9520681254216,0.0004,2828.773379692113,2828.772979692113,2067.098424529977,2067.098024529977,2828.772979692113,56.57546759384226,565.7545959384227,2206.442916159848,1002206.4429161599,0.0022064429161598484,-2067.098024529977,499.95890579841216,2706.4018219582604,2084.0717584259955,122.37115773387177,122.37115773387177,0.0,1098209.644672529
98,99,11.0,19.8,31.77,35.45,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0004,0.0007,0.0,0.501,0.0001,,"[[0.0007, 19.8], [0.0009, 20.0], [0.0011, 27.0], [0.0013, 18.0], [0.0165, 10.0]]","[[0.0004, 11.0], [0.0003, 11.0], [0.0001, 62.0]]",,BTC-6FEB24-41000-P,0.0012,43036.73,20963043442,1706969402992,-0.24935,-38.8626,5.33011,0.0001,-0.07585,0.0,0.0,,,,day,2024-02-06,41000,2024-02-06,0.0082191780821917,0.3361,0.53046,2099.0436221796845,2231.0516677422565,0.0004,2092.674396058479,2092.673996058479,2067.098424529977,2067.098024529977,2092.673996058479,41.85348792116958,418.5347992116958,1632.2857089256136,1001632.2857089256,0.0016322857089256136,-2067.098024529977,0.0,1632.2857089256136,1171.8974217927482,460.38828713282214,460.38828713282214,0.0,1100002.2365809325
99,100,1.0,10.0,0.0,204.48,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0135,0.089,0.0,0.5385,0.0001,,"[[0.089, 10.0]]","[[0.0135, 1.0]]",,BTC-6FEB24-41500-C,0.0388,43036.73,20963042541,1706969402991,2.6603,-60.34326,8.27625,0.00015,0.86082,0.0,0.0,,,,day,2024-02-06,41500,2024-02-06,0.0082191780821917,1.0224,0.5568733333333334,2471.8713997025334,1857.310090584495,0.0004,2467.5181764543595,2467.51777645436,1567.1395187315577,1567.1391187315576,2467.5177764543596,49.35036352908719,493.50355529087193,1924.6638576344005,1001924.6638576344,0.0019246638576344006,-1567.1391187315578,499.9589057984192,2424.6227634328197,1881.7688446128607,42.89501302155145,42.89501302155145,0.0,1102119.3711289968
100,101,1.0,17.1,30.07,31.61,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0009,0.0011,0.0,0.502,0.0001,,"[[0.0011, 17.1], [0.0012, 15.0], [0.0013, 42.0], [0.0014, 1.0], [0.0022, 16.0], [0.0023, 50.0], [0.0195, 10.0]]","[[0.0009, 1.0], [0.0008, 4.0], [0.0007, 16.3], [0.0004, 2.0], [0.0002, 22.0], [0.0001, 24.0]]",,BTC-6FEB24-41500-P,0.0025,43036.73,20963043106,1706969402992,-0.45851,-60.34326,8.27625,0.00015,-0.13918,0.0,0.0,,,,day,2024-02-06,41500,2024-02-06,0.0082191780821917,0.3084,0.559935,1621.145014493828,1860.88477895004,0.0004,1614.9702088360718,1614.969808836072,1567.1395187315577,1567.1391187315576,1614.969808836072,32.29940417672144,322.9939617672144,1259.676442892136,1001259.6764428922,0.001259676442892136,-1567.1391187315578,0.0,1259.676442892136,904.3830769482001,355.2933659439741,355.2933659439741,0.0,1103507.684938063
101,102,0.0,10.0,0.0,203.41,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.0855,0.0,0.5335,0.0001,,"[[0.0855, 10.0]]",[],,BTC-6FEB24-41750-C,0.034,43036.73,20963038753,1706969402992,2.53994,-71.72229,9.83691,0.00018,0.8188,0.0,0.0,,,,day,2024-02-06,41750,2024-02-06,0.0082191780821917,1.01705,0.5725866666666667,2307.5869333878145,1691.7621125627377,0.0004,2303.370671662248,2303.3702716622474,1317.1600658323514,1317.1596658323515,2303.370271662248,46.06741343324496,460.6740543324496,1796.6288038965536,1001796.6288038966,0.0017966288038965535,-1317.1596658323515,249.9794528992063,2046.6082567957599,1539.8667890300653,256.762014866536,256.762014866536,0.0,1105490.278630144
102,103,0.0,10.0,0.0,101.74,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.0215,0.0,0.503,0.0001,,"[[0.0215, 10.0]]",[],,BTC-6FEB24-41750-P,0.0035,43036.73,20962939851,1706969402993,-0.59766,-71.72229,9.83691,0.00018,-0.1812,0.0,0.0,,,,day,2024-02-06,41750,2024-02-06,0.0082191780821917,0.5086999999999999,0.567405,1611.777791510085,1685.1382402662675,0.0004,1606.683679945585,1606.6832799455851,1317.1600658323514,1317.1596658323515,1606.6832799455851,32.1336735989117,321.33665598911705,1253.2129503575566,1001253.2129503576,0.0012532129503575566,-1317.1596658323515,0.0,1253.2129503575566,899.7426207695278,353.47032958805744,353.47032958805744,0.0,1106875.6933638176
103,104,1.0,10.0,0.0,202.12,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.003,0.082,0.0,0.529,0.0001,,"[[0.082, 10.0]]","[[0.003, 1.0]]",,BTC-6FEB24-42000-C,0.0294,43036.73,20963039457,1706969402991,2.39655,-82.66459,11.33768,0.0002,0.76993,0.0,0.0,,,,day,2024-02-06,42000,2024-02-06,0.0082191780821917,1.0106,0.5933449999999999,2147.498385223451,1545.997702664623,0.0004,2143.4238703560004,2143.4234703560005,1067.1806129331453,1067.1802129331454,2143.4234703560005,42.86847740712001,428.6846940712001,1671.8702988776806,1001671.8702988777,0.0016718702988776806,-1067.1802129331454,249.97945289920608,1921.8497517768867,1450.2965802985666,221.5737185791411,221.5737185791411,0.0,1108726.2459601022
104,105,34.6,0.9,26.54,28.56,SYN.BTC-6FEB24,43063.2286,40.0,0.0,0.0016,0.002,0.8,0.5045,0.0001,0.002,"[[0.002, 0.9], [0.0021, 14.0], [0.0025, 1.0], [0.0027, 24.0], [0.0028, 2.0], [0.0036, 28.0], [0.0037, 47.0], [0.0235, 10.0]]","[[0.0016, 34.6], [0.0015, 37.0], [0.0014, 24.0], [0.0008, 46.0]]",,BTC-6FEB24-42000-P,0.0047,43036.73,20963043534,1706969407063,-0.76017,-82.68408,11.34035,0.0002,-0.23017,87.86,0.9,-13.0435,0.002,0.0023,day,2024-02-06,42000,2024-02-06,0.0082191780821917,0.2754999999999999,0.5952500000000001,1157.3620116927125,1548.2790658679914,0.002,1151.5676319059276,1151.5656319059276,1066.6805129331478,1066.678512933148,1151.5656319059276,23.031352638118552,230.31312638118553,898.2211528866236,1000898.2211528866,0.0008982211528866235,-1066.6785129331479,0.5016999999975269,898.7228528866211,645.378373867317,252.8427790193149,252.8427790193149,0.0,1109722.127326984
105,106,0.0,10.0,0.0,200.62,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.0785,0.0,0.525,0.0001,,"[[0.0785, 10.0]]",[],,BTC-6FEB24-42250-C,0.0252,43036.73,20963039551,1706969402992,2.23188,-92.43997,12.6784,0.00023,0.71481,0.0,0.0,,,,day,2024-02-06,42250,2024-02-06,0.0082191780821917,1.0031,0.60709,1991.7439739017136,1403.399286984135,0.002,1987.816029897589,1987.814029897589,817.2011600339392,817.1991600339393,1987.814029897589,39.756320597951785,397.56280597951786,1550.4949033201194,1001550.4949033201,0.0015504949033201194,-817.1991600339393,249.4793528992086,1799.974256219328,1362.6551296418584,187.839773678239,187.839773678239,0.0,1111442.7458295058
106,107,0.0,10.0,0.0,101.12,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.026,0.0,0.506,0.0001,,"[[0.026, 10.0]]",[],,BTC-6FEB24-42250-P,0.0063,43036.73,20962912582,1706969402992,-0.9433,-92.43997,12.6784,0.00023,-0.28519,0.0,0.0,,,,day,2024-02-06,42250,2024-02-06,0.0082191780821917,0.5056,0.6018266666666666,1257.957377344508,1395.7682284542752,0.002,1253.4183709920217,1253.4163709920217,817.2011600339392,817.1991600339393,1253.4163709920217,25.068367419840435,250.68327419840435,977.664729373777,1000977.6647293738,0.0009776647293737771,-817.1991600339393,0.0,977.664729373777,701.9130877555323,275.7516416182301,275.7516416182301,0.0,1112529.3642008216
107,108,1.0,10.0,0.0,200.37,SYN.BTC-6FEB24,43063.7287,25.94,0.0,0.0005,0.0755,0.0,0.5165,0.0001,,"[[0.0755, 10.0]]","[[0.0005, 1.0]]",,BTC-6FEB24-42500-C,0.0169,43036.73,20963042953,1706969402992,2.29103,-58.90348,12.45994,0.00034,0.72485,0.0,0.0,,,,day,2024-02-06,42500,2024-02-06,0.0082191780821917,1.00185,0.6270849999999999,1851.5687450931,1282.0395510431736,0.002,1847.796078401887,1847.794078401887,567.2217071347259,567.2197071347259,1847.794078401887,36.95592156803774,369.5588156803774,1441.279341153472,1001441.2793411535,0.001441279341153472,-567.2197071347259,249.97945289921336,1691.2587940526853,1284.7440568042703,156.53528434918098,156.53528434918098,0.0,1114132.829789871
