	best_bid_amount	best_ask_amount	bid_iv	ask_iv	underlying_index	underlying_price	mark_iv	best_bid_price	best_ask_price	open_interest	max_price	min_price	last_price	asks	bids	settlement_price	instrument_name	mark_price	index_price	change_id	timestamp	greeks.rho	greeks.theta	greeks.vega	greeks.gamma	greeks.delta	stats.volume_usd	stats.volume	stats.price_change	stats.low	stats.high	settlement_period	Expiration Date	Strike Price
337	15.7	18.3	49.86	61.36	SYN.BTC-24MAY24	58108.89	56.13	0.176	0.1825	0	0.399	0.044		"[[0.1825, 18.3]]"	"[[0.176, 15.7]]"	0.18281278	BTC-24MAY24-68000-P	0.1791	59368.36	23400046284	1.7147E+12	-35.2591	-40.67845	30.81457	3.00E-05	-0.86264	0	0				week	24-May-24	68000
338	0	0	84.15	87.24	SYN.BTC-24MAY24	58108.89	56.75	0	0	0	0.0745	0.0001	0.0875	[]	[]	0.01728451	BTC-24MAY24-69000-C	0.0091	59368.36	23372886212	1.7147E+12	4.66759	-37.97039	31.7763	3.00E-05	0.13254	0	0				week	24-May-24	69000
339	0	0	0	0	SYN.BTC-24MAY24	58108.89	56.75	0	0	0	0.419	0.053		[]	[]	0.19978886	BTC-24MAY24-69000-P	0.1966	59368.36	23371629269	1.7147E+12	-40.39194	-38.00652	31.95815	3.00E-05	-0.86681	0	0				week	24-May-24	69000
340	40	75.8	55.48	57.87	SYN.BTC-24MAY24	58106.91	59.44	0.0055	0.007	0	0.0725	0.0001		"[[0.007, 75.8]]"	"[[0.0055, 40.0]]"	0.01489597	BTC-24MAY24-70000-C	0.0072	59365.65	23399878937	1.7147E+12	3.48796	-36.88331	26.40904	2.00E-05	0.11016	0	0				week	24-May-24	70000
341	14.9	17.6	47.74	64.86	SYN.BTC-24MAY24	58106.91	59.44	0.208	0.2145	0	0.44	0.0645		"[[0.2145, 17.6]]"	"[[0.208, 14.9]]"	0.2145282	BTC-24MAY24-70000-P	0.2119	59365.65	23400045912	1.7147E+12	-37.2911	-36.87146	26.37556	2.00E-05	-0.88996	0	0				week	24-May-24	70000
342	0	0	83.7	86.44	SYN.BTC-24MAY24	58109.5367	59.36	0	0	0	0.0665	0.0001		[]	[]	0.01280333	BTC-24MAY24-71000-C	0.0072	59365.85	23372886214	1.7147E+12	3.73703	-33.93672	27.15235	2.00E-05	0.10609	0	0				week	24-May-24	71000
343	0	0	0	0	SYN.BTC-24MAY24	58109.5367	59.36	0	0	0	0.4595	0.0745		[]	[]	0.22956349	BTC-24MAY24-71000-P	0.2291	59365.85	23371628143	1.7147E+12	-42.63729	-33.98246	27.31854	2.00E-05	-0.89336	0	0				week	24-May-24	71000
344	42.9	48.2	58.46	61.54	SYN.BTC-24MAY24	58109.5367	61.65	0.0043	0.0055	0	0.0645	0.0001	0.011	"[[0.0055, 48.2]]"	"[[0.0043, 42.9]]"	0.01416584	BTC-24MAY24-72000-C	0.0055	59365.85	23400025161	1.7147E+12	2.72169	-31.89951	22.00529	2.00E-05	0.08594	13469.54	20.6	0	0.011	0.011	week	24-May-24	72000
345	69.3	69.3	46.85	70.59	SYN.BTC-24MAY24	58107.2467	61.65	0.2405	0.248	0	0.48	0.0865		"[[0.248, 69.3]]"	"[[0.2405, 69.3]]"	0.24807167	BTC-24MAY24-72000-P	0.2446	59365.85	23400046815	1.7147E+12	-39.21774	-31.8826	21.99075	2.00E-05	-0.91412	0	0				week	24-May-24	72000
346	0	8.7	163.97	0	SYN.BTC-24MAY24	58107.2467	61.65	0	0.0001	8.7	0.055	0.0001	0.0065	"[[0.0001, 8.7]]"	[]	0.01085297	BTC-24MAY24-74000-C	0.0037	59365.85	23399124081	1.7147E+12	1.94364	-24.46102	16.93681	1.00E-05	0.06091	32164.06	65	-1.5152	0.0065	0.0735	week	24-May-24	74000
347	69.3	69.3	44.2	72.43	SYN.BTC-24MAY24	58107.2467	61.65	0.274	0.2815	0	0.52	0.11		"[[0.2815, 69.3]]"	"[[0.274, 69.3]]"	0.27901628	BTC-24MAY24-74000-P	0.2771	59365.85	23400047248	1.7147E+12	-41.17909	-24.37189	16.8103	1.00E-05	-0.93952	0	0				week	24-May-24	74000
348	0	0	83.37	85.13	SYN.BTC-24MAY24	58107.79	61.66	0	0	0	0.051	0.0001		[]	[]	0.00941231	BTC-24MAY24-75000-C	0.0039	59366.46	23372886217	1.7147E+12	2.16841	-23.30574	17.95089	1.00E-05	0.06129	0	0				week	24-May-24	75000
349	0	0	0	0	SYN.BTC-24MAY24	58107.79	61.66	0	0	0	0.54	0.1225		[]	[]	0.29470423	BTC-24MAY24-75000-P	0.2947	59366.46	23371629260	1.7147E+12	-46.82946	-23.39808	18.10792	1.00E-05	-0.93821	0	0				week	24-May-24	75000
350	20.1	3.9	67.57	68.75	SYN.BTC-24MAY24	58107.79	61.66	0.0017	0.002	0	0.0335	0.0001		"[[0.002, 3.9]]"	"[[0.0017, 20.1]]"	0.00470263	BTC-24MAY24-80000-C	0.001	59366.46	23400046448	1.7147E+12	0.6107	-9.43858	6.50878	1.00E-05	0.01903	0	0				week	24-May-24	80000
351	0	69.3	0	83.8	SYN.BTC-24MAY24	58107.79	61.64	0	0.383	0	0.6405	0.19		"[[0.383, 69.3]]"	[]	0.37564456	BTC-24MAY24-80000-P	0.3777	59371.59	23400045341	1.7147E+12	-45.98836	-9.42314	6.50047	1.00E-05	-0.981	0	0				week	24-May-24	80000
352	0	0	85.47	89.65	SYN.BTC-24MAY24	58107.79	61.64	0	0	0	0.021	0.0001		[]	[]	0.00219116	BTC-24MAY24-85000-C	0.0005	59371.59	23372886219	1.7147E+12	0.34544	-4.95833	3.82033	0	0.00962	0	0				week	24-May-24	85000
353	0	0	0	0	SYN.BTC-24MAY24	58107.79	61.64	0	0	0	0.742	0.262		[]	[]	0.45879056	BTC-24MAY24-85000-P	0.4633	59371.59	23371630064	1.7147E+12	-55.20955	-5.01564	3.8829	0	-0.99022	0	0				week	24-May-24	85000
354	0	0	0	60.9	SYN.BTC-24MAY24	58108.72	64.39	0	0	0	0.0155	0.0001	0.0001	[]	[]	0.00084301	BTC-24MAY24-90000-C	0.0002	59374.28	23389869095	1.7147E+12	0.12988	-2.36164	1.63882	0	0.00383	0	0				week	24-May-24	90000
355	0	0	371.7	0	SYN.BTC-24MAY24	58108.72	64.39	0	0	0	0.844	0.3355	0.7635	[]	[]	0.54332841	BTC-24MAY24-90000-P	0.549	59374.28	23399125795	1.7147E+12	-52.52117	-2.02528	1.3425	0	-0.99685	261020.01	7	49.6765	0.5101	0.7635	week	24-May-24	90000
356	0	0	90.86	96.62	SYN.BTC-24MAY24	58114.2267	65.52	0	0	0	0.015	0.0001		[]	[]	0.00047377	BTC-24MAY24-95000-C	0.0001	59385.82	23372886221	1.7147E+12	0.07697	-1.37636	0.99766	0	0.00214	0	0				week	24-May-24	95000
357	0	0	0	0	SYN.BTC-24MAY24	58114.2267	65.52	0	0	0	0.946	0.4095		[]	[]	0.62841166	BTC-24MAY24-95000-P	0.6348	59385.82	23371627507	1.7147E+12	-62.01974	-1.40153	1.02075	0	-0.99782	0	0				week	24-May-24	95000
358	0	0	93.28	100.79	SYN.BTC-24MAY24	58114.2267	71.57	0	0	0	0.015	0.0001	0.0001	[]	[]	0.00020719	BTC-24MAY24-100000-C	0.0001	59385.82	23372886192	1.7147E+12	0.07089	-1.4003	0.92924	0	0.00198	0	0				week	24-May-24	100000
359	0	0	0	0	SYN.BTC-24MAY24	58116.9967	71.56	0	0	0	1.0485	0.4835	0.375	[]	[]	0.71379791	BTC-24MAY24-100000-P	0.7208	59388.39	23377304552	1.7147E+12	-63.88563	-1.30897	0.85388	0	-0.99818	0	0				week	24-May-24	100000
360	100	5	0	131.62	BTC-31MAY24	58062.68	100	0.005	0.4865	338.6	0.557	0.3855	0.45	"[[0.4865, 5.0]]"	"[[0.005, 100.0]]"	0.48903778	BTC-31MAY24-30000-C	0.4838	59388.39	23400042636	1.7147E+12	22.93176	-4.85922	2.74647	0	0.994	207927.5	8	0	0.45	0.45	month	31-May-24	30000
361	6.1	2.5	95.52	107.18	BTC-31MAY24	58062.68	100	0.0004	0.0009	174.5	0.0195	0.0001	0.0011	"[[0.0009, 2.5]]"	"[[0.0004, 6.1], [0.0002, 6.4]]"	0.00058159	BTC-31MAY24-30000-P	0.0006	59388.39	23399877773	1.7147E+12	-0.29685	-4.86693	2.75272	0	-0.00601	0	0				month	31-May-24	30000
362	0	0	0	0	BTC-31MAY24	58067.97	88.9	0	0	0	0.527	0.345	0.42	[]	[]	0.45536307	BTC-31MAY24-32000-C	0.4494	59393.8	23395549742	1.7147E+12	24.86864	-4.25911	2.75017	0	0.99405	193979.49	8	0	0.42	0.42	month	31-May-24	32000
363	0	0	0	0	BTC-31MAY24	58067.97	88.9	0	0	15	0.019	0.0001	0.016	[]	[]	0.00100955	BTC-31MAY24-32000-P	0.0007	59393.8	23371625927	1.7147E+12	-0.39994	-5.01232	3.47974	0	-0.00746	0	0				month	31-May-24	32000
364	0	0	117.45	0	BTC-31MAY24	58067.97	80.65	0	0	0	0.497	0.304	0.544	[]	[]	0.42126057	BTC-31MAY24-34000-C	0.4149	59393.8	23393977469	1.7147E+12	26.52171	-4.25773	3.04368	0	0.99334	0	0				month	31-May-24	34000
365	0	0	0	0	BTC-31MAY24	58076.26	80.65	0	0	11	0.0205	0.0001	0.0001	[]	[]	0.00100996	BTC-31MAY24-34000-P	0.0007	59402.28	23371626504	1.7147E+12	-0.43599	-4.93935	3.77976	0	-0.00819	0	0				month	31-May-24	34000
366	0	0	0	0	BTC-31MAY24	58076.26	76.26	0	0	0	0.4675	0.2635	0.3015	[]	[]	0.38808064	BTC-31MAY24-36000-C	0.3807	59402.28	23399124019	1.7147E+12	27.50606	-5.40319	4.01623	0	0.99078	523389.22	25	-25.4082	0.3015	0.4042	month	31-May-24	36000
367	0	0	0	0	BTC-31MAY24	58075.55	76.27	0	0	5	0.025	0.0001	0.017	[]	[]	0.00193294	BTC-31MAY24-36000-P	0.001	59401.55	23371624487	1.7147E+12	-0.62082	-6.36812	5.15346	0	-0.01168	0	0				month	31-May-24	36000
368	4.5	5	0	94.74	BTC-31MAY24	58075.55	76.27	0.346	0.3505	238.4	0.439	0.225	0.4195	"[[0.3505, 5.0]]"	"[[0.346, 4.5]]"	0.35488599	BTC-31MAY24-38000-C	0.3471	59401.55	23400048658	1.7147E+12	28.56189	-9.49365	7.03552	0	0.98235	0	0				month	31-May-24	38000
369	2.7	4	80.3	82.86	BTC-31MAY24	58075.55	76.27	0.0019	0.0024	372.6	0.0345	0.0001	0.0022	"[[0.0024, 4.0]]"	"[[0.0019, 2.7]]"	0.00284343	BTC-31MAY24-38000-P	0.0015	59401.55	23399904948	1.7147E+12	-0.86099	-9.50234	7.0463	0	-0.01768	0	0				month	31-May-24	38000
370	0	0	131.64	0	BTC-31MAY24	58074.29	74.57	0	0	0.5	0.425	0.2055	0.492	[]	[]	0.33856544	BTC-31MAY24-39000-C	0.3304	59400.27	23393977419	1.7147E+12	29.68177	-11.28825	8.72727	0	0.97751	0	0				month	31-May-24	39000
371	0	0	0	0	BTC-31MAY24	58074.29	74.57	0	0	0	0.0385	0.0001	0.039	[]	[]	0.00357209	BTC-31MAY24-39000-P	0.0023	59400.27	23371623984	1.7147E+12	-1.38492	-12.28349	10.16683	0	-0.0259	0	0				month	31-May-24	39000
372	65	2.7	54.21	86.76	BTC-31MAY24	58074.29	74.57	0.3115	0.317	225.2	0.411	0.187	0.3385	"[[0.317, 2.7]]"	"[[0.3115, 65.0]]"	0.32173581	BTC-31MAY24-40000-C	0.3137	59400.27	23400048966	1.7147E+12	29.56942	-13.97121	10.58946	1.00E-05	0.97133	0	0				month	31-May-24	40000
373	2	6.8	75.77	77.76	BTC-31MAY24	58058.97	74.57	0.0027	0.0032	632.3	0.0445	0.0001	0.003	"[[0.0032, 6.8]]"	"[[0.0027, 2.0]]"	0.00379686	BTC-31MAY24-40000-P	0.0025	59384.6	23400041968	1.7147E+12	-1.40385	-14.00019	10.61195	1.00E-05	-0.02875	0	0				month	31-May-24	40000
374	0	0	0	0	BTC-31MAY24	58058.97	74.57	0	0	0	0.397	0.169	0.356	[]	[]	0.30538666	BTC-31MAY24-41000-C	0.2982	59384.6	23371625459	1.7147E+12	32.33095	-18.76402	15.53105	1.00E-05	0.95664	0	0				month	31-May-24	41000
375	0	0	0	0	BTC-31MAY24	58055.19	74.57	0	0	2	0.0515	0.0001	0.0275	[]	[]	0.00449622	BTC-31MAY24-41000-P	0.0042	59380.73	23371624588	1.7147E+12	-2.33506	-18.77508	15.53959	1.00E-05	-0.0434	0	0				month	31-May-24	41000
376	13.1	15.6	60.25	80.98	BTC-31MAY24	58055.19	74.57	0.2775	0.283	814.9	0.383	0.152	0.3695	"[[0.283, 15.6]]"	"[[0.2775, 13.1]]"	0.28887531	BTC-31MAY24-42000-C	0.2813	59380.73	23400049998	1.7147E+12	30.15603	-21.29867	16.14307	1.00E-05	0.95194	0	0				month	31-May-24	42000
377	2	6.7	72.39	73.9	BTC-31MAY24	58055.19	74.57	0.0039	0.0044	902.2	0.059	0.0001	0.0022	"[[0.0044, 6.7]]"	"[[0.0039, 2.0]]"	0.00503932	BTC-31MAY24-42000-P	0.0045	59380.73	23400042623	1.7147E+12	-2.36215	-21.29904	16.14375	1.00E-05	-0.04807	0	0				month	31-May-24	42000
378	0	0	0	0	BTC-31MAY24	58062.75	74.63	0	0	0	0.3695	0.1355	0.343	[]	[]	0.27274441	BTC-31MAY24-43000-C	0.2664	59388.46	23371623908	1.7147E+12	32.68122	-26.73658	22.11223	1.00E-05	0.93222	0	0				month	31-May-24	43000
379	0	0	0	0	BTC-31MAY24	58062.75	74.63	0	0	2	0.067	0.0001	0.0001	[]	[]	0.00595687	BTC-31MAY24-43000-P	0.0071	59388.46	23371624495	1.7147E+12	-3.67407	-26.73658	22.11223	1.00E-05	-0.06778	0	0				month	31-May-24	43000
380	12.3	16.6	59.54	76.38	BTC-31MAY24	58062.75	74.63	0.245	0.251	266.4	0.3565	0.12	0.3235	"[[0.251, 16.6]]"	"[[0.245, 12.3]]"	0.25646579	BTC-31MAY24-44000-C	0.2498	59388.46	23400048614	1.7147E+12	30.3526	-30.20196	22.87377	1.00E-05	0.92498	0	0				month	31-May-24	44000
381	2	6.6	67.38	70.34	BTC-31MAY24	58061.61	74.69	0.0055	0.006	1251.7	0.0755	0.0001	0.0043	"[[0.006, 6.6]]"	"[[0.0055, 2.0]]"	0.0067297	BTC-31MAY24-44000-P	0.0076	59387.3	23400042641	1.7147E+12	-3.72208	-30.27302	22.90976	1.00E-05	-0.07517	0	0				month	31-May-24	44000
382	12.4	10.7	58.28	73.25	BTC-31MAY24	58061.61	74.69	0.229	0.234	111.7	0.3435	0.106	0.308	"[[0.234, 10.7]]"	"[[0.229, 12.4]]"	0.24017585	BTC-31MAY24-45000-C	0.2346	59380.73	23400050551	1.7147E+12	30.28177	-35.16102	26.6082	1.00E-05	0.90827	0	0				month	31-May-24	45000
383	3.2	51.1	65.8	69.65	BTC-31MAY24	58061.61	74.69	0.0065	0.0075	1968.7	0.0845	0.0001	0.0036	"[[0.0075, 51.1]]"	"[[0.0065, 3.2]]"	0.0074919	BTC-31MAY24-45000-P	0.0097	59387.3	23400019173	1.7147E+12	-4.56015	-35.16208	26.61227	1.00E-05	-0.09174	0	0				month	31-May-24	45000
384	3.7	3.7	58.14	73.1	BTC-31MAY24	58056.44	74.71	0.2125	0.2185	280.3	0.331	0.093	0.2905	"[[0.2185, 3.7]]"	"[[0.2125, 3.7]]"	0.22436462	BTC-31MAY24-46000-C	0.2199	59382.01	23400049999	1.7147E+12	30.09973	-40.29109	30.48132	2.00E-05	0.88947	0	0				month	31-May-24	46000
385	73.2	73.5	63.79	68.32	BTC-31MAY24	58056.44	74.71	0.007	0.0085	1633.4	0.0945	0.0001	0.0042	"[[0.0085, 73.5]]"	"[[0.007, 73.2]]"	0.00873558	BTC-31MAY24-46000-P	0.0122	59382.01	23400048077	1.7147E+12	-5.51526	-40.29109	30.48132	2.00E-05	-0.11053	0	0				month	31-May-24	46000
386	9.1	8.7	59.34	69.44	BTC-31MAY24	58057.32	74.73	0.197	0.2025	546	0.318	0.0805	0.2825	"[[0.2025, 8.7]]"	"[[0.197, 9.1]]"	0.20906878	BTC-31MAY24-47000-C	0.2056	59382.91	23400050933	1.7147E+12	29.80797	-45.5091	34.41864	2.00E-05	0.86865	0	0				month	31-May-24	47000
387	6.6	28.4	63.53	66.51	BTC-31MAY24	58057.32	74.73	0.009	0.01	2399.2	0.105	0.0001	0.0049	"[[0.01, 28.4]]"	"[[0.009, 6.6]]"	0.01049457	BTC-31MAY24-47000-P	0.0151	59382.91	23399878646	1.7147E+12	-6.58977	-45.50945	34.44343	2.00E-05	-0.13142	0	0				month	31-May-24	47000
388	11.2	10.3	57.38	67.37	BTC-31MAY24	58057.32	36.61	0.1815	0.187	328.5	0.2875	0.039	0.265	"[[0.187, 10.3]]"	"[[0.1815, 11.2]]"	0.19401664	BTC-31MAY24-48000-C	0.1744	59382.91	23400051179	1.7147E+12	35.87583	-6.62959	10.23494	1.00E-05	0.97247	0	0				month	31-May-24	48000
389	73	29.6	60.75	64.37	BTC-31MAY24	58061.05	36.59	0.0105	0.012	1337.6	0.053	0.0001	0.0075	"[[0.012, 29.6]]"	"[[0.0105, 73.0]]"	0.01249555	BTC-31MAY24-48000-P	0.0011	59386.72	23400042655	1.7147E+12	-1.28229	-6.60232	10.19992	1.00E-05	-0.02742	0	0				month	31-May-24	48000
390	11.9	15	56.74	65.65	BTC-31MAY24	58061.05	33.24	0.167	0.172	341.4	0.2725	0.0255	0.229	"[[0.172, 15.0]]"	"[[0.167, 11.9]]"	0.17852695	BTC-31MAY24-49000-C	0.1571	59386.72	23400048078	1.7147E+12	36.53869	-6.46723	10.99582	1.00E-05	0.96999	0	0				month	31-May-24	49000
391	13.5	4	60.23	62.65	BTC-31MAY24	58061.05	33.23	0.013	0.014	1878.8	0.058	0.0001	0.016	"[[0.014, 4.0]]"	"[[0.013, 13.5]]"	0.01405828	BTC-31MAY24-49000-P	0.0011	59386.72	23400042288	1.7147E+12	-1.39694	-6.45672	10.98239	1.00E-05	-0.02997	47659.24	51.7	0	0.016	0.016	month	31-May-24	49000
392	8.3	9.3	57.06	64.28	BTC-31MAY24	58059.41	29.89	0.1525	0.157	600.3	0.258	0.0145	0.2065	"[[0.157, 9.3]]"	"[[0.1525, 8.3]]"	0.16457705	BTC-31MAY24-50000-C	0.1399	59385.05	23400049989	1.7147E+12	37.17822	-6.29168	11.89605	2.00E-05	0.96699	0	0				month	31-May-24	50000
393	14.4	1	59.02	61.2	BTC-31MAY24	58059.41	29.89	0.0155	0.0165	2362.3	0.0695	0.0001	0.009	"[[0.0165, 1.0]]"	"[[0.0155, 14.4]]"	0.01715022	BTC-31MAY24-50000-P	0.0011	59385.05	23400041522	1.7147E+12	-1.53384	-6.29185	11.89667	2.00E-05	-0.03301	3518.83	7	12.5	0.008	0.009	month	31-May-24	50000
394	8.5	2.2	55.8	62.39	BTC-31MAY24	58059.41	26.56	0.1385	0.143	745.5	0.2435	0.007	0.224	"[[0.143, 2.2]]"	"[[0.1385, 8.5]]"	0.15144976	BTC-31MAY24-51000-C	0.1227	59386.72	23400048086	1.7147E+12	37.78844	-6.09406	12.96586	2.00E-05	0.96334	0	0				month	31-May-24	51000
395	2.5	15.2	57.94	59.92	BTC-31MAY24	58059.78	26.56	0.0185	0.0195	1779.9	0.082	0.0001	0.0115	"[[0.0195, 15.2]]"	"[[0.0185, 2.5]]"	0.02112359	BTC-31MAY24-51000-P	0.0011	59385.42	23400019167	1.7147E+12	-1.69637	-6.08749	12.95682	2.00E-05	-0.03662	13784.88	28.4	1177.7778	0.0009	0.0115	month	31-May-24	51000
396	11.4	2.8	55.83	60.64	BTC-31MAY24	58059.78	23.25	0.1245	0.129	1007.4	0.229	0.0022	0.17	"[[0.129, 2.8]]"	"[[0.1245, 11.4]]"	0.13706432	BTC-31MAY24-52000-C	0.1055	59385.42	23400050936	1.7147E+12	38.35596	-5.87238	14.27586	2.00E-05	0.95874	0	0				month	31-May-24	52000
397	43.5	40.7	56.89	59.3	BTC-31MAY24	58059.78	23.25	0.022	0.0235	2408.8	0.096	0.0001	0.02	"[[0.0235, 40.7]]"	"[[0.022, 43.5]]"	0.023746	BTC-31MAY24-52000-P	0.0011	59385.42	23400051173	1.7147E+12	-1.90446	-5.87238	14.27586	2.00E-05	-0.04126	0	0				month	31-May-24	52000
398	0	2.9	208.68	0	BTC-31MAY24	58064.81	5	0	0.03	1143.7	0.215	0.0001	0.1475	"[[0.03, 2.9]]"	[]	0.12402345	BTC-31MAY24-53000-C	0.0871	59390.57	23399122014	1.7147E+12	41.15365	0	0	0	1	396024.2	37	-2.3179	0.1475	0.265	month	31-May-24	53000
399	16.9	61.8	55.82	58.05	BTC-31MAY24	58064.81	5	0.026	0.0275	745.4	0.111	0.0001	0.0125	"[[0.0275, 61.8]]"	"[[0.026, 16.9]]"	0.02774654	BTC-31MAY24-53000-P	0	59390.57	23400025883	1.7147E+12	0	0	0	0	0	0	0				month	31-May-24	53000
400	16.8	2.6	54.03	58.2	BTC-31MAY24	58072.82	5	0.0995	0.1035	954.4	0.201	0.0001	0.1345	"[[0.1035, 2.6]]"	"[[0.0995, 16.8]]"	0.11146109	BTC-31MAY24-54000-C	0.07	59390.57	23400051826	1.7147E+12	41.8089	-1.00E-05	7.00E-05	0	1	0	0				month	31-May-24	54000
401	85.9	57.9	54.69	57.3	BTC-31MAY24	58072.82	5	0.0305	0.0325	1617.4	0.1265	0.0001	0.0145	"[[0.0325, 57.9]]"	"[[0.0305, 85.9]]"	0.032247	BTC-31MAY24-54000-P	0	59398.76	23400042646	1.7147E+12	0	-1.00E-05	7.00E-05	0	0	13246.2	14.9	0	0.0145	0.0145	month	31-May-24	54000
402	11.6	2.4	53.04	57.49	BTC-31MAY24	58067.09	5	0.088	0.092	651.2	0.1875	0.0001	0.138	"[[0.092, 2.4]]"	"[[0.088, 11.6], [0.023, 0.1]]"	0.09990954	BTC-31MAY24-55000-C	0.0528	59392.9	23400048663	1.7147E+12	42.58104	-0.00276	0.03121	0	0.99995	0	0				month	31-May-24	55000
403	15.2	29.1	54.35	56.32	BTC-31MAY24	58067.09	5	0.0365	0.038	1339.5	0.143	0.0001	0.0235	"[[0.038, 29.1]]"	"[[0.0365, 15.2]]"	0.03774725	BTC-31MAY24-55000-P	0	59390.57	23400042638	1.7147E+12	-0.00211	-0.00276	0.03121	0	-5.00E-05	23369.29	16.9	0	0.0235	0.0235	month	31-May-24	55000
404	15.6	14.2	52.75	56.06	BTC-31MAY24	58067.09	5	0.077	0.081	689.1	0.174	0.0001	0.1485	"[[0.081, 14.2]]"	"[[0.077, 15.6]]"	0.08912678	BTC-31MAY24-56000-C	0.0356	59392.9	23400051816	1.7147E+12	43.15425	-0.18811	2.1262	2.00E-05	0.9955	0	0				month	31-May-24	56000
405	38.3	37.2	53.79	56.15	BTC-31MAY24	58066.46	5	0.0425	0.0445	883.8	0.1605	0.0001	0.0275	"[[0.0445, 37.2]]"	"[[0.0425, 38.3]]"	0.04400739	BTC-31MAY24-56000-P	0	59392.26	23400046710	1.7147E+12	-0.20358	-0.18847	2.13035	2.00E-05	-0.00451	18773.19	11.6	0	0.0275	0.0275	month	31-May-24	56000
406	7.2	0	0	0	BTC-31MAY24	58066.46	6.53	0.209	0	599.7	0.161	0.0005	0.101	[]	"[[0.209, 7.2]]"	0.07879919	BTC-31MAY24-57000-C	0.0199	59392.26	23399122168	1.7147E+12	37.33815	-4.38659	38.07034	0.00022	0.84794	191701.4	52.2	31.3394	0.012	0.101	month	31-May-24	57000
407	5.6	25.3	53.45	55.29	BTC-31MAY24	58067.09	6.53	0.05	0.0515	810.2	0.1785	0.0001	0.0515	"[[0.0515, 25.3]]"	"[[0.05, 5.6]]"	0.05073199	BTC-31MAY24-57000-P	0.0014	59385.42	23400051818	1.7147E+12	-6.87939	-4.3837	37.93522	0.00022	-0.15158	0	0				month	31-May-24	57000
408	0.5	0.5	52.71	54.97	BTC-31MAY24	58066.98	5.55	0.0595	0.0615	730.7	0.1485	0.0001	0.0865	"[[0.0615, 0.5]]"	"[[0.0595, 0.5]]"	0.06975254	BTC-31MAY24-58000-C	0.0067	59392.26	23400051829	1.7147E+12	23.65376	-6.30311	64.23896	0.00044	0.53288	5084.75	1	0	0.0865	0.0865	month	31-May-24	58000
409	0	12	0	1.45	BTC-31MAY24	58066.98	5.55	0	0.0011	1074	0.197	0.0001	0.035	"[[0.0011, 12.0], [0.06, 13.5]]"	[]	0.05873526	BTC-31MAY24-58000-P	0.0056	59392.26	23400043411	1.7147E+12	-21.25264	-6.30303	64.23975	0.00044	-0.46712	63702.7	27.6	-9.0909	0.035	0.0416	month	31-May-24	58000
410	23.3	12.7	52.49	54.74	BTC-31MAY24	58067.62	53.32	0.051	0.053	421.4	0.1595	0.0022	0.0775	"[[0.053, 12.7]]"	"[[0.051, 23.3]]"	0.06100276	BTC-31MAY24-59000-C	0.0519	59385.42	23400043419	1.7147E+12	19.55015	-60.77665	64.42403	5.00E-05	0.48677	25990.61	5.7	0	0.0775	0.0775	month	31-May-24	59000
411	7.3	36.2	52.44	54.69	BTC-31MAY24	58067.62	53.32	0.067	0.069	874.1	0.2365	0.006	0.0465	"[[0.069, 36.2]]"	"[[0.067, 7.3]]"	0.06703999	BTC-31MAY24-59000-P	0.068	59392.26	23400048649	1.7147E+12	-26.13044	-60.77739	64.42323	5.00E-05	-0.51324	0	0				month	31-May-24	59000
412	0.5	32.5	52.47	54.29	BTC-31MAY24	58067.62	53.1	0.044	0.0455	921.4	0.1495	0.0015	0.0685	"[[0.0455, 32.5]]"	"[[0.044, 0.5]]"	0.05375239	BTC-31MAY24-60000-C	0.0447	59392.26	23400041981	1.7147E+12	17.83115	-59.905	63.76053	5.00E-05	0.4413	93510.83	23.2	0	0.0685	0.0685	month	31-May-24	60000
413	9.6	12	51.78	54.06	BTC-31MAY24	58070.14	53.11	0.077	0.079	1233.5	0.2535	0.008	0.051	"[[0.079, 12.0]]"	"[[0.077, 9.6]]"	0.07683113	BTC-31MAY24-60000-P	0.078	59396.02	23400043843	1.7147E+12	-28.61891	-59.91509	63.76628	5.00E-05	-0.55857	15080.47	5	0	0.051	0.051	month	31-May-24	60000
414	33.5	10	52.2	53.14	BTC-31MAY24	58070.14	53.11	0.0375	0.039	1085.9	0.1395	0.001	0.067	"[[0.039, 10.0]]"	"[[0.0375, 33.5]]"	0.04675201	BTC-31MAY24-61000-C	0.0385	59385.42	23400048073	1.7147E+12	16.15266	-58.56876	62.33188	4.00E-05	0.39774	0	0				month	31-May-24	61000
415	8.4	8	51.31	54.11	BTC-31MAY24	58070.14	53.11	0.087	0.0895	752.2	0.271	0.011	0.084	"[[0.0895, 8.0]]"	"[[0.087, 8.4]]"	0.08688235	BTC-31MAY24-61000-P	0.089	59392.26	23400050559	1.7147E+12	-31.07591	-58.56876	62.33188	4.00E-05	-0.60226	0	0				month	31-May-24	61000
416	33.9	10	51.72	53.17	BTC-31MAY24	58071.26	53.12	0.0315	0.0335	710.2	0.1305	0.0007	0.048	"[[0.0335, 10.0]]"	"[[0.0315, 33.9]]"	0.04075148	BTC-31MAY24-62000-C	0.0329	59385.42	23400051804	1.7147E+12	14.52737	-56.59215	60.21924	4.00E-05	0.35605	0	0				month	31-May-24	62000
