,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Calculated_BS_Price,Error,Optimized_BS_Price,Residual
120,1.5,14.0,29.15,31.15,SYN.BTC-6FEB24,43063.2286,40.0,0.0,0.0028,0.0033,0.0,0.5055,0.0001,,"[[0.0033, 14.0], [0.0034, 6.6], [0.0036, 6.0], [0.0038, 1.0], [0.0042, 26.0], [0.0043, 90.0], [0.0355, 10.0]]","[[0.0028, 1.5], [0.0027, 11.0], [0.0025, 9.0], [0.0023, 12.0], [0.002, 1.0], [0.0019, 3.0]]",,BTC-6FEB24-44000-C,0.0057,43036.73,20963043536,1706969407227,0.86555,-90.52249,12.41541,0.00022,0.27317,0.0,0.0,,,,day,2024-02-06,44000,2024-02-06,0.00821917808219178,0.3015,0.6316583333333334,147.78076520779905,597.853747080042,0.0043,146.2443018844715,146.2400018844715,0.0,0.0043
121,1.0,10.0,0.0,134.03,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.002,0.0585,0.0,0.527,0.0001,,"[[0.0585, 10.0]]","[[0.002, 1.0]]",,BTC-6FEB24-44000-P,0.0275,43036.73,20963036017,1706969402991,-2.44079,-90.54183,12.41806,0.00022,-0.72672,0.0,0.0,,,,day,2024-02-06,44000,2024-02-06,0.00821917808219178,0.67015,0.6366200000000001,654.7668694299773,605.3241154459974,0.0043,652.2294658961928,652.2251658961928,0.0,0.0043
122,0.0,10.0,0.0,129.71,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.033,0.0,0.504,0.0001,,"[[0.033, 10.0]]",[],,BTC-6FEB24-44250-C,0.0043,43036.73,20962996942,1706969402992,0.70356,-80.95965,11.10384,0.0002,0.22174,0.0,0.0,,,,day,2024-02-06,44250,2024-02-06,0.00821917808219178,0.6485500000000001,0.6199100000000001,540.4417356335216,499.9696028095732,0.0043,538.1723916350784,538.1680916350784,0.0,0.0043
123,0.0,10.0,0.0,135.45,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.0625,0.0,0.5315,0.0001,,"[[0.0625, 10.0]]",[],,BTC-6FEB24-44250-P,0.0319,43036.73,20963042045,1706969402992,-2.62192,-80.95965,11.10384,0.0002,-0.77826,0.0,0.0,,,,day,2024-02-06,44250,2024-02-06,0.00821917808219178,0.6772499999999999,0.6274066666666668,581.3778739758636,510.5241601928883,0.0043,579.0614254133634,579.0571254133635,0.0,0.0043
124,2.8,3.0,30.59,32.9,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0014,0.0018,0.0,0.503,0.0001,,"[[0.0018, 3.0], [0.0019, 16.3], [0.0023, 1.0], [0.0025, 1.0], [0.0028, 30.0], [0.0033, 49.0], [0.0315, 10.0]]","[[0.0014, 2.8], [0.0012, 14.0], [0.0011, 10.0], [0.001, 25.0], [0.0008, 1.0], [0.0007, 1.0], [0.0005, 16.0]]",,BTC-6FEB24-44500-C,0.0033,43036.73,20963043111,1706969402992,0.56069,-70.54486,9.67542,0.00017,0.1765,0.0,0.0,,,,day,2024-02-06,44500,2024-02-06,0.00821917808219178,0.31744999999999995,0.60091,80.74373639221267,402.6637783725473,0.0043,79.83115627407824,79.82685627407824,0.0,0.0043
125,1.0,10.0,0.0,136.58,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.014,0.0665,0.0,0.5365,0.0001,,"[[0.0665, 10.0]]","[[0.014, 1.0]]",,BTC-6FEB24-44500-P,0.0366,43036.73,20963042894,1706969402992,-2.78358,-70.54486,9.67542,0.00017,-0.8235,0.0,0.0,,,,day,2024-02-06,44500,2024-02-06,0.00821917808219178,0.6829000000000001,0.60929,513.4600413481985,413.7737147398657,0.0043,511.3542497058843,511.3499497058843,0.0,0.0043
126,5.0,0.5,32.18,34.85,SYN.BTC-6FEB24,43063.2286,40.0,0.0,0.0007,0.001,0.0,0.5015,0.0001,,"[[0.001, 0.5], [0.0011, 9.0], [0.0015, 1.0], [0.0018, 51.0], [0.0024, 102.0], [0.028, 10.0]]","[[0.0007, 5.0], [0.0005, 18.0], [0.0004, 8.0], [0.0002, 43.0], [0.0001, 78.0]]",,BTC-6FEB24-45000-C,0.0017,43036.73,20963043532,1706969406747,0.33554,-49.63181,6.80714,0.00012,0.1054,0.0,0.0,,,,day,2024-02-06,45000,2024-02-06,0.00821917808219178,0.33515,0.584715,44.62878486861655,267.4247300338102,0.0043,44.09551712002258,44.09121712002258,0.0,0.0043
127,1.0,10.0,0.0,139.49,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.025,0.075,0.0,0.5465,0.0001,,"[[0.075, 10.0]]","[[0.025, 1.0]]",,BTC-6FEB24-45000-P,0.0467,43036.73,20963042274,1706969402992,-3.04611,-49.65319,6.81007,0.00012,-0.89453,0.0,0.0,,,,day,2024-02-06,45000,2024-02-06,0.00821917808219178,0.69745,0.5952733333333333,402.3116287503399,279.5439598711637,0.0043,400.5811519194431,400.5768519194431,0.0,0.0043
128,19.7,10.0,34.55,38.39,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0004,0.0007,0.0,0.5005,0.0001,,"[[0.0007, 10.0], [0.0008, 24.2], [0.001, 54.0], [0.0013, 2.0], [0.002, 52.0], [0.026, 10.0]]","[[0.0004, 19.7], [0.0001, 36.0]]",,BTC-6FEB24-45500-C,0.0009,43036.73,20963042745,1706969402992,0.18574,-31.67877,4.34483,8e-05,0.05825,0.0,0.0,,,,day,2024-02-06,45500,2024-02-06,0.00821917808219178,0.36469999999999997,0.5725866666666667,29.52163581506511,171.51544872085833,0.0043,29.17290079157692,29.16860079157692,0.0,0.0043
129,0.0,10.0,0.0,142.91,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.084,0.0,0.557,0.0001,,"[[0.084, 10.0]]",[],,BTC-6FEB24-45500-P,0.0574,43036.73,20963039549,1706969402992,-3.23369,-31.67877,4.34483,8e-05,-0.94175,0.0,0.0,,,,day,2024-02-06,45500,2024-02-06,0.00821917808219178,0.71455,0.5852016666666666,316.9478064823961,183.2035109888302,0.0043,315.53234807366243,315.52804807366243,0.0,0.0043
130,59.0,12.7,35.98,43.09,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0002,0.0006,0.0,0.5,0.0001,,"[[0.0006, 12.7], [0.0008, 27.0], [0.001, 36.0], [0.0017, 212.0], [0.024, 10.0]]","[[0.0002, 59.0], [0.0001, 48.0]]",,BTC-6FEB24-46000-C,0.0004,43036.73,20963043449,1706969402991,0.09493,-16.96238,2.52086,5e-05,0.02973,0.0,0.0,,,,day,2024-02-06,46000,2024-02-06,0.00821917808219178,0.39535,0.5642999999999999,20.80094115052907,106.73498679010117,0.0043,20.561010415903638,20.556710415903638,0.0,0.0043
131,0.0,10.0,0.0,147.0,SYN.BTC-6FEB24,43063.7287,40.0,0.0,0.0,0.0935,0.0,0.5685,0.0001,,"[[0.0935, 10.0]]",[],,BTC-6FEB24-46000-P,0.0686,43036.73,20963036229,1706969402991,-3.36207,-18.37991,2.52086,5e-05,-0.97027,0.0,0.0,,,,day,2024-02-06,46000,2024-02-06,0.00821917808219178,0.735,0.5785199999999999,252.9654239461306,116.94818184575342,0.0043,251.80556489193896,251.80126489193896,0.0,0.0043
132,1.0,8.0,40.94,45.48,SYN.BTC-6FEB24,43063.7287,43.2,0.0,0.0002,0.0004,0.0,0.5,0.0001,,"[[0.0004, 8.0], [0.0005, 7.7], [0.0006, 12.0], [0.0007, 27.0], [0.0009, 1.0], [0.0015, 106.0], [0.022, 10.0]]","[[0.0002, 1.0], [0.0001, 29.9]]",,BTC-6FEB24-46500-C,0.0003,43036.73,20963042540,1706969402992,0.06742,-12.43546,1.89296,3e-05,0.02112,0.0,0.0,,,,day,2024-02-06,46500,2024-02-06,0.00821917808219178,0.43209999999999993,0.5590216666666666,16.749255758789786,64.71303945289083,0.0043,16.565761038518986,16.561461038518985,0.0,0.0043
133,0.0,10.0,0.0,151.93,SYN.BTC-6FEB24,43063.8058,43.21,0.0,0.0,0.1035,0.0,0.58,0.0001,,"[[0.1035, 10.0]]",[],,BTC-6FEB24-46500-P,0.0801,43036.53,20963013488,1706969418097,-3.42709,-14.92341,1.89472,3e-05,-0.97886,0.0,0.0,,,,day,2024-02-06,46500,2024-02-06,0.00821917808219178,0.75965,0.5673866666666666,206.2769040967023,69.10983870416158,0.0043,205.3177195218832,205.3134195218832,0.0,0.0043
134,0.0,0.0,0.0,0.0,BTC-9FEB24,43093.42,100.0,0.0,0.0,0.0,0.0,0.9195,0.0001,,[],[],0.42021102,BTC-9FEB24-25000-C,0.4199,43036.53,20936148872,1706969418095,3.93356,-0.01156,0.00133,0.0,0.99999,0.0,0.0,,,,week,2024-02-09,25000,2024-02-09,0.01643835616438356,0.0,0.5337,18101.637827132476,18101.637827132476,0.0043,18093.42,18093.415699999998,18097.52925128516,18097.52495128516
135,0.0,10.0,0.0,474.02,BTC-9FEB24,43093.42,100.0,0.0,0.0,0.043,0.0,0.5,0.0001,,"[[0.043, 10.0]]",[],2.2e-07,BTC-9FEB24-25000-P,0.0,43036.53,20962997097,1706969418096,-4e-05,-0.00615,0.00133,0.0,-1e-05,0.0,0.0,,,,week,2024-02-09,25000,2024-02-09,0.01643835616438356,2.3701,0.60352,18245.288326303547,18101.637827132807,0.0043,18237.485147942614,18237.480847942614,18097.52925128516,18097.52495128516
136,0.0,0.0,0.0,0.0,BTC-9FEB24,43092.51,100.0,0.0,0.0,0.0,200.0,0.8035,0.0001,0.2809,[],[],0.30432654,BTC-9FEB24-30000-C,0.3039,43036.53,20936467306,1706969418099,4.70914,-2.42126,0.27811,0.0,0.99841,0.0,0.0,,,,week,2024-02-09,30000,2024-02-09,0.01643835616438356,0.0,0.5700833333333333,13102.371392558976,13102.371567080361,0.2809,13092.510000000002,13092.229100000002,13097.441101542197,13097.160201542198
137,0.0,10.0,0.0,295.02,BTC-9FEB24,43093.42,100.0,0.0,0.0,0.0265,0.0,0.5,0.0001,0.0023,"[[0.0265, 10.0]]",[],7.358e-05,BTC-9FEB24-30000-P,0.0001,43036.53,20963001939,1706969418096,-0.01117,-2.4201,0.27798,0.0,-0.00159,0.0,0.0,,,,week,2024-02-09,30000,2024-02-09,0.01643835616438356,1.4750999999999999,0.6023999999999999,13174.987040366403,13103.282126827304,0.0023,13165.463709441105,13165.461409441104,13098.351101542194,13098.348801542194
138,0.0,10.0,0.0,386.75,BTC-9FEB24,43093.42,74.23,0.0,0.0,0.2965,250.1,0.711,0.0001,0.217,"[[0.2965, 10.0], [0.3405, 0.8]]",[],0.2116305,BTC-9FEB24-34000-C,0.2111,43036.53,20963041656,1706969418095,5.31637,-4.8446,0.74964,0.0,0.99523,0.0,0.0,,,,week,2024-02-09,34000,2024-02-09,0.01643835616438356,1.93375,0.6334633333333334,9957.473303465831,9106.15426207253,0.217,9948.56047958251,9948.343479582509,9099.008581747818,9098.791581747817
139,2.9,20.4,71.37,77.08,BTC-9FEB24,43091.85,74.23,0.0,0.0001,0.0002,34.0,0.5,0.0001,0.0001,"[[0.0002, 20.4], [0.0003, 50.0], [0.0006, 46.0], [0.0011, 53.0], [0.0032, 2.0], [0.019, 10.0]]","[[0.0001, 2.9]]",0.00014381,BTC-9FEB24-34000-P,0.0001,43036.53,20963043689,1706969420490,-0.03337,-4.85006,0.75047,0.0,-0.00478,5.16,1.2,0.0,0.0001,0.0001,week,2024-02-09,34000,2024-02-09,0.01643835616438356,0.74225,0.6495633333333333,9110.465051250969,9105.077709422068,0.0001,9099.369917187003,9099.369817187004,9097.438581747818,9097.438481747819
140,0.0,1.1,0.0,188.75,BTC-9FEB24,43093.42,66.01,0.0,0.0,0.21,50.0,0.6875,0.0001,0.1825,"[[0.21, 1.1], [0.267, 10.0]]",[],0.18847603,BTC-9FEB24-35000-C,0.1879,43036.53,20963043006,1706969418095,5.46995,-4.75182,0.82689,0.0,0.99467,195849.19,25.0,0.0,0.1825,0.1825,week,2024-02-09,35000,2024-02-09,0.01643835616438356,0.94375,0.647705,8186.25472023234,8111.206321645557,0.1825,8175.307206298414,8175.124706298414,8099.172951799221,8098.990451799221
141,18.7,7.1,63.41,68.59,BTC-9FEB24,43091.85,66.01,0.0,0.0001,0.0002,57.3,0.5,0.0001,0.001,"[[0.0002, 7.1], [0.0004, 25.0], [0.0006, 81.0], [0.0011, 53.0], [0.0025, 1.0], [0.018, 10.0], [0.019, 1.0], [0.021, 5.0]]","[[0.0001, 18.7]]",0.00018091,BTC-9FEB24-35000-P,0.0001,43035.79,20963043454,1706969421117,-0.03715,-4.75807,0.82796,0.0,-0.00533,0.0,0.0,,,,week,2024-02-09,35000,2024-02-09,0.01643835616438356,0.66,0.6530033333333333,8110.758131945637,8110.108737489805,0.001,8099.343068411872,8099.342068411872,8097.602951799221,8097.601951799221
142,0.0,10.0,0.0,312.76,BTC-9FEB24,43091.85,59.54,0.0,0.0,0.2395,10.1,0.6645,0.0001,0.176,"[[0.2395, 10.0], [0.317, 0.8]]",[],0.16531868,BTC-9FEB24-36000-C,0.1648,43035.79,20963041236,1706969421117,5.61405,-5.62641,1.08543,1e-05,0.99276,0.0,0.0,,,,week,2024-02-09,36000,2024-02-09,0.01643835616438356,1.5637999999999999,0.6957266666666667,7896.418912231253,7131.961689618445,0.176,7887.101151070612,7886.925151070612,7097.767321850632,7097.591321850631
143,25.2,2.0,55.6,63.45,BTC-9FEB24,43091.11,59.54,0.0,0.0001,0.0003,108.0,0.5,0.0001,0.0005,"[[0.0003, 2.0], [0.0004, 117.0], [0.0005, 8.0], [0.0007, 19.0], [0.0013, 2.0], [0.0035, 2.0], [0.0175, 10.0]]","[[0.0001, 25.2]]",0.00021512,BTC-9FEB24-36000-P,0.0002,43033.9,20963043113,1706969422123,-0.05036,-5.62853,1.08586,1e-05,-0.00725,23.54,1.1,0.0,0.0005,0.0005,week,2024-02-09,36000,2024-02-09,0.01643835616438356,0.5952500000000001,0.706675,7112.149731995232,7134.1964620451545,0.0005,7100.436450827634,7100.435950827634,7097.027321850634,7097.0268218506335
144,12.0,71.3,0.0,86.5,BTC-9FEB24,43091.11,51.59,0.0,0.014,0.145,97.2,0.6415,0.0001,0.146,"[[0.145, 71.3], [0.213, 10.0]]","[[0.014, 12.0]]",0.14205594,BTC-9FEB24-37000-C,0.1416,43033.9,20963042399,1706969422123,5.76296,-5.60143,1.2472,1e-05,0.99152,78793.55,12.5,0.0,0.146,0.146,week,2024-02-09,37000,2024-02-09,0.01643835616438356,0.4325,0.6998599999999999,6105.234619290466,6168.406207041691,0.146,6093.111510444542,6092.965510444542,6097.191691902037,6097.045691902037
145,72.6,37.3,47.92,57.16,BTC-9FEB24,43091.11,51.59,0.0,0.0001,0.0004,24.0,0.5,0.0001,0.0005,"[[0.0004, 37.3], [0.0005, 8.0], [0.0006, 32.0], [0.0007, 5.0], [0.0008, 19.0], [0.0012, 53.0], [0.018, 10.0], [0.0255, 1.0], [0.06, 1.0]]","[[0.0001, 72.6]]",0.00014395,BTC-9FEB24-37000-P,0.0002,43033.9,20963043740,1706969422138,-0.05877,-5.60143,1.2472,1e-05,-0.00848,0.0,0.0,,,,week,2024-02-09,37000,2024-02-09,0.01643835616438356,0.5254,0.6953349999999999,6114.101195618248,6166.258001823684,0.0005,6102.094935186666,6102.094435186666,6097.191691902037,6097.191191902037
146,1.0,71.3,0.0,75.81,BTC-9FEB24,43089.9,49.27,0.0,0.04,0.122,161.2,0.6185,0.0001,0.115,"[[0.122, 71.3], [0.15, 1.0], [0.17, 1.0], [0.1885, 10.0]]","[[0.04, 1.0], [0.014, 22.0]]",0.11900905,BTC-9FEB24-38000-C,0.1186,43033.58,20963042750,1706969423131,5.84405,-10.9698,2.55747,2e-05,0.98054,0.0,0.0,,,,week,2024-02-09,38000,2024-02-09,0.01643835616438356,0.37905,0.6986333333333333,5105.33071344233,5233.142358386613,0.115,5092.903941664466,5092.788941664467,5096.146061953448,5096.031061953448
147,2.0,9.1,48.4,50.09,BTC-9FEB24,43089.9,49.27,0.0,0.0004,0.0005,55.9,0.5,0.0001,0.0005,"[[0.0005, 9.1], [0.0006, 22.0], [0.0007, 17.0], [0.0009, 9.0], [0.0013, 38.0], [0.0014, 53.0], [0.019, 10.0], [0.02, 2.0]]","[[0.0004, 2.0], [0.0003, 9.2], [0.0001, 76.0]]",0.00028864,BTC-9FEB24-38000-P,0.0004,43033.58,20963043343,1706969423131,-0.13502,-10.9698,2.55747,2e-05,-0.01946,0.0,0.0,,,,week,2024-02-09,38000,2024-02-09,0.01643835616438356,0.49245000000000005,0.7053333333333334,5124.2981605221285,5238.338558568867,0.0005,5112.117896512333,5112.117396512333,5096.146061953448,5096.145561953448
148,1.0,71.3,0.0,66.9,BTC-9FEB24,43089.9,44.16,0.0,0.03,0.0995,76.7,0.5955,0.0001,0.0805,"[[0.0995, 71.3], [0.166, 10.0]]","[[0.03, 1.0], [0.012, 26.0]]",0.0961548,BTC-9FEB24-39000-C,0.0957,43033.58,20963042188,1706969423130,5.90242,-15.5876,4.05465,3e-05,0.96624,121773.93,35.3,-1.227,0.0805,0.0815,week,2024-02-09,39000,2024-02-09,0.01643835616438356,0.3345,0.6949466666666666,4108.559278954432,4341.9967798958605,0.0805,4095.874167931055,4095.793667931055,4096.3104320048515,4096.229932004851
149,13.2,19.2,43.6,44.66,BTC-9FEB24,43089.58,44.15,0.0,0.0007,0.0008,59.9,0.5005,0.0001,0.0011,"[[0.0008, 19.2], [0.0009, 34.0], [0.001, 24.0], [0.0011, 70.0], [0.0017, 36.0], [0.021, 10.0], [0.0385, 4.9], [0.0425, 1.0]]","[[0.0007, 13.2], [0.0005, 18.0], [0.0004, 32.0], [0.0001, 46.1]]",0.00062595,BTC-9FEB24-39000-P,0.0008,43033.77,20963043751,1706969424137,-0.23398,-15.58524,4.05441,3e-05,-0.03376,1465.4,36.6,22.2222,0.0009,0.0011,week,2024-02-09,39000,2024-02-09,0.01643835616438356,0.44129999999999997,0.687365,4138.23321141184,4333.320648995796,0.0011,4125.941422151773,4125.940322151772,4095.9904320048518,4095.989332004852
150,2.5,71.3,29.57,56.97,BTC-9FEB24,43089.58,38.55,0.0,0.072,0.077,27.3,0.5725,0.0001,0.0585,"[[0.077, 71.3], [0.1455, 10.0]]","[[0.072, 2.5], [0.07, 36.0], [0.036, 2.0], [0.032, 3.0], [0.025, 2.0], [0.0001, 4.0]]",0.0735871,BTC-9FEB24-40000-C,0.073,43033.77,20963043346,1706969424137,5.88507,-21.3332,6.35696,6e-05,0.94097,23102.93,9.3,0.0,0.0585,0.0585,week,2024-02-09,40000,2024-02-09,0.01643835616438356,0.4327,0.6917383333333333,3197.486907640763,3512.7441079042146,0.0585,3185.574738434065,3185.5162384340647,3096.1548020562623,3096.096302056262
151,16.6,24.0,37.5,39.54,BTC-9FEB24,43089.58,38.55,0.0,0.0011,0.0014,140.2,0.501,0.0001,0.0014,"[[0.0014, 24.0], [0.0015, 10.0], [0.0016, 32.0], [0.0017, 18.0], [0.0026, 102.0], [0.003, 4.0], [0.025, 10.0], [0.0535, 25.0]]","[[0.0011, 16.6], [0.001, 67.0], [0.0009, 108.0], [0.0001, 6.0]]",0.00124982,BTC-9FEB24-40000-P,0.0012,43033.77,20963043735,1706969424138,-0.40869,-21.3332,6.35696,6e-05,-0.05903,2454.0,37.4,-41.6667,0.0012,0.0024,week,2024-02-09,40000,2024-02-09,0.01643835616438356,0.3852,0.68224,3161.0170169122066,3498.6871090725253,0.0014,3148.772521745137,3148.771121745137,3096.1548020562623,3096.153402056262
152,4.0,6.0,29.45,45.79,BTC-9FEB24,43090.54,35.76,0.0,0.05,0.0545,47.6,0.551,0.0001,0.0405,"[[0.0545, 6.0], [0.055, 12.0], [0.056, 36.0], [0.1275, 10.0]]","[[0.05, 4.0], [0.0495, 7.9], [0.027, 2.0], [0.025, 1.0], [0.023, 2.0], [0.021, 1.0], [0.02, 1.0], [0.018, 1.0]]",0.05203494,BTC-9FEB24-41000-C,0.0514,43033.65,20963043539,1706969425144,5.55627,-35.41804,11.37504,0.00011,0.87097,24421.45,14.2,0.0,0.0405,0.0405,week,2024-02-09,41000,2024-02-09,0.01643835616438356,0.3762,0.6731616666666667,2261.037834740746,2735.613349385265,0.0405,2249.6652657629093,2249.624765762909,2097.2791721076646,2097.2386721076646
153,6.0,22.0,35.18,36.32,BTC-9FEB24,43090.54,35.76,0.0,0.0028,0.0031,225.7,0.5025,0.0001,0.0035,"[[0.0031, 22.0], [0.0032, 22.0], [0.0033, 6.0], [0.0034, 2.0], [0.0035, 1.0], [0.0037, 2.0], [0.0045, 15.0], [0.0046, 48.0], [0.0065, 1.0], [0.0075, 1.0], [0.0305, 10.0]]","[[0.0028, 6.0], [0.0027, 14.7], [0.0025, 21.0], [0.0023, 24.0], [0.0022, 2.0], [0.0021, 2.0], [0.002, 14.0], [0.0015, 1.0], [0.0002, 1.0]]",0.00288923,BTC-9FEB24-41000-P,0.003,43033.65,20963043889,1706969425145,-0.89483,-35.41804,11.37504,0.00011,-0.12903,2198.21,14.4,-36.3636,0.003,0.0055,week,2024-02-09,41000,2024-02-09,0.01643835616438356,0.3575,0.6625033333333333,2238.234913691289,2716.3197336421035,0.0035,2226.688826087593,2226.6853260875932,2097.2791721076646,2097.275672107665
154,42.0,6.0,22.3,42.43,BTC-9FEB24,43090.54,34.4,0.0,0.028,0.036,47.6,0.5325,0.0001,0.0375,"[[0.036, 6.0], [0.037, 71.3], [0.1125, 10.0], [0.123, 0.2]]","[[0.028, 42.0], [0.0275, 41.3], [0.024, 1.0], [0.007, 2.0]]",0.03345135,BTC-9FEB24-42000-C,0.0325,43033.65,20963043173,1706969425144,4.73482,-53.44044,17.84163,0.00018,0.73091,155229.36,106.0,11.276,0.0337,0.0375,week,2024-02-09,42000,2024-02-09,0.01643835616438356,0.32365,0.66271,1389.7906356955427,2060.3976253594737,0.0375,1379.7666103579832,1379.7291103579832,1097.4435421590752,1097.4060421590752
155,4.0,22.0,33.78,34.99,BTC-9FEB24,43090.42,34.4,0.0,0.007,0.0075,53.2,0.507,0.0001,0.0075,"[[0.0075, 22.0], [0.008, 126.0], [0.0085, 54.1], [0.009, 41.0], [0.0105, 2.0], [0.02, 1.0], [0.038, 10.0]]","[[0.007, 4.0], [0.0065, 35.0], [0.006, 66.0], [0.0055, 20.0], [0.005, 7.0], [0.0025, 1.0], [0.0001, 2.0]]",0.00749721,BTC-9FEB24-42000-P,0.0073,43033.67,20963043542,1706969426154,-1.87366,-53.43619,17.84174,0.00018,-0.26909,42540.81,102.4,-17.5824,0.007,0.0103,week,2024-02-09,42000,2024-02-09,0.01643835616438356,0.34385000000000004,0.6514083333333333,1426.2485831212507,2036.8941966304046,0.0075,1416.400683529817,1416.393183529817,1097.3235421590725,1097.3160421590726
156,1.0,31.4,33.87,35.87,BTC-9FEB24,43090.42,33.59,0.0,0.018,0.019,156.2,0.5175,0.0001,0.0205,"[[0.019, 31.4], [0.0195, 6.0], [0.04, 1.0], [0.047, 16.0], [0.1, 10.0]]","[[0.018, 1.0], [0.0175, 86.0], [0.017, 47.9], [0.016, 72.0], [0.014, 16.0], [0.0001, 3.0]]",0.0185129,BTC-9FEB24-43000-C,0.0179,43033.67,20963043540,1706969426152,3.4606,-62.89834,21.50917,0.00022,0.52827,46034.23,53.7,17.1429,0.0175,0.0225,week,2024-02-09,43000,2024-02-09,0.01643835616438356,0.34869999999999995,0.6518599999999999,820.9633653663623,1487.4496237016538,0.0205,813.7364303721188,813.7159303721188,97.48791221047577,97.46741221047577
157,11.3,11.0,33.07,34.07,BTC-9FEB24,43090.42,33.59,0.0,0.0155,0.016,156.8,0.5155,0.0001,0.0165,"[[0.016, 11.0], [0.017, 19.8], [0.0175, 74.0], [0.018, 9.0], [0.0185, 9.0], [0.049, 10.0]]","[[0.0155, 11.3], [0.015, 41.0], [0.0145, 42.0], [0.012, 8.0], [0.009, 1.0]]",0.01575032,BTC-9FEB24-43000-P,0.0158,43033.67,20963043739,1706969426151,-3.3052,-62.89834,21.50917,0.00022,-0.47173,35125.2,46.9,-19.5122,0.014,0.0205,week,2024-02-09,43000,2024-02-09,0.01643835616438356,0.3357,0.6398016666666666,792.3963214662654,1460.9389604764074,0.0165,785.1536313086071,785.1371313086072,97.48791221047577,97.47141221047578
158,1.0,42.1,34.74,35.85,BTC-9FEB24,43091.16,35.3,0.0,0.009,0.0095,38.8,0.509,0.0001,0.0085,"[[0.0095, 42.1], [0.01, 71.0], [0.011, 139.0], [0.014, 2.0], [0.015, 1.0], [0.0225, 1.0], [0.055, 10.0]]","[[0.009, 1.0], [0.0085, 54.0], [0.008, 53.4], [0.0075, 18.0], [0.007, 117.0], [0.0035, 1.0], [0.0001, 1.0]]",0.00924935,BTC-9FEB24-44000-C,0.0092,43033.85,20963043538,1706969427158,2.15178,-59.90289,19.49359,0.00019,0.32662,30282.58,71.3,-15.0,0.0085,0.012,week,2024-02-09,44000,2024-02-09,0.01643835616438356,0.35295000000000004,0.6394099999999999,418.3524126290049,1020.7843253097308,0.0085,413.788714332617,413.780214332617,0.0,0.0085
159,10.0,36.0,31.17,36.75,BTC-9FEB24,43091.16,35.3,0.0,0.0285,0.031,28.8,0.53,0.0001,0.027,"[[0.031, 36.0], [0.0325, 35.3], [0.04, 1.0], [0.079, 10.0]]","[[0.0285, 10.0], [0.028, 36.0], [0.027, 36.0]]",0.02967834,BTC-9FEB24-44000-P,0.0304,43033.85,20963043100,1706969427159,-4.77135,-59.90289,19.49359,0.00019,-0.67338,41312.27,35.3,0.0,0.027,0.027,week,2024-02-09,44000,2024-02-09,0.01643835616438356,0.3396,0.6269116666666666,391.64977397416624,993.8518958141831,0.027,387.1738000073874,387.1468000073874,0.0,0.027
160,1.0,5.6,36.47,37.08,BTC-9FEB24,43091.16,36.77,0.0,0.0043,0.0045,477.8,0.504,0.0001,0.004,"[[0.0045, 5.6], [0.0047, 18.0], [0.005, 5.0], [0.0055, 20.0], [0.006, 106.0], [0.007, 1.0], [0.008, 6.0], [0.0085, 2.0], [0.048, 10.0]]","[[0.0043, 1.0], [0.0041, 1.5], [0.004, 8.0], [0.0037, 20.0], [0.0036, 25.0], [0.0035, 4.0], [0.0034, 2.0], [0.0011, 1.0]]",0.00424904,BTC-9FEB24-45000-C,0.0044,43033.85,20963043599,1706969427161,1.18845,-45.35996,14.1676,0.00013,0.17968,10494.45,51.6,-20.0,0.0039,0.0065,week,2024-02-09,45000,2024-02-09,0.01643835616438356,0.36774999999999997,0.6259916666666666,203.7870291026029,660.2675519713302,0.004,201.21663422962592,201.21263422962593,0.0,0.004
161,71.3,36.0,17.48,44.65,BTC-9FEB24,43091.16,36.77,0.0,0.0445,0.0515,34.5,0.5485,0.0001,0.0425,"[[0.0515, 36.0], [0.052, 35.3], [0.095, 10.0]]","[[0.0445, 71.3]]",0.0478696,BTC-9FEB24-45000-P,0.0487,43033.85,20963043687,1706969427160,-5.89203,-45.35996,14.1676,0.00013,-0.82032,94976.39,50.0,-6.5934,0.0425,0.0455,week,2024-02-09,45000,2024-02-09,0.01643835616438356,0.31065,0.6118466666666666,125.14719323812369,632.7878305589074,0.0425,123.15342871799567,123.11092871799566,0.0,0.0425
