,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Calculated_BS_Price,Error,Optimized_BS_Price,Residual
1,0.0,92.5,0.0,110.01,SYN.BTC-4FEB24,43046.629,85.49,0.0,0.0,0.0002,1.0,0.5,0.0001,0.0002,"[[0.0002, 92.5], [0.0004, 54.0], [0.0005, 10.0]]",[],8.462e-05,BTC-4FEB24-38500-P,0.0,43039.34,20963042903,1706969366458,-0.00159,-0.8726,0.11172,0.0,-0.0018,0.0,0.0,,,,day,2024-02-04,38500,2024-02-04,0.0027397260273972603,0.55005,,4548.752751440021,,0.0002,4546.643338009038,4546.643138009038,4547.683780071442,4547.683580071442
2,0.0,19.8,0.0,139.25,SYN.BTC-4FEB24,43046.8715,78.77,0.0,0.0,0.0955,0.0,0.594,0.0001,,"[[0.0955, 19.8], [0.1045, 10.0]]",[],0.09439113,BTC-4FEB24-39000-C,0.094,43039.34,20963039809,1706969360696,0.79239,-6.15599,0.1563,1e-05,0.9974,0.0,0.0,,,,day,2024-02-04,39000,2024-02-04,0.0027397260273972603,0.69625,,4050.5372280999363,,0.0002,4048.407898080499,4048.407698080499,4047.939978513925,4047.939778513925
3,0.0,1.5,0.0,90.44,SYN.BTC-4FEB24,43046.8715,78.77,0.0,0.0,0.0001,30.1,0.5,0.0001,0.0001,"[[0.0001, 1.5], [0.0002, 32.0], [0.0003, 88.0], [0.0004, 27.0], [0.0007, 10.0]]",[],0.00014408,BTC-4FEB24-39000-P,0.0,43039.34,20963041721,1706969360696,-0.00231,-1.19951,0.1563,1e-05,-0.0026,12.92,3.0,0.0,0.0001,0.0001,day,2024-02-04,39000,2024-02-04,0.0027397260273972603,0.4522,,4049.0115954426365,,0.0001,4046.8747016211564,4046.874601621156,4047.939978513925,4047.9398785139247
4,0.0,20.7,0.0,126.92,SYN.BTC-4FEB24,43046.8715,66.52,0.0,0.0,0.084,0.0,0.582,0.0001,,"[[0.084, 20.7], [0.094, 10.0]]",[],0.08270657,BTC-4FEB24-39500-C,0.0824,43039.34,20963039917,1706969360696,0.80311,-4.09321,0.12306,0.0,0.998,0.0,0.0,,,,day,2024-02-04,39500,2024-02-04,0.0027397260273972603,0.6346,,3551.102807087802,,0.0001,3548.9493946446746,3548.9492946446744,3547.9536769564147,3547.9535769564145
5,0.0,26.8,0.0,80.04,SYN.BTC-4FEB24,43046.8715,66.52,0.0,0.0,0.0001,18.2,0.5,0.0001,0.0001,"[[0.0001, 26.8], [0.0002, 62.0], [0.001, 53.0], [0.0011, 10.0]]",[],7.174e-05,BTC-4FEB24-39500-P,0.0,43039.34,20963042755,1706969360696,-0.00177,-0.75997,0.12306,0.0,-0.002,0.0,0.0,,,,day,2024-02-04,39500,2024-02-04,0.0027397260273972603,0.40020000000000006,,3549.0396344204128,,0.0001,3546.875355680124,3546.8752556801237,3547.9536769564147,3547.9535769564145
6,0.0,14.5,0.0,105.44,SYN.BTC-4FEB24,43046.8715,61.36,0.0,0.0,0.072,0.0,0.5705,0.0001,,"[[0.072, 14.5], [0.084, 10.0]]",[],0.07111873,BTC-4FEB24-40000-C,0.0708,43039.34,20963040051,1706969360696,0.81165,-6.8387,0.2229,1e-05,0.99614,0.0,0.0,,,,day,2024-02-04,40000,2024-02-04,0.0027397260273972603,0.5272,,3050.435566866705,,0.0001,3048.252733091198,3048.252633091198,3047.9673753988973,3047.967275398897
7,0.0,3.0,0.0,69.63,SYN.BTC-4FEB24,43046.6287,61.36,0.0,0.0,0.0001,48.2,0.5,0.0001,0.0001,"[[0.0001, 3.0], [0.0004, 46.0], [0.0016, 10.0]]",[],9.612e-05,BTC-4FEB24-40000-P,0.0,43039.34,20963042960,1706969370820,-0.00342,-1.43255,0.22302,1e-05,-0.00386,109.01,25.3,0.0,0.0001,0.0001,day,2024-02-04,40000,2024-02-04,0.0027397260273972603,0.34814999999999996,,3048.825125075193,,0.0001,3046.6334679397332,3046.633367939733,3047.7245753988973,3047.724475398897
8,0.0,14.5,0.0,100.69,SYN.BTC-4FEB24,43046.8715,54.49,0.0,0.0,0.061,0.0,0.559,0.0001,,"[[0.061, 14.5], [0.0745, 10.0]]",[],0.05959289,BTC-4FEB24-40500-C,0.0592,43039.34,20963040146,1706969360696,0.81963,-9.47791,0.34785,2e-05,0.99364,0.0,0.0,,,,day,2024-02-04,40500,2024-02-04,0.0027397260273972603,0.50345,,2552.929199246115,,0.0001,2550.733740416523,2550.7336404165226,2547.981073841387,2547.980973841387
9,0.0,3.0,0.0,59.2,SYN.BTC-4FEB24,43046.8715,54.49,0.0,0.0,0.0001,53.8,0.5,0.0001,0.0001,"[[0.0001, 3.0], [0.001, 106.0], [0.0024, 10.0]]",[],0.0001825,BTC-4FEB24-40500-P,0.0001,43039.34,20963042703,1706969360696,-0.00562,-2.19451,0.34785,2e-05,-0.00636,0.43,0.1,0.0,0.0001,0.0001,day,2024-02-04,40500,2024-02-04,0.0027397260273972603,0.29600000000000004,,2549.096640038195,,0.0001,2546.877616853293,2546.877516853293,2547.981073841387,2547.980973841387
10,0.0,10.0,0.0,213.78,SYN.BTC-4FEB24,43046.6283,54.49,0.0,0.0,0.07,0.0,0.553,0.0001,,"[[0.07, 10.0]]",[],0.05373508,BTC-4FEB24-40750-C,0.0535,43038.71,20963040241,1706969373787,0.81855,-17.09352,0.62735,3e-05,0.98753,0.0,0.0,,,,day,2024-02-04,40750,2024-02-04,0.0027397260273972603,1.0689,,2501.2235072296535,,0.0001,2499.371220952511,2499.371120952511,2297.7447230626203,2297.74462306262
11,0.0,10.0,0.0,105.89,SYN.BTC-4FEB24,43046.6283,54.49,0.0,0.0,0.0029,0.0,0.5,0.0001,,"[[0.0029, 10.0]]",[],0.0001308,BTC-4FEB24-40750-P,0.0001,43038.71,20963040296,1706969373787,-0.01103,-4.63605,0.62735,3e-05,-0.01247,0.0,0.0,,,,day,2024-02-04,40750,2024-02-04,0.0027397260273972603,0.52945,,2309.24409914633,,0.0001,2307.0663752816836,2307.0662752816834,2297.7447230626203,2297.74462306262
12,0.0,15.9,0.0,92.64,SYN.BTC-4FEB24,43046.6283,53.14,0.0,0.0,0.05,0.0,0.5475,0.0001,,"[[0.05, 15.9], [0.0655, 10.0]]",[],0.04801668,BTC-4FEB24-41000-C,0.0477,43038.71,20963040333,1706969373787,0.81655,-25.50049,0.95981,5e-05,0.97951,0.0,0.0,,,,day,2024-02-04,41000,2024-02-04,0.0027397260273972603,0.4632,,2057.261479700195,,0.0001,2055.066298300844,2055.066198300844,2047.7515722838652,2047.7514722838653
13,4.7,6.0,48.69,57.6,SYN.BTC-4FEB24,43045.8713,53.14,0.0,0.0001,0.0003,52.9,0.5,0.0001,0.0004,"[[0.0003, 6.0], [0.0004, 46.0], [0.001, 53.0], [0.0036, 10.0]]","[[0.0001, 4.7]]",0.0002185,BTC-4FEB24-41000-P,0.0002,43038.59,20963042959,1706969374795,-0.01815,-7.8669,0.96135,5e-05,-0.02053,0.0,0.0,,,,day,2024-02-04,41000,2024-02-04,0.0027397260273972603,0.53145,,2066.901712717583,,0.0004,2064.7476270478437,2064.747227047844,2046.9945722838675,2046.9941722838676
14,0.0,10.0,0.0,209.78,SYN.BTC-4FEB24,43045.8713,43.27,0.0,0.0,0.0615,0.0,0.5415,0.0001,,"[[0.0615, 10.0]]",[],0.04215016,BTC-4FEB24-41250-C,0.0418,43038.59,20963040457,1706969374794,0.82725,-15.15964,0.70064,4e-05,0.98582,0.0,0.0,,,,day,2024-02-04,41250,2024-02-04,0.0027397260273972603,1.0489,,2087.5046830386236,,0.0004,2085.757204780184,2085.756804780184,1797.0014215051124,1797.0010215051125
15,0.0,10.0,0.0,103.62,SYN.BTC-4FEB24,43045.8713,43.27,0.0,0.0,0.0045,0.0,0.5,0.0001,,"[[0.0045, 10.0]]",[],0.0001581,BTC-4FEB24-41250-P,0.0001,43038.59,20963040507,1706969374794,-0.01251,-4.22408,0.70064,4e-05,-0.01418,0.0,0.0,,,,day,2024-02-04,41250,2024-02-04,0.0027397260273972603,0.5181,,1826.3954850714945,,0.0004,1824.2697811183607,1824.2693811183608,1797.0014215051124,1797.0010215051125
16,23.6,21.3,0.0,77.2,SYN.BTC-4FEB24,43045.8713,43.02,0.0,0.0355,0.0385,0.1,0.536,0.0001,0.0215,"[[0.0385, 21.3], [0.057, 10.0]]","[[0.0355, 23.6], [0.015, 1.0]]",0.0364054,BTC-4FEB24-41500-C,0.0361,43038.59,20963042793,1706969374795,0.81913,-27.73105,1.28922,8e-05,0.97088,0.0,0.0,,,,day,2024-02-04,41500,2024-02-04,0.0027397260273972603,0.386,,1559.9454208080715,,0.0215,1557.7529582981078,1557.7314582981078,1547.0082707263573,1546.9867707263572
17,4.8,19.0,38.04,48.01,SYN.BTC-4FEB24,43045.8713,43.02,0.0,0.0001,0.0004,129.0,0.5,0.0001,0.0001,"[[0.0004, 19.0], [0.0007, 4.0], [0.002, 1.0], [0.006, 10.0], [0.0185, 3.0]]","[[0.0001, 4.8]]",0.00021944,BTC-4FEB24-41500-P,0.0002,43038.59,20963042347,1706969374794,-0.02571,-9.44767,1.28922,8e-05,-0.02912,111.27,21.7,-66.6667,0.0001,0.0003,day,2024-02-04,41500,2024-02-04,0.0027397260273972603,0.43024999999999997,,1568.9241369102674,,0.0001,1566.7713554190414,1566.7712554190414,1547.0082707263573,1547.0081707263573
18,0.0,10.0,0.0,202.92,SYN.BTC-4FEB24,43045.8713,34.38,0.0,0.0,0.053,0.0,0.53,0.0001,0.027,"[[0.053, 10.0]]",[],0.03069278,BTC-4FEB24-41750-C,0.0302,43038.59,20963043025,1706969374794,0.82882,-18.82587,1.09511,8e-05,0.97605,0.0,0.0,,,,day,2024-02-04,41750,2024-02-04,0.0027397260273972603,1.0146,,1692.4645560436948,,0.027,1690.843369061291,1690.816369061291,1297.015119947595,1296.988119947595
19,0.0,10.0,0.0,102.87,SYN.BTC-4FEB24,43045.8713,34.38,0.0,0.0,0.007,0.0,0.5,0.0001,,"[[0.007, 10.0]]",[],0.00031293,BTC-4FEB24-41750-P,0.0001,43038.59,20963040666,1706969374794,-0.02111,-6.04184,1.09511,8e-05,-0.02395,0.0,0.0,,,,day,2024-02-04,41750,2024-02-04,0.0027397260273972603,0.51435,,1370.8484997097912,,0.027,1368.859958705012,1368.832958705012,1297.015119947595,1296.988119947595
20,8.0,1.0,0.0,51.45,SYN.BTC-4FEB24,43045.8713,29.07,0.0,0.024,0.026,28.6,0.524,0.0001,0.029,"[[0.026, 1.0], [0.0265, 0.2], [0.035, 1.0], [0.0495, 10.0]]","[[0.024, 8.0], [0.0225, 1.0], [0.022, 1.0]]",0.02491075,BTC-4FEB24-42000-C,0.0244,43038.59,20963042701,1706969374794,0.82866,-19.16818,1.31879,0.00012,0.97007,1255.4,1.0,0.0,0.029,0.029,day,2024-02-04,42000,2024-02-04,0.0027397260273972603,0.25725000000000003,,1055.7334725133478,,0.029,1053.5109329806583,1053.4819329806583,1047.0219691688399,1046.9929691688399
21,0.0,30.0,0.0,34.99,SYN.BTC-4FEB24,43045.8712,29.07,0.0,0.0,0.0004,98.3,0.5,0.0001,0.0001,"[[0.0004, 30.0], [0.0006, 36.0], [0.0007, 2.0], [0.0036, 2.0], [0.0085, 10.0], [0.0265, 1.0], [0.0325, 1.0]]",[],0.00033701,BTC-4FEB24-42000-P,0.0002,43038.59,20963043119,1706969376176,-0.02636,-6.5711,1.31879,0.00012,-0.02993,1651.51,100.7,-85.7143,0.0001,0.001,day,2024-02-04,42000,2024-02-04,0.0027397260273972603,0.17495000000000002,,1048.59618454866,,0.0001,1046.303237651322,1046.303137651322,1047.0218691688424,1047.0217691688424
22,1.0,10.0,0.0,201.96,SYN.BTC-4FEB24,43045.8713,22.94,0.0,0.0005,0.046,0.0,0.5185,0.0001,,"[[0.046, 10.0], [0.0985, 0.2]]","[[0.0005, 1.0]]",0.01956532,BTC-4FEB24-42250-C,0.0186,43038.59,20963043026,1706969374794,0.82908,-17.32016,1.51024,0.00017,0.96473,0.0,0.0,,,,day,2024-02-04,42250,2024-02-04,0.0027397260273972603,1.0098,,1354.0267880914434,,0.0001,1352.5724343760921,1352.5723343760922,797.0288183900848,797.0287183900848
23,2.0,1.1,21.51,24.36,SYN.BTC-4FEB24,43045.8713,22.94,0.0,0.0001,0.0002,0.0,0.5,0.0001,0.0019,"[[0.0002, 1.1], [0.0003, 6.0], [0.0004, 6.0], [0.0005, 6.0], [0.0006, 26.0], [0.0009, 17.0], [0.0015, 51.0], [0.0105, 10.0]]","[[0.0001, 2.0]]",0.00079769,BTC-4FEB24-42250-P,0.0001,43038.59,20963041717,1706969374794,-0.03103,-6.24902,1.51024,0.00017,-0.03527,24517.57,200.0,-42.4242,0.0019,0.0038,day,2024-02-04,42250,2024-02-04,0.0027397260273972603,0.22935000000000003,,811.2801019442195,,0.0019,809.1050880444163,809.1031880444164,797.0288183900848,797.0269183900848
24,2.0,1.0,0.0,38.46,SYN.BTC-4FEB24,43045.8713,17.72,0.0,0.011,0.015,52.0,0.5125,0.0001,0.02,"[[0.015, 1.0], [0.0155, 0.5], [0.017, 36.0], [0.0425, 10.0]]","[[0.011, 2.0], [0.0105, 1.0]]",0.01375142,BTC-4FEB24-42500-C,0.0129,43038.59,20963042653,1706969374794,0.81708,-19.06091,2.15195,0.00032,0.94528,1209.2,1.9,73.913,0.0115,0.02,day,2024-02-04,42500,2024-02-04,0.0027397260273972603,0.1923,,568.9361610125998,,0.02,566.8469078894705,566.8269078894705,547.0356676113297,547.0156676113297
25,20.0,8.0,15.7,19.71,SYN.BTC-4FEB24,43045.8713,17.72,0.0,0.0001,0.0003,52.5,0.5,0.0001,0.0002,"[[0.0003, 8.0], [0.0004, 5.0], [0.0008, 26.0], [0.0009, 2.0], [0.0014, 15.0], [0.002, 48.0], [0.0125, 10.0]]","[[0.0001, 20.0]]",0.0007899,BTC-4FEB24-42500-P,0.0002,43038.59,20963042900,1706969374794,-0.04812,-8.008,2.15195,0.00032,-0.05472,71482.38,434.4,-96.4286,0.0002,0.0056,day,2024-02-04,42500,2024-02-04,0.0027397260273972603,0.17704999999999999,,563.2850541308435,,0.0002,561.1531135949044,561.1529135949045,547.0356676113297,547.0354676113298
26,0.0,10.0,0.0,200.53,SYN.BTC-4FEB24,43045.8713,14.89,0.0,0.0,0.0395,0.0,0.507,0.0001,0.0099,"[[0.0395, 10.0], [0.0935, 0.4], [0.9, 1.0]]",[],0.00972126,BTC-4FEB24-42750-C,0.0074,43038.59,20963041277,1706969374794,0.73705,-33.94021,4.55876,0.00081,0.84849,45427.14,100.0,-13.1579,0.0098,0.0114,day,2024-02-04,42750,2024-02-04,0.0027397260273972603,1.00265,,1054.9958059584496,,0.0099,1053.726011493618,1053.716111493618,297.04251683256734,297.0326168325673
27,3.3,1.7,12.49,17.26,SYN.BTC-4FEB24,43045.8713,14.89,0.0,0.0003,0.0008,2.3,0.5005,0.0001,0.0008,"[[0.0008, 1.7], [0.0009, 4.0], [0.0011, 1.0], [0.0013, 2.0], [0.0014, 23.0], [0.0022, 13.0], [0.0023, 45.0], [0.008, 2.0], [0.015, 10.0]]","[[0.0003, 3.3], [0.0001, 124.0]]",0.00256585,BTC-4FEB24-42750-P,0.0005,43038.59,20963042547,1706969374794,-0.13324,-22.81916,4.55876,0.00081,-0.15151,90286.74,402.3,-85.1852,0.0008,0.006,day,2024-02-04,42750,2024-02-04,0.0027397260273972603,0.14875,,332.1962653360024,,0.0008,330.2941226560288,330.29332265602875,297.04251683256734,297.0417168325673
28,0.1,3.0,14.07,19.13,SYN.BTC-4FEB24,43045.8713,14.47,0.0,0.0031,0.004,168.1,0.503,0.0001,0.0065,"[[0.004, 3.0], [0.0042, 32.8], [0.0044, 39.0], [0.0045, 18.0], [0.0285, 7.0], [0.0365, 10.0]]","[[0.0031, 0.1], [0.003, 40.0], [0.0029, 17.7], [0.0028, 26.0], [0.0023, 8.0], [0.0022, 36.0], [0.0001, 3.0]]",0.00429802,BTC-4FEB24-43000-C,0.0032,43038.59,20963042601,1706969374794,0.49333,-55.30502,7.6416,0.0014,0.56613,58061.01,194.6,18.1818,0.0047,0.0105,day,2024-02-04,43000,2024-02-04,0.0027397260273972603,0.166,,174.48086498966586,,0.0065,173.18887465415537,173.18237465415538,47.049366053812264,47.04286605381226
29,6.0,3.0,12.75,16.13,SYN.BTC-4FEB24,43045.8712,14.47,0.0,0.0018,0.0024,125.0,0.502,0.0001,0.0024,"[[0.0024, 3.0], [0.0025, 2.9], [0.0026, 3.0], [0.0027, 7.0], [0.0029, 2.9], [0.003, 14.0], [0.0045, 1.0], [0.0046, 36.0], [0.0175, 10.0], [0.032, 1.0]]","[[0.0018, 6.0], [0.0017, 25.0], [0.0016, 56.3], [0.0015, 31.0], [0.0014, 3.0], [0.0011, 1.0]]",0.00294871,BTC-4FEB24-43000-P,0.0021,43038.59,20963043118,1706969376065,-0.38203,-55.27951,7.64151,0.0014,-0.43385,55155.91,211.6,-71.7647,0.0023,0.009,day,2024-02-04,43000,2024-02-04,0.0027397260273972603,0.1444,0.50571,155.2610964110827,478.81876658780675,0.0024,153.95103509618275,153.94863509618276,47.04926605381479,47.04686605381479
30,0.4,8.0,18.57,20.49,SYN.BTC-4FEB24,43045.8713,19.5,0.0,0.0015,0.0018,0.0,0.5015,0.0001,,"[[0.0018, 8.0], [0.002, 3.1], [0.0023, 18.0], [0.0025, 14.0], [0.0027, 9.0], [0.0028, 27.0], [0.021, 10.0]]","[[0.0015, 0.4], [0.001, 7.0], [0.0009, 10.0], [0.0008, 10.0], [0.0007, 8.0], [0.0005, 28.0], [0.0004, 5.0], [0.0003, 6.0], [0.0002, 7.0]]",0.003431,BTC-4FEB24-43250-C,0.0016,43038.59,20963042896,1706969374794,0.25872,-65.51584,6.72082,0.00091,0.29688,0.0,0.0,,,,day,2024-02-04,43250,2024-02-04,0.0027397260273972603,0.1953,0.4870366666666667,93.17464435148577,345.276427419416,0.0024,92.4142121525565,92.41181215255651,0.0,0.0024
31,17.7,1.2,9.11,29.33,SYN.BTC-4FEB24,43045.7432,19.52,0.0,0.005,0.008,0.0,0.506,0.0001,0.0075,"[[0.008, 1.2], [0.0085, 1.0], [0.0265, 10.0]]","[[0.005, 17.7], [0.0033, 2.0]]",0.00788781,BTC-4FEB24-43250-P,0.0064,43038.59,20963043170,1706969380119,-0.62167,-65.59934,6.72178,0.00091,-0.70303,53.74,0.2,53.0612,0.0049,0.0075,day,2024-02-04,43250,2024-02-04,0.0027397260273972603,0.19219999999999998,0.4751083333333333,90.62200741885681,334.6588209166366,0.0075,89.86804226665481,89.86054226665482,0.0,0.0075
32,0.8,3.3,20.55,21.57,SYN.BTC-4FEB24,43045.7432,21.04,0.0,0.0006,0.0007,112.3,0.5005,0.0001,0.0018,"[[0.0007, 3.3], [0.0009, 14.0], [0.001, 42.0], [0.0011, 5.0], [0.0017, 15.0], [0.002, 1.0], [0.0185, 10.0]]","[[0.0006, 0.8], [0.0005, 3.0], [0.0004, 4.0], [0.0002, 5.0]]",0.00173775,BTC-4FEB24-43500-C,0.0006,43038.59,20963043182,1706969381105,0.11816,-27.88487,4.2273,0.00053,0.13549,6583.1,64.0,-33.3333,0.0018,0.007,day,2024-02-04,43500,2024-02-04,0.0027397260273972603,0.2106,0.45892,43.8884360084694,227.30179303147452,0.0018,43.483946199206,43.482146199206,0.0,0.0018
33,6.0,2.0,0.0,35.29,SYN.BTC-4FEB24,43045.8712,21.03,0.0,0.01,0.013,26.7,0.511,0.0001,0.0095,"[[0.013, 2.0], [0.0135, 0.2], [0.03, 10.0]]","[[0.01, 6.0], [0.009, 2.0]]",0.01200066,BTC-4FEB24-43500-P,0.0112,43038.59,20963043114,1706969375931,-0.76746,-44.43833,4.22574,0.00053,-0.86459,84.49,0.2,-5.0,0.0095,0.01,day,2024-02-04,43500,2024-02-04,0.0027397260273972603,0.17645,0.44972833333333334,25.816675480054073,219.8031043433857,0.0095,25.512609117907232,25.503109117907233,0.0,0.0095
34,12.0,1.0,21.7,25.27,SYN.BTC-4FEB24,43045.7431,23.47,0.0,0.0002,0.0004,5.0,0.5,0.0001,0.0003,"[[0.0004, 1.0], [0.0005, 3.2], [0.0006, 5.0], [0.0008, 1.0], [0.0009, 1.0], [0.0013, 16.0], [0.0017, 100.0], [0.016, 10.0]]","[[0.0002, 12.0], [0.0001, 58.0]]",0.00097696,BTC-4FEB24-43750-C,0.0003,43038.59,20963043177,1706969380737,0.05527,-12.50406,2.41435,0.00027,0.06337,97.08,5.2,-90.0,0.0003,0.0045,day,2024-02-04,43750,2024-02-04,0.0027397260273972603,0.23485,0.43640333333333337,23.486300862630742,139.70432892060126,0.0003,23.26398968026342,23.263689680263422,0.0,0.0003
35,1.0,10.0,0.0,134.79,SYN.BTC-4FEB24,43045.8713,23.45,0.0,0.0005,0.0335,0.0,0.5165,0.0001,,"[[0.0335, 10.0]]","[[0.0005, 1.0]]",0.01704453,BTC-4FEB24-43750-P,0.0166,43038.59,20963043107,1706969375291,-0.83547,-28.27314,2.41104,0.00027,-0.93675,0.0,0.0,,,,day,2024-02-04,43750,2024-02-04,0.0027397260273972603,0.6739499999999999,0.44552833333333336,322.88508547936544,146.20421443092346,0.0003,322.1257789340034,322.1254789340034,0.0,0.0003
36,10.0,16.0,27.64,31.83,SYN.BTC-4FEB24,43045.7432,29.72,0.0,0.0002,0.0004,44.9,0.5,0.0001,0.0003,"[[0.0004, 16.0], [0.0005, 11.5], [0.0006, 26.0], [0.0007, 1.0], [0.0008, 17.0], [0.0011, 1.0], [0.0014, 52.0], [0.014, 10.0]]","[[0.0002, 10.0], [0.0001, 17.3]]",0.00042068,BTC-4FEB24-44000-C,0.0003,43038.59,20963043181,1706969381084,0.04507,-12.48138,2.05789,0.00018,0.05172,1612.55,37.7,-80.0,0.0003,0.002,day,2024-02-04,44000,2024-02-04,0.0027397260273972603,0.29735,0.4378666666666666,24.549587753425385,90.5845787808621,0.0003,24.360180246530945,24.359880246530945,0.0,0.0003
37,1.0,14.4,0.0,71.58,SYN.BTC-4FEB24,43045.8713,29.7,0.0,0.002,0.027,0.0,0.522,0.0001,,"[[0.027, 14.4], [0.0375, 10.0]]","[[0.002, 1.0]]",0.02229581,BTC-4FEB24-44000-P,0.0225,43038.59,20963043024,1706969374794,-0.85073,-30.53025,2.05559,0.00018,-0.94835,0.0,0.0,,,,day,2024-02-04,44000,2024-02-04,0.0027397260273972603,0.3579,0.43819166666666665,48.88421713229582,90.79411754492321,0.0003,48.596450379761336,48.59615037976133,0.0,0.0003
38,9.0,10.0,33.35,131.14,SYN.BTC-4FEB24,43045.8713,33.32,0.0,0.0002,0.0125,1.0,0.5,0.0001,0.0002,"[[0.0125, 10.0]]","[[0.0002, 9.0], [0.0001, 14.0]]",0.00029342,BTC-4FEB24-44250-C,0.0002,43038.59,20963041524,1706969374797,0.02945,-8.5692,1.45843,0.00012,0.0338,8.61,1.0,0.0,0.0002,0.0002,day,2024-02-04,44250,2024-02-04,0.0027397260273972603,0.8224499999999999,0.44882500000000003,296.9408485929471,60.89499595850975,0.0002,296.32485361576255,296.32465361576254,0.0,0.0002
39,0.0,10.0,0.0,137.39,SYN.BTC-4FEB24,43045.8713,33.32,0.0,0.0,0.0415,0.0,0.528,0.0001,,"[[0.0415, 10.0]]",[],0.02797319,BTC-4FEB24-44250-P,0.0282,43038.59,20963041561,1706969374796,-0.87138,-24.29724,1.45843,0.00012,-0.9662,0.0,0.0,,,,day,2024-02-04,44250,2024-02-04,0.0027397260273972603,0.68695,0.46185666666666664,200.26594007799758,66.98749449863317,0.0002,199.74132567473134,199.74112567473134,0.0,0.0002
40,20.7,27.0,34.86,46.2,SYN.BTC-4FEB24,43045.8713,40.5,0.0,0.0001,0.0005,40.5,0.5,0.0001,0.0004,"[[0.0005, 27.0], [0.0006, 26.7], [0.0007, 1.0], [0.0009, 1.0], [0.0035, 1.0], [0.011, 10.0]]","[[0.0001, 20.7]]",0.00018358,BTC-4FEB24-44500-C,0.0003,43038.59,20963041624,1706969374794,0.03065,-10.90943,1.50898,0.0001,0.03523,765.71,31.0,-33.3333,0.0004,0.0006,day,2024-02-04,44500,2024-02-04,0.0027397260273972603,0.4053,0.43973666666666666,23.5068846518584,33.7225367891574,0.0004,23.366474481663772,23.366074481663773,0.0,0.0004
41,1.0,20.0,0.0,85.42,SYN.BTC-4FEB24,43045.7426,40.53,0.0,0.0135,0.038,25.0,0.534,0.0001,0.0001,"[[0.038, 20.0], [0.0455, 10.0]]","[[0.0135, 1.0]]",0.03367093,BTC-4FEB24-44500-P,0.034,43038.65,20963042422,1706969384864,-0.87519,-30.64172,1.51204,0.0001,-0.96468,34317.71,50.0,-99.6805,0.0001,0.0313,day,2024-02-04,44500,2024-02-04,0.0027397260273972603,0.42710000000000004,0.43632499999999996,29.747880487675047,32.617966751494805,0.0001,29.583783604828113,29.583683604828114,0.0,0.0001
42,18.3,19.0,44.68,52.93,SYN.BTC-4FEB24,43045.7426,48.8,0.0,0.0001,0.0003,14.3,0.5,0.0001,0.0004,"[[0.0003, 19.0], [0.0004, 54.0], [0.0005, 27.4], [0.0085, 10.0]]","[[0.0001, 18.3]]",0.00018305,BTC-4FEB24-45000-C,0.0002,43038.65,20963041722,1706969384864,0.01952,-7.87164,1.03721,6e-05,0.02246,139.07,8.3,0.0,0.0003,0.0004,day,2024-02-04,45000,2024-02-04,0.0027397260273972603,0.48805,0.4371533333333334,18.828362906421262,10.079645476729638,0.0004,18.729531811488414,18.729131811488415,0.0,0.0004
43,1.0,20.6,0.0,96.77,SYN.BTC-4FEB24,43045.7426,48.8,0.0,0.025,0.049,39.8,0.5455,0.0001,0.054,"[[0.049, 20.6], [0.0545, 10.0]]","[[0.025, 1.0]]",0.04528261,BTC-4FEB24-45000-P,0.0456,43038.65,20963041772,1706969384864,-0.89658,-25.30788,1.03721,6e-05,-0.97754,0.0,0.0,,,,day,2024-02-04,45000,2024-02-04,0.0027397260273972603,0.48385,0.4355666666666666,17.983974820893536,9.858207560772371,0.054,17.88828784924908,17.834287849249083,0.0,0.054
44,0.0,1.0,0.0,54.11,SYN.BTC-4FEB24,43045.7426,50.02,0.0,0.0,0.0001,0.5,0.5,0.0001,0.0001,"[[0.0001, 1.0], [0.0002, 0.5], [0.0004, 19.0], [0.001, 53.0], [0.0065, 10.0]]",[],0.00018266,BTC-4FEB24-45500-C,0.0001,43038.65,20963041820,1706969384865,0.00629,-2.28732,0.38962,2e-05,0.00723,19.45,2.5,-50.0,0.0001,0.0002,day,2024-02-04,45500,2024-02-04,0.0027397260273972603,0.27055,0.4096216666666666,0.006599861894895476,1.4631467649493004,0.0001,0.006489798316202,0.006389798316202,0.0,0.0001
45,0.0,12.8,0.0,94.39,SYN.BTC-4FEB24,43045.7426,50.02,0.0,0.0,0.059,0.0,0.557,0.0001,,"[[0.059, 12.8], [0.0645, 10.0]]",[],0.05689444,BTC-4FEB24-45500-P,0.0571,43038.65,20963041877,1706969384864,-0.91998,-9.74525,0.38962,2e-05,-0.99277,0.0,0.0,,,,day,2024-02-04,45500,2024-02-04,0.0027397260273972603,0.47195,0.4080833333333334,4.731512363069214,1.413278610311096,0.0001,4.701497072615211,4.701397072615212,0.0,0.0001
