best_bid_amount,best_ask_amount,ask_iv,bid_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,mark_price,open_interest,max_price,min_price,settlement_price,last_price,asks,bids,instrument_name,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price
14.6,14.0,67.66,64.21,BTC-27DEC24,69485.2,108.78,0.0023,0.0031,0.0,0.0228,752.8,0.071,0.007,0.00605672,0.0024,"[[0.0031, 14.0]]","[[0.0023, 14.6]]",BTC-27DEC24-42000-P,66841.17,29188211663,1729886297893,-13.36963,-40.48729,46.53087,1e-05,-0.08957,739.1,5.0,26.3158,0.0019,0.0024,month,27DEC24,42000
6.0,39.0,72.45,55.99,BTC-27DEC24,69485.2,108.78,0.3965,0.4,0.0,0.4183,158.0,0.474,0.3825,0.36737253,0.414,"[[0.4, 39.0]]","[[0.3965, 6.0]]",BTC-27DEC24-42000-C,66841.17,29188430183,1729886297789,58.55357,-40.48671,46.52348,1e-05,0.91044,1191735.72,45.0,-4.1667,0.3775,0.432,month,27DEC24,42000
6.0,38.8,70.33,53.35,BTC-27DEC24,69485.2,108.78,0.368,0.3725,0.0,0.3953,283.2,0.455,0.3565,0.33980441,0.3455,"[[0.3725, 38.8]]","[[0.368, 6.0]]",BTC-27DEC24-44000-C,66841.17,29188429499,1729886297893,59.16229,-46.26897,53.16792,1e-05,0.89253,486434.53,19.9,-12.5316,0.3455,0.395,month,27DEC24,44000
31.6,38.4,64.42,54.08,BTC-27DEC24,69485.2,108.78,0.313,0.3175,0.0,0.3518,538.6,0.4195,0.3075,0.28743397,0.287,"[[0.3175, 38.4]]","[[0.313, 31.6], [0.0005, 4.4]]",BTC-27DEC24-48000-C,66841.17,29188424339,1729886297789,59.56065,-57.71391,66.31934,1e-05,0.85241,253682.03,12.0,-14.7103,0.287,0.3365,month,27DEC24,48000
12.0,7.2,64.34,62.23,BTC-27DEC24,69485.2,108.78,0.0031,0.0037,0.0,0.0285,716.5,0.082,0.0095,0.00890312,0.0049,"[[0.0037, 7.2]]","[[0.0031, 12.0]]",BTC-27DEC24-44000-P,66841.17,29188213012,1729886297893,-16.18615,-46.26891,53.17552,1e-05,-0.10748,1600.4,4.8,0.0,0.0049,0.0049,month,27DEC24,44000
15.5,10.4,64.08,60.97,BTC-27DEC24,69485.2,108.78,0.0035,0.0045,0.0,0.0317,568.5,0.0875,0.011,0.01064888,0.0055,"[[0.0045, 10.4]]","[[0.0035, 15.5]]",BTC-27DEC24-45000-P,66841.17,29188215612,1729886297893,-17.69948,-49.16232,56.50083,1e-05,-0.11699,0.0,0.0,,,,month,27DEC24,45000
6.0,6.0,61.76,53.34,BTC-27DEC24,69485.2,108.78,0.286,0.2905,0.0,0.3314,853.6,0.4025,0.285,0.26287035,0.268,"[[0.2905, 6.0]]","[[0.286, 6.0]]",BTC-27DEC24-50000-C,66841.17,29188393539,1729886297893,59.38371,-63.20032,72.62623,1e-05,0.8305,584284.49,31.5,-16.3807,0.268,0.3205,month,27DEC24,50000
65.4,12.0,60.76,57.29,BTC-27DEC24,69485.2,108.78,0.005,0.0065,0.0,0.0426,800.6,0.106,0.017,0.01736026,0.007,"[[0.0065, 12.0]]","[[0.005, 65.4], [0.0005, 42.3]]",BTC-27DEC24-48000-P,66841.17,29188216893,1729886297789,-22.6383,-57.71234,66.32712,1e-05,-0.1476,0.0,0.0,,,,month,27DEC24,48000
138.5,46.3,59.06,56.27,BTC-27DEC24,69485.2,108.78,0.007,0.0085,0.0,0.051,669.8,0.1195,0.0215,0.02321043,0.0138,"[[0.0085, 46.3]]","[[0.007, 138.5], [0.0005, 46.7]]",BTC-27DEC24-50000-P,66841.17,29188427680,1729886297789,-26.23613,-63.20086,72.62443,1e-05,-0.1695,5916.63,12.2,176.0,0.005,0.0138,month,27DEC24,50000
3.8,6.0,59.37,52.4,BTC-27DEC24,69485.2,108.78,0.2595,0.264,0.0,0.3119,1042.0,0.3865,0.263,0.2395205,0.27,"[[0.264, 6.0], [1.0, 0.1]]","[[0.2595, 3.8]]",BTC-27DEC24-52000-C,66841.17,29188419676,1729886297893,58.97699,-68.43121,78.63465,1e-05,0.80758,267850.24,15.6,-6.7358,0.233,0.2895,month,27DEC24,52000
6.0,0.1,999.0,52.56,BTC-27DEC24,69485.2,108.78,0.2345,1.0,0.0,0.2933,1045.1,0.371,0.2425,0.21745883,0.21,"[[1.0, 0.1]]","[[0.2345, 6.0]]",BTC-27DEC24-54000-C,66841.17,29188409169,1729886297789,58.36588,-73.34453,84.28152,1e-05,0.78382,85413.79,6.0,0.0,0.21,0.21,month,27DEC24,54000
92.8,0.1,999.0,53.7,BTC-27DEC24,69485.2,108.78,0.0125,1.0,0.0,0.0704,396.5,0.148,0.034,0.03862376,0.018,"[[1.0, 0.1]]","[[0.0125, 92.8], [0.0026, 2.0], [0.0005, 8.3], [0.0001, 0.2]]",BTC-27DEC24-54000-P,66841.17,29188325963,1729886297893,-34.10614,-73.34273,84.28506,1e-05,-0.21618,108502.25,96.6,111.7647,0.0085,0.018,month,27DEC24,54000
121.6,30.3,57.4,55.1,BTC-27DEC24,69485.75,108.78,0.0095,0.011,0.0,0.0603,974.6,0.1335,0.027,0.03027235,0.02,"[[0.011, 30.3]]","[[0.0095, 121.6], [0.0005, 90.2], [0.0001, 0.1]]",BTC-27DEC24-52000-P,66841.26,29188384917,1729886298847,-30.06539,-68.4247,78.63424,1e-05,-0.19241,0.0,0.0,,,,month,27DEC24,52000
6.0,4.9,55.67,52.11,BTC-27DEC24,69485.75,108.78,0.222,0.225,0.0,0.2843,1014.7,0.3635,0.2325,0.20692937,0.2265,"[[0.225, 4.9], [1.0, 0.1]]","[[0.222, 6.0], [0.0001, 0.1]]",BTC-27DEC24-55000-C,66841.26,29188388599,1729886298796,57.99238,-75.66076,86.94998,1e-05,0.7717,262346.47,17.5,-11.8677,0.2,0.257,month,27DEC24,55000
75.6,3.8,55.64,53.89,BTC-27DEC24,69485.75,108.78,0.015,0.0165,0.0,0.0759,1661.1,0.156,0.0375,0.04330295,0.0215,"[[0.0165, 3.8], [1.0, 0.1]]","[[0.015, 75.6], [0.0005, 14.4], [0.0001, 0.1]]",BTC-27DEC24-55000-P,66841.26,29188384918,1729886298847,-36.19094,-75.66076,86.94998,1e-05,-0.2283,139103.51,94.5,-12.2449,0.0215,0.0245,month,27DEC24,55000
0.4,0.0,0.0,51.77,BTC-27DEC24,69485.16,108.77,0.187,0.0,0.0,0.2587,568.0,0.342,0.2045,0.17739314,0.1905,[],"[[0.187, 0.4], [0.0001, 0.1]]",BTC-27DEC24-58000-C,66840.56,29188393061,1729886299909,56.61107,-82.03027,94.27401,1e-05,0.73449,208301.84,16.8,-16.2637,0.1655,0.2275,month,27DEC24,58000
2.9,0.1,999.0,51.97,BTC-27DEC24,69485.16,108.77,0.21,1.0,0.0,0.2756,637.8,0.3565,0.223,0.1967398,0.214,"[[1.0, 0.1]]","[[0.21, 2.9], [0.0001, 0.1]]",BTC-27DEC24-56000-C,66840.56,29188386013,1729886299909,57.57247,-77.88326,89.50802,1e-05,0.75941,296912.3,20.7,-10.6472,0.188,0.2395,month,27DEC24,56000
34.7,0.1,128.21,52.99,BTC-27DEC24,69485.16,108.77,0.023,0.12,0.0,0.0934,204.7,0.1795,0.0495,0.05938828,0.0315,"[[0.12, 0.1], [1.0, 0.1]]","[[0.023, 34.7], [0.0005, 7.8], [0.0001, 0.1]]",BTC-27DEC24-58000-P,66840.56,29188307342,1729886299909,-42.71257,-82.02824,94.27692,1e-05,-0.26551,186825.46,81.9,-12.5,0.029,0.036,month,27DEC24,58000
12.3,0.1,999.0,53.7,BTC-27DEC24,69485.16,108.77,0.0175,1.0,0.0,0.0815,738.7,0.1635,0.041,0.04831872,0.0235,"[[1.0, 0.1]]","[[0.0175, 12.3], [0.0032, 0.1], [0.0005, 8.0]]",BTC-27DEC24-56000-P,66840.56,29188219210,1729886299803,-38.32898,-77.87971,89.51389,1e-05,-0.24059,48819.96,29.4,-6.0,0.0235,0.025,month,27DEC24,56000
6.0,0.0,0.0,51.7,BTC-27DEC24,69485.16,108.77,0.1655,0.0,0.0,0.2427,718.6,0.3285,0.1875,0.15943097,0.168,[],"[[0.1655, 6.0], [0.065, 0.3], [0.0145, 0.1], [0.0001, 0.1]]",BTC-27DEC24-60000-C,66840.56,29188427579,1729886299803,55.50471,-85.7512,98.54704,1e-05,0.70923,197282.53,17.7,-16.0,0.1455,0.2,month,27DEC24,60000
36.1,0.1,999.0,52.94,BTC-27DEC24,69485.16,108.77,0.0305,1.0,0.0,0.1062,640.2,0.196,0.059,0.07183523,0.0395,"[[1.0, 0.1]]","[[0.0305, 36.1], [0.0029, 0.1], [0.0005, 7.6], [0.0001, 0.1]]",BTC-27DEC24-60000-P,66840.56,29188325967,1729886299803,-47.24185,-85.74805,98.55109,1e-05,-0.29077,87153.71,31.2,-14.1304,0.0395,0.046,month,27DEC24,60000
8.3,0.0,0.0,53.12,BTC-27DEC24,69485.16,108.77,0.1475,0.0,0.0,0.2276,277.0,0.3155,0.1715,0.14283861,0.1255,[],"[[0.1475, 8.3]]",BTC-27DEC24-62000-C,66840.56,29188385224,1729886299909,54.27797,-89.02608,102.31402,1e-05,0.68377,107028.5,12.7,2.0325,0.123,0.1255,month,27DEC24,62000
7.0,0.0,0.0,0.0,BTC-27DEC24,69485.16,108.77,0.005,0.0,0.0,0.215,34.4,0.303,0.1565,0.12826714,0.2005,[],"[[0.005, 7.0], [0.0001, 0.2]]",BTC-27DEC24-64000-C,66840.56,29086288916,1729886299909,53.82747,-90.92762,106.59621,1e-05,0.65843,0.0,0.0,,,,month,27DEC24,64000
0.5,0.1,999.0,53.29,BTC-27DEC24,69485.16,108.77,0.04,1.0,0.0,0.1199,361.0,0.2135,0.0695,0.08565752,0.05,"[[1.0, 0.1]]","[[0.04, 0.5], [0.0001, 0.1]]",BTC-27DEC24-62000-P,66840.56,29188381116,1729886299909,-51.893,-89.0256,102.31459,1e-05,-0.31623,165025.82,53.3,69.4915,0.0295,0.0585,month,27DEC24,62000
7.1,0.0,0.0,0.0,BTC-27DEC24,69483.23,74.63,0.005,0.0,0.0,0.1475,35.6,0.2165,0.1,0.09451142,0.1775,[],"[[0.005, 7.1]]",BTC-27DEC24-66000-C,66838.56,29131969513,1729886300914,58.05383,-64.40696,110.04148,2e-05,0.62584,0.0,0.0,,,,month,27DEC24,66000
4.1,0.1,89.59,3.59,BTC-27DEC24,69483.23,74.63,0.0005,0.1365,0.0,0.1122,4.3,0.189,0.066,0.12868077,0.19,"[[0.1365, 0.1]]","[[0.0005, 4.1]]",BTC-27DEC24-68000-P,66838.56,29073060034,1729886300810,-63.49826,-66.11186,112.95435,2e-05,-0.41094,0.0,0.0,,,,month,27DEC24,68000
8.5,0.0,0.0,54.27,BTC-27DEC24,69483.23,72.31,0.0935,0.0,0.0,0.1231,362.6,0.202,0.076,0.12898301,0.112,[],"[[0.0935, 8.5], [0.0001, 0.1]]",BTC-27DEC24-70000-P,66838.56,29188409204,1729886300914,-68.22973,-65.83432,113.81689,2e-05,-0.45033,203349.43,34.7,70.9924,0.0655,0.1265,month,27DEC24,70000
0.5,0.0,0.0,54.53,BTC-27DEC24,69483.23,72.31,0.0865,0.0,0.0,0.1157,703.1,0.1855,0.072,0.06450936,0.0725,[],"[[0.0865, 0.5], [0.064, 5.0]]",BTC-27DEC24-70000-C,66838.56,29188393001,1729886300914,51.63836,-65.83357,113.81813,2e-05,0.54967,439811.3,82.7,-37.5,0.065,0.116,month,27DEC24,70000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.23,71.82,0.0,0.0,0.0,0.1042,266.3,0.1725,0.061,0.06396977,0.028,[],[],BTC-27DEC24-72000-C,66838.56,28992315606,1729886300914,49.56686,-65.21502,115.79608,2e-05,0.51258,0.0,0.0,,,,month,27DEC24,72000
1.0,1.0,103.22,10.5,BTC-27DEC24,69483.23,108.77,0.0005,0.1275,0.0,0.136,34.5,0.2315,0.081,0.10150019,0.1757,"[[0.1275, 1.0], [1.0, 0.1]]","[[0.0005, 1.0], [0.0001, 0.1]]",BTC-27DEC24-64000-P,66838.56,29126774760,1729886300914,-57.96889,-90.92455,106.59597,1e-05,-0.34159,0.0,0.0,,,,month,27DEC24,64000
0.9,0.1,999.0,112.4,BTC-27DEC24,69483.23,108.77,0.1475,1.0,0.0,0.1419,1404.8,0.2405,0.087,0.0829484,0.055,"[[1.0, 0.1]]","[[0.1475, 0.9], [0.058, 311.9], [0.0575, 208.0], [0.057, 876.4], [0.0565, 975.6], [0.056, 998.4], [0.0555, 439.1], [0.055, 160.9], [0.0545, 196.0], [0.0001, 0.1]]",BTC-27DEC24-65000-P,66838.56,29188430989,1729886301174,-59.06135,-93.09407,106.98899,1e-05,-0.35449,1570744.64,311.5,46.6667,0.0375,0.1995,month,27DEC24,65000
28.8,141.9,176.37,53.25,BTC-27DEC24,69483.23,108.77,0.121,0.309,0.0,0.2064,790.9,0.297,0.1495,0.09451198,0.1185,"[[0.309, 141.9]]","[[0.121, 28.8], [0.005, 100.0]]",BTC-27DEC24-65000-C,66838.56,29188419368,1729886300914,52.2425,-93.09407,106.98899,1e-05,0.64551,304255.52,41.1,-18.8356,0.095,0.146,month,27DEC24,65000
4.0,0.0,0.0,77.43,BTC-27DEC24,69483.23,74.63,0.138,0.0,0.0,0.1335,39.0,0.2035,0.087,0.09451048,0.139,[],"[[0.138, 4.0], [0.091, 4.0]]",BTC-27DEC24-68000-C,66838.56,29168573356,1729886300914,55.18239,-66.17987,112.84271,2e-05,0.58903,0.0,0.0,,,,month,27DEC24,68000
0.3,0.4,999.0,8.43,BTC-27DEC24,69483.23,74.63,0.0011,2.0,0.0,0.0974,1.5,0.1715,0.054,0.098158,0.0616,"[[2.0, 0.4]]","[[0.0011, 0.3], [0.0001, 0.1]]",BTC-27DEC24-66000-P,66838.56,29073060033,1729886300810,-57.23396,-64.40696,110.04148,2e-05,-0.37416,0.0,0.0,,,,month,27DEC24,66000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.23,71.82,0.0,0.0,0.0,0.1404,0.0,0.22,0.0895,0.15885695,0.2075,[],[],BTC-27DEC24-72000-P,66838.56,29073060036,1729886300914,-76.20163,-65.21502,115.79608,2e-05,-0.48742,0.0,0.0,,,,month,27DEC24,72000
8.9,0.0,0.0,55.79,BTC-27DEC24,69483.23,72.18,0.061,0.0,0.0,0.0877,447.9,0.1565,0.048,0.05331365,0.0465,[],"[[0.061, 8.9]]",BTC-27DEC24-75000-C,66838.56,29188424096,1729886300914,44.01045,-65.85936,114.05844,2e-05,0.45761,114767.01,33.2,-40.7643,0.0445,0.0785,month,27DEC24,75000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.23,71.2,0.0,0.0,0.0,0.1573,0.0,0.2385,0.1045,0.18330154,0.3245,[],[],BTC-27DEC24-74000-P,66838.56,29073060037,1729886300914,-82.82322,-64.55646,115.62487,2e-05,-0.52507,0.0,0.0,,,,month,27DEC24,74000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.23,71.2,0.0,0.0,0.0,0.0923,0.4,0.1595,0.051,0.05800083,0.032,[],[],BTC-27DEC24-74000-C,66838.56,29131969341,1729886300810,46.43884,-64.55646,115.62487,2e-05,0.47493,0.0,0.0,,,,month,27DEC24,74000
10.1,0.0,0.0,55.23,BTC-27DEC24,69483.35,72.18,0.1395,0.0,0.0,0.1671,362.1,0.251,0.114,0.19382113,0.168,[],"[[0.1395, 10.1]]",BTC-27DEC24-75000-P,66838.47,29188429611,1729886302929,-84.41679,-65.85952,114.0587,2e-05,-0.54239,59894.26,8.4,63.9024,0.1025,0.1825,month,27DEC24,75000
30.6,29.7,57.3,54.56,BTC-27DEC24,69483.35,69.8,0.1905,0.1945,0.0,0.2135,211.6,0.299,0.157,0.25293671,0.2145,"[[0.1945, 29.7], [0.195, 38.8], [0.1955, 142.5], [0.196, 376.3], [0.1965, 491.3], [0.197, 391.5], [0.1975, 579.9], [0.198, 329.1], [0.1985, 442.1], [0.199, 1320.8], [0.1995, 1505.0], [0.2, 2020.6], [0.2005, 2014.0], [0.201, 1348.1], [0.2015, 869.6], [0.202, 799.2], [0.2025, 740.6], [0.203, 445.4], [0.2035, 566.0], [0.204, 419.4]]","[[0.1905, 30.6]]",BTC-27DEC24-80000-P,66838.47,29188431232,1729886302929,-100.88223,-60.38359,108.13493,2e-05,-0.63439,674836.92,48.6,46.9178,0.146,0.2405,month,27DEC24,80000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.0,0.0,0.0802,0.1,0.146,0.0415,0.05002572,0.13,[],[],BTC-27DEC24-76000-C,66838.47,28857719080,1729886302929,43.17472,-62.59839,114.35437,2e-05,0.43588,0.0,0.0,,,,month,27DEC24,76000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.0,0.0,0.174,0.0,0.256,0.1195,0.20573996,0.258,[],[],BTC-27DEC24-76000-P,66838.47,29073060039,1729886302824,-89.58091,-62.59839,114.35437,2e-05,-0.56412,0.0,0.0,,,,month,27DEC24,76000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.0,0.0,0.056,0.2,0.118,0.024,0.03156932,0.0125,[],[],BTC-27DEC24-82000-C,66838.47,29073060043,1729886302824,34.05207,-58.01942,105.98953,2e-05,0.33656,0.0,0.0,,,,month,27DEC24,82000
0.1,0.0,0.0,0.0,BTC-27DEC24,69483.35,69.8,0.0005,0.0,0.0,0.2361,0.1,0.3215,0.177,0.27852417,0.2465,[],"[[0.0005, 0.1]]",BTC-27DEC24-82000-P,66838.47,29073060044,1729886302929,-109.18427,-58.01942,105.98953,2e-05,-0.66344,0.0,0.0,,,,month,27DEC24,82000
0.1,0.0,0.0,13.75,BTC-27DEC24,69483.35,69.8,0.0005,0.0,0.0,0.0713,0.2,0.136,0.0345,0.04302315,0.019,[],"[[0.0005, 0.1]]",BTC-27DEC24-78000-C,66838.47,29131968354,1729886302929,40.036,-61.46106,112.2767,2e-05,0.40112,0.0,0.0,,,,month,27DEC24,78000
0.1,0.0,0.0,20.86,BTC-27DEC24,69483.35,69.8,0.0005,0.0,0.0,0.0495,0.3,0.1095,0.02,0.02694394,0.1195,[],"[[0.0005, 0.1]]",BTC-27DEC24-84000-C,66838.47,29131968355,1729886302824,31.24676,-55.84162,102.01114,2e-05,0.30696,0.0,0.0,,,,month,27DEC24,84000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.0,0.0,0.1938,0.1,0.277,0.1375,0.22915093,0.3045,[],[],BTC-27DEC24-78000-P,66838.47,29150886346,1729886302929,-96.2132,-61.46106,112.2767,2e-05,-0.59888,0.0,0.0,,,,month,27DEC24,78000
31.2,0.0,0.0,56.86,BTC-27DEC24,69483.35,69.8,0.0425,0.0,0.0,0.0621,438.2,0.1265,0.029,0.03639864,0.032,[],"[[0.0425, 31.2], [0.0005, 6.7]]",BTC-27DEC24-80000-C,66838.47,29188327147,1729886302929,36.11052,-60.38175,108.14005,2e-05,0.36562,74465.07,22.1,-48.8,0.031,0.0625,month,27DEC24,80000
0.0,0.0,0.0,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.0,0.0,0.2584,12.1,0.3445,0.1985,0.30431232,0.3455,[],[],BTC-27DEC24-84000-P,66838.47,29073060046,1729886302929,-115.48315,-55.84162,102.01114,2e-05,-0.69304,0.0,0.0,,,,month,27DEC24,84000
0.0,89.4,57.92,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.0295,0.0,0.0455,201.3,0.106,0.018,0.02444679,0.0295,"[[0.0295, 89.4], [0.03, 1076.6], [0.0305, 1447.3], [0.031, 515.0], [0.0315, 519.0], [0.032, 549.3], [0.0325, 1061.5], [0.033, 1175.2], [0.0335, 659.2], [0.034, 736.3], [0.0345, 911.4], [0.035, 794.8], [0.0355, 331.2], [0.036, 145.9], [0.0365, 395.8], [0.037, 984.9], [0.0375, 708.5], [0.038, 210.4], [0.0385, 75.0], [0.039, 156.4]]",[],BTC-27DEC24-85000-C,66838.47,29188431143,1729886302929,29.08492,-54.9594,98.4213,2e-05,0.29,328670.39,148.4,-33.7079,0.0205,0.045,month,27DEC24,85000
0.0,10.1,60.0,0.0,BTC-27DEC24,69483.35,69.8,0.0,0.2555,0.0,0.2689,117.4,0.356,0.2095,0.31702233,0.2815,"[[0.2555, 10.1]]",[],BTC-27DEC24-85000-P,66838.47,29188418543,1729886302929,-116.46743,-54.95924,98.4221,2e-05,-0.71,322381.1,20.4,40.399,0.2005,0.2815,month,27DEC24,85000
0.0,0.0,0.0,0.0,BTC-27DEC24,69482.91,69.8,0.0,0.0,0.0,0.0437,7.0,0.102,0.0165,0.0229451,0.094,[],[],BTC-27DEC24-86000-C,66837.92,29073060048,1729886303935,28.58348,-53.43995,97.62379,2e-05,0.27922,0.0,0.0,,,,month,27DEC24,86000
0.0,0.0,0.0,0.0,BTC-27DEC24,69482.91,69.8,0.0,0.0,0.0,0.2814,0.1,0.368,0.2205,0.33072701,0.451,[],[],BTC-27DEC24-86000-P,66837.92,28791767014,1729886303935,-121.64,-53.43995,97.62379,2e-05,-0.72078,0.0,0.0,,,,month,27DEC24,86000
17.6,26.1,65.86,54.98,BTC-27DEC24,69482.91,69.8,0.3775,0.387,0.0,0.391,169.3,0.479,0.3285,0.45525106,0.4115,"[[0.387, 26.1]]","[[0.3775, 17.6], [0.0005, 25.0]]",BTC-27DEC24-95000-P,66837.92,29188430197,1729886303935,-144.80511,-41.23709,73.84737,1e-05,-0.826,833303.07,31.0,27.0062,0.324,0.4505,month,27DEC24,95000
0.0,0.0,0.0,0.0,BTC-27DEC24,69482.91,69.8,0.0,0.0,0.0,0.305,0.0,0.392,0.2435,0.35769459,0.2445,[],[],BTC-27DEC24-88000-P,66837.92,28791763353,1729886303935,-127.64452,-50.87351,92.93544,2e-05,-0.74664,0.0,0.0,,,,month,27DEC24,88000
14.7,45.4,60.36,58.97,BTC-27DEC24,69482.91,69.8,0.0205,0.022,0.0,0.0331,325.0,0.0885,0.011,0.01619737,0.023,"[[0.022, 45.4]]","[[0.0205, 14.7]]",BTC-27DEC24-90000-C,66837.92,29188409281,1729886303831,22.98414,-48.30256,86.50118,1e-05,0.22624,78027.08,49.7,-2.1277,0.023,0.0235,month,27DEC24,90000
9.7,0.0,0.0,30.24,BTC-27DEC24,69482.91,69.8,0.0017,0.0,0.0,0.0385,0.4,0.095,0.0135,0.01949915,0.09,[],"[[0.0017, 9.7]]",BTC-27DEC24-88000-C,66837.92,29073060049,1729886303935,26.07253,-50.87351,92.93544,2e-05,0.25336,0.0,0.0,,,,month,27DEC24,88000
26.8,24.3,64.11,55.27,BTC-27DEC24,69482.91,69.8,0.312,0.3215,0.0,0.3283,336.8,0.4165,0.267,0.38480603,0.361,"[[0.3215, 24.3]]","[[0.312, 26.8]]",BTC-27DEC24-90000-P,66837.92,29188427695,1729886303935,-131.12928,-48.30262,86.50033,1e-05,-0.77376,413672.26,19.4,40.7407,0.2565,0.3655,month,27DEC24,90000
39.1,111.1,63.02,61.64,BTC-27DEC24,69482.91,69.8,0.0105,0.0115,0.0,0.017,511.1,0.061,0.0021,0.0068824,0.0075,"[[0.0115, 111.1]]","[[0.0105, 39.1], [0.0028, 2.0], [0.0005, 16.9]]",BTC-27DEC24-100000-C,66837.92,29188429645,1729886303831,13.70311,-34.36083,61.53338,1e-05,0.1322,64553.3,59.7,-53.125,0.0075,0.016,month,27DEC24,100000
32.3,17.1,64.37,62.66,BTC-27DEC24,69482.91,69.8,0.0075,0.0085,0.0,0.0121,428.8,0.051,0.0001,0.00514431,0.0049,"[[0.0085, 17.1]]","[[0.0075, 32.3]]",BTC-27DEC24-105000-C,66837.92,29188188672,1729886303831,10.38994,-28.05651,50.25198,1e-05,0.09942,67770.9,104.5,-55.4545,0.0049,0.011,month,27DEC24,105000
0.1,274.4,60.22,30.32,BTC-27DEC24,69482.91,69.8,0.0003,0.0145,0.0,0.0238,449.3,0.0735,0.0065,0.01060825,0.0145,"[[0.0145, 274.4], [0.015, 1564.0], [0.0155, 2159.6], [0.016, 1350.3], [0.0165, 1867.8], [0.017, 1457.6], [0.0175, 2200.0], [0.018, 1368.5], [0.0185, 323.8], [0.019, 347.1]]","[[0.0003, 0.1]]",BTC-27DEC24-95000-C,66837.92,29188431140,1729886303935,17.86974,-41.23709,73.84737,1e-05,0.174,381954.83,327.3,-36.9565,0.0095,0.023,month,27DEC24,95000
25.8,55.1,64.08,54.02,BTC-27DEC24,69482.88,69.8,0.445,0.4515,0.0,0.4562,2106.6,0.544,0.3925,0.52755775,0.412,"[[0.4515, 55.1], [0.452, 386.0], [0.4525, 361.1], [0.453, 584.9], [0.4535, 1909.4], [0.454, 2137.8], [0.4545, 2198.6], [0.455, 1950.7], [0.4555, 1129.5], [0.456, 2057.3], [0.4565, 1241.3], [0.457, 830.8], [0.4575, 236.0], [0.458, 123.7], [0.4585, 197.1], [0.459, 130.7], [0.4595, 33.5], [0.46, 33.6], [0.4605, 33.5], [0.461, 33.3]]","[[0.445, 25.8], [0.35, 100.0], [0.1, 1.0]]",BTC-27DEC24-100000-P,66837.76,29188431368,1729886304942,-157.53361,-34.36076,61.53325,1e-05,-0.8678,2349559.55,76.1,10.1604,0.374,0.5215,month,27DEC24,100000
12.0,102.3,66.94,63.86,BTC-27DEC24,69484.85,69.8,0.0055,0.007,0.0,0.0086,341.3,0.0425,0.0001,0.00378806,0.0039,"[[0.007, 102.3]]","[[0.0055, 12.0]]",BTC-27DEC24-110000-C,66839.67,29188188899,1729886305949,7.79959,-22.52243,40.33988,1e-05,0.07412,1326.87,5.0,0.0,0.0039,0.0039,month,27DEC24,110000
15.0,25.6,74.38,71.15,BTC-27DEC24,69484.85,72.76,0.0012,0.0017,0.0,0.0014,232.6,0.017,0.0001,0.00088416,0.0026,"[[0.0017, 25.6]]","[[0.0012, 15.0]]",BTC-27DEC24-140000-C,66839.67,29188189636,1729886305949,1.58867,-6.25964,10.7554,0.0,0.01478,0.0,0.0,,,,month,27DEC24,140000
12.0,2.5,70.3,68.86,BTC-27DEC24,69484.85,69.8,0.0019,0.0022,0.0,0.0021,295.4,0.02,0.0001,0.00124406,0.0033,"[[0.0022, 2.5]]","[[0.0019, 12.0]]",BTC-27DEC24-130000-C,66839.67,29188189202,1729886305949,2.30719,-8.25822,14.79128,0.0,0.02148,4525.07,20.2,0.0,0.0033,0.0033,month,27DEC24,130000
11.8,25.6,79.31,35.61,BTC-27DEC24,69484.85,69.8,0.727,0.7355,0.0,0.7313,75.8,0.819,0.662,0.82695259,0.7875,"[[0.7355, 25.6]]","[[0.727, 11.8]]",BTC-27DEC24-120000-P,66839.67,29188430185,1729886305845,-201.19462,-13.92173,24.93104,0.0,-0.9597,1144403.34,21.1,-4.1388,0.7875,0.8215,month,27DEC24,120000
25.7,2.7,70.17,55.11,BTC-27DEC24,69484.85,69.8,0.515,0.5235,0.0,0.5233,74.1,0.611,0.4585,0.60185294,0.484,"[[0.5235, 2.7]]","[[0.515, 25.7]]",BTC-27DEC24-105000-P,66839.67,29188429366,1729886305949,-169.41053,-28.05839,50.24697,1e-05,-0.90058,1656634.37,47.8,7.1982,0.4515,0.5975,month,27DEC24,105000
