best_bid_amount,best_ask_amount,ask_iv,bid_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,mark_price,open_interest,max_price,min_price,settlement_price,last_price,asks,bids,instrument_name,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price
51.4,69.9,57.71,56.01,BTC-29NOV24,68441.85,56.87,0.0425,0.0445,0.0,0.0435,52.0,0.0925,0.017,0.03481586,0.0485,"[[0.0445, 69.9]]","[[0.0425, 51.4]]",BTC-29NOV24-73000-C,66858.69,29188382139,1729886288726,22.36846,-66.50377,80.69377,3e-05,0.38925,96362.93,42.2,44.7761,0.0335,0.0485,month,29NOV24,73000
15.4,22.9,56.74,55.52,BTC-29NOV24,68441.85,56.15,0.058,0.0595,0.0,0.0588,170.1,0.11,0.0275,0.04825516,0.065,"[[0.0595, 22.9]]","[[0.058, 15.4]]",BTC-29NOV24-70000-C,66858.69,29188379026,1729886288726,27.40961,-68.23607,83.86853,3e-05,0.48242,245054.54,54.1,31.3131,0.03,0.1062,month,29NOV24,70000
9.6,0.0,0.0,55.06,BTC-29NOV24,68441.85,56.2,0.089,0.0,0.0,0.0904,300.3,0.1515,0.051,0.10566537,0.0925,[],"[[0.089, 9.6]]",BTC-29NOV24-71000-P,66858.69,29188426817,1729886288726,-41.43774,-67.83441,83.28332,3e-05,-0.55012,134245.78,19.5,-12.7358,0.086,0.106,month,29NOV24,71000
8.0,7.2,56.93,55.3,BTC-29NOV24,68441.85,56.15,0.0805,0.0825,0.0,0.0815,60.5,0.1415,0.044,0.0957069,0.0825,"[[0.0825, 7.2]]","[[0.0805, 8.0], [0.08, 104.8], [0.0795, 1428.8], [0.079, 958.4], [0.0785, 1799.5], [0.078, 2012.9], [0.0775, 1970.5], [0.077, 492.9], [0.0765, 608.3], [0.076, 405.1], [0.0755, 79.0], [0.075, 30.0], [0.0745, 72.3]]",BTC-29NOV24-70000-P,66858.69,29188428073,1729886288726,-38.75969,-68.23879,83.86512,3e-05,-0.51759,796393.35,140.7,-14.0625,0.0705,0.0965,month,29NOV24,70000
12.0,4.5,57.33,55.25,BTC-29NOV24,68441.85,56.71,0.0985,0.101,0.0,0.1003,92.5,0.1625,0.059,0.11618788,0.0755,"[[0.101, 4.5]]","[[0.0985, 12.0]]",BTC-29NOV24-72000-P,66858.69,29188427087,1729886288726,-44.04934,-67.57369,82.22592,3e-05,-0.58064,0.0,0.0,,,,month,29NOV24,72000
10.0,7.4,58.47,55.5,BTC-29NOV24,68441.85,56.87,0.1085,0.112,0.0,0.1101,41.4,0.1735,0.0675,0.12715417,0.118,"[[0.112, 7.4]]","[[0.1085, 10.0]]",BTC-29NOV24-73000-P,66858.69,29188427821,1729886288764,-46.6364,-66.50611,80.69011,3e-05,-0.61076,0.0,0.0,,,,month,29NOV24,73000
37.0,30.8,57.01,55.36,BTC-29NOV24,68441.85,56.2,0.052,0.054,0.0,0.053,62.4,0.1035,0.0235,0.04325455,0.059,"[[0.054, 30.8]]","[[0.052, 37.0]]",BTC-29NOV24-71000-C,66858.69,29188408613,1729886288764,25.6751,-67.83375,83.28419,3e-05,0.44988,139243.67,36.7,12.381,0.051,0.06,month,29NOV24,71000
20.7,25.3,57.32,56.07,BTC-29NOV24,68441.85,56.71,0.0475,0.049,0.0,0.0483,108.3,0.098,0.02,0.03881651,0.051,"[[0.049, 25.3]]","[[0.0475, 20.7]]",BTC-29NOV24-72000-C,66858.69,29188425090,1729886288764,24.0082,-67.57369,82.22592,3e-05,0.41936,18751.32,5.6,8.5106,0.0455,0.054,month,29NOV24,72000
35.8,76.1,58.19,56.46,BTC-29NOV24,68441.85,57.24,0.0385,0.0405,0.0,0.0394,42.9,0.0875,0.0145,0.03125243,0.044,"[[0.0405, 76.1]]","[[0.0385, 35.8]]",BTC-29NOV24-74000-C,66858.69,29188427107,1729886288764,20.80821,-65.37103,78.80151,3e-05,0.36104,90635.31,32.4,35.3846,0.0325,0.044,month,29NOV24,74000
4.0,57.1,60.17,55.4,BTC-29NOV24,68441.85,57.24,0.1185,0.124,0.0,0.1206,20.3,0.185,0.0765,0.1385515,0.118,"[[0.124, 57.1]]","[[0.1185, 4.0]]",BTC-29NOV24-74000-P,66858.69,29188426917,1729886288764,-49.13981,-65.37103,78.80151,3e-05,-0.63896,0.0,0.0,,,,month,29NOV24,74000
95.3,45.9,59.35,57.85,BTC-29NOV24,68441.9,58.56,0.0255,0.027,0.0,0.0262,105.4,0.07,0.0075,0.0197486,0.029,"[[0.027, 45.9]]","[[0.0255, 95.3]]",BTC-29NOV24-78000-C,66858.66,29188427272,1729886289733,15.27813,-58.19402,68.57258,3e-05,0.26237,3416.12,2.0,34.8837,0.0215,0.029,month,29NOV24,78000
0.0,0.0,0.0,0.0,BTC-29NOV24,68441.9,57.94,0.0,0.0,0.0,0.1549,0.0,0.22,0.106,0.17486211,0.2625,[],[],BTC-29NOV24-77000-P,66858.66,29033283471,1729886289836,-58.118,-59.22836,73.10109,3e-05,-0.71191,0.0,0.0,,,,month,29NOV24,77000
62.8,76.1,58.36,56.57,BTC-29NOV24,68441.9,57.47,0.0345,0.0365,0.0,0.0355,37.8,0.0825,0.0125,0.02817702,0.0395,"[[0.0365, 76.1]]","[[0.0345, 62.8]]",BTC-29NOV24-75000-C,66858.66,29188379949,1729886289733,19.29876,-63.75883,76.55464,3e-05,0.33379,84135.74,37.3,41.0714,0.0275,0.0395,month,29NOV24,75000
92.1,62.7,59.96,58.31,BTC-29NOV24,68441.9,59.14,0.0205,0.022,0.0,0.0213,46.4,0.0625,0.0055,0.01599966,0.0235,"[[0.022, 62.7]]","[[0.0205, 92.1], [0.0026, 2.0]]",BTC-29NOV24-80000-C,66858.66,29188369411,1729886289836,12.9551,-53.6084,62.5488,2e-05,0.22149,6637.4,4.2,0.0,0.0235,0.0235,month,29NOV24,80000
41.4,45.8,62.62,54.11,BTC-29NOV24,68441.9,58.56,0.1615,0.17,0.0,0.1659,23.3,0.233,0.1175,0.18690296,0.16,"[[0.17, 45.8]]","[[0.1615, 41.4]]",BTC-29NOV24-78000-P,66858.66,29188423835,1729886289733,-58.45087,-58.19402,68.57258,3e-05,-0.73763,0.0,0.0,,,,month,29NOV24,78000
4.0,4.0,61.17,55.83,BTC-29NOV24,68441.9,57.47,0.1295,0.1355,0.0,0.1313,56.9,0.1965,0.086,0.15044172,0.211,"[[0.1355, 4.0]]","[[0.1295, 4.0]]",BTC-29NOV24-75000-P,66858.66,29188407563,1729886289733,-51.5974,-63.76025,76.55173,3e-05,-0.66621,0.0,0.0,,,,month,29NOV24,75000
5.0,50.2,61.46,54.54,BTC-29NOV24,68441.9,57.94,0.139,0.1465,0.0,0.1427,105.8,0.2085,0.096,0.16223695,0.119,"[[0.1465, 50.2]]","[[0.139, 5.0]]",BTC-29NOV24-76000-P,66858.66,29188426991,1729886289836,-53.93757,-62.24296,74.12286,3e-05,-0.69108,0.0,0.0,,,,month,29NOV24,76000
0.0,0.0,0.0,0.0,BTC-29NOV24,68441.9,57.94,0.0,0.0,0.0,0.0298,0.0,0.0735,0.0085,0.02266374,0.1,[],[],BTC-29NOV24-77000-C,66858.66,29073055685,1729886289836,17.31592,-59.22836,73.10109,3e-05,0.28809,0.0,0.0,,,,month,29NOV24,77000
64.1,47.4,58.66,57.28,BTC-29NOV24,68441.9,57.94,0.0315,0.033,0.0,0.0322,152.3,0.0785,0.0105,0.02500219,0.0355,"[[0.033, 47.4]]","[[0.0315, 64.1]]",BTC-29NOV24-76000-C,66858.66,29188426956,1729886289836,17.90094,-62.24296,74.12286,3e-05,0.30892,91409.31,42.6,42.0,0.025,0.0355,month,29NOV24,76000
38.2,38.2,62.75,54.48,BTC-29NOV24,68441.44,59.14,0.186,0.1935,0.0,0.1901,61.2,0.258,0.14,0.21308239,0.1855,"[[0.1935, 38.2]]","[[0.186, 38.2]]",BTC-29NOV24-80000-P,66858.12,29188427045,1729886290843,-62.66716,-53.60446,62.54096,2e-05,-0.77854,0.0,0.0,,,,month,29NOV24,80000
99.7,153.3,60.68,58.86,BTC-29NOV24,68441.44,59.77,0.0165,0.018,0.0,0.0173,13.2,0.056,0.0023,0.01299822,0.019,"[[0.018, 153.3]]","[[0.0165, 99.7]]",BTC-29NOV24-82000-C,66858.12,29188382164,1729886290740,10.93851,-48.86892,56.41783,2e-05,0.18632,1661.06,1.3,0.0,0.019,0.019,month,29NOV24,82000
34.4,34.4,65.8,54.11,BTC-29NOV24,68441.44,60.74,0.237,0.2455,0.0,0.2416,54.3,0.3105,0.1895,0.26696227,0.2355,"[[0.2455, 34.4]]","[[0.237, 34.4]]",BTC-29NOV24-84000-P,66858.12,29188418320,1729886290843,-70.11352,-44.66523,50.74023,2e-05,-0.84218,0.0,0.0,,,,month,29NOV24,84000
35.9,36.0,64.63,54.9,BTC-29NOV24,68441.44,59.77,0.2115,0.2195,0.0,0.2153,57.1,0.284,0.164,0.24001048,0.2035,"[[0.2195, 36.0]]","[[0.2115, 35.9]]",BTC-29NOV24-82000-P,66858.12,29188425146,1729886290843,-66.57296,-48.869,56.41338,2e-05,-0.81369,0.0,0.0,,,,month,29NOV24,82000
101.1,87.7,61.75,59.73,BTC-29NOV24,68441.44,60.74,0.0135,0.015,0.0,0.0142,0.1,0.051,0.0001,0.01002004,0.0155,"[[0.015, 87.7]]","[[0.0135, 101.1]]",BTC-29NOV24-84000-C,66858.12,29188371397,1729886290740,9.28957,-44.6655,50.74359,2e-05,0.15783,16315.27,15.9,34.7826,0.0115,0.0155,month,29NOV24,84000
90.9,203.0,62.69,59.84,BTC-29NOV24,68438.41,61.22,0.012,0.014,0.0,0.013,91.2,0.0485,0.0001,0.00923777,0.0145,"[[0.014, 203.0]]","[[0.012, 90.9]]",BTC-29NOV24-85000-C,66854.98,29188426847,1729886291747,8.5557,-42.59337,48.00455,2e-05,0.14521,20963.83,21.8,45.0,0.01,0.0145,month,29NOV24,85000
0.0,0.0,0.0,0.0,BTC-29NOV24,68438.41,62.2,0.0,0.0,0.0,0.296,0.0,0.365,0.2415,0.32408819,,[],[],BTC-29NOV24-88000-P,66854.98,29033283665,1729886291747,-79.09991,-36.44526,41.90071,1e-05,-0.88374,0.0,0.0,,,,month,29NOV24,88000
23.6,32.0,73.93,43.85,BTC-29NOV24,68438.41,65.24,0.3885,0.397,0.0,0.3931,8.6,0.4645,0.337,0.4248335,0.425,"[[0.397, 32.0]]","[[0.3885, 23.6]]",BTC-29NOV24-95000-P,66854.98,29188426982,1729886291747,-86.08485,-24.44809,25.85724,1e-05,-0.93756,241836.66,8.4,0.0,0.425,0.425,month,29NOV24,95000
21.0,79.9,66.44,64.05,BTC-29NOV24,68438.41,65.24,0.0046,0.0055,0.0,0.005,403.8,0.0305,0.0001,0.00329259,0.0046,"[[0.0055, 79.9]]","[[0.0046, 21.0]]",BTC-29NOV24-95000-C,66854.98,29188401741,1729886291850,3.71368,-24.4489,25.85914,1e-05,0.06244,6461.79,20.0,-8.0,0.0046,0.005,month,29NOV24,95000
0.0,0.0,0.0,0.0,BTC-29NOV24,68438.41,61.22,0.0,0.0,0.0,0.2688,0.0,0.3375,0.215,0.29531672,0.384,[],[],BTC-29NOV24-86000-P,66854.98,29115589573,1729886291850,-75.91724,-40.12103,46.86458,2e-05,-0.86349,0.0,0.0,,,,month,29NOV24,86000
0.0,0.0,0.0,0.0,BTC-29NOV24,68438.41,67.31,0.0,0.0,0.0,0.002,0.0,0.018,0.0001,0.00167061,0.0001,[],[],BTC-29NOV24-105000-C,66854.98,29073055638,1729886291747,1.67599,-12.57458,13.36114,0.0,0.02702,0.0,0.0,,,,month,29NOV24,105000
33.9,33.9,65.97,53.36,BTC-29NOV24,68434.4,61.23,0.25,0.2585,0.0,0.2549,61.0,0.3245,0.2025,0.28113951,0.249,"[[0.2585, 33.9]]","[[0.25, 33.9]]",BTC-29NOV24-85000-P,66850.67,29188427342,1729886292857,-71.79303,-42.58675,47.99228,2e-05,-0.85483,0.0,0.0,,,,month,29NOV24,85000
0.0,0.0,0.0,0.0,BTC-29NOV24,68438.41,67.31,0.0,0.0,0.0,0.6083,0.0,0.6815,0.546,0.6472464,,[],[],BTC-29NOV24-110000-P,66854.98,29033283795,1729886291747,-106.77267,-8.01949,8.52112,0.0,-0.98412,0.0,0.0,,,,month,29NOV24,110000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,71.11,0.0,0.0,0.0,0.001,12.0,0.0155,0.0001,0.00126665,0.0093,[],[],BTC-29NOV24-115000-C,66850.67,29073055640,1729886292754,0.81934,-7.21311,7.25465,0.0,0.01318,0.0,0.0,,,,month,29NOV24,115000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,61.23,0.0,0.0,0.0,0.0122,0.0,0.0455,0.0001,0.00844581,,[],[],BTC-29NOV24-86000-C,66850.67,29126813837,1729886292754,8.33076,-40.11493,46.85276,2e-05,0.13647,0.0,0.0,,,,month,29NOV24,86000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,62.21,0.0,0.0,0.0,0.0102,0.0,0.0415,0.0001,0.00729005,0.0001,[],[],BTC-29NOV24-88000-C,66850.67,29073055692,1729886292754,7.10796,-36.44004,41.89037,1e-05,0.11623,0.0,0.0,,,,month,29NOV24,88000
32.4,310.4,63.01,50.83,BTC-29NOV24,68434.4,63.15,0.318,0.323,0.0,0.3229,81.7,0.3935,0.2685,0.35245011,0.3515,"[[0.323, 310.4], [0.3235, 673.2], [0.324, 1052.2], [0.3245, 2692.5], [0.325, 2647.4], [0.3255, 1976.6], [0.326, 887.3], [0.3265, 1758.4], [0.327, 1576.7], [0.3275, 1099.3], [0.328, 596.9], [0.3285, 57.3], [0.3935, 3.1]]","[[0.318, 32.4]]",BTC-29NOV24-90000-P,66850.67,29188428635,1729886292754,-79.47703,-32.39959,35.40488,1e-05,-0.90557,373326.02,15.7,0.1425,0.351,0.3515,month,29NOV24,90000
74.3,213.6,65.13,61.27,BTC-29NOV24,68434.4,63.15,0.007,0.009,0.0,0.008,282.3,0.038,0.0001,0.00572527,0.007,"[[0.009, 213.6]]","[[0.007, 74.3]]",BTC-29NOV24-90000-C,66850.67,29188426852,1729886292857,5.59489,-32.39959,35.40488,1e-05,0.09443,10436.6,20.0,-17.6471,0.007,0.0085,month,29NOV24,90000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,71.11,0.0,0.0,0.0,0.6812,0.0,0.7575,0.616,0.7220824,0.6415,[],[],BTC-29NOV24-115000-P,66850.67,29033283816,1729886292754,-111.84172,-7.21311,7.25465,0.0,-0.98682,0.0,0.0,,,,month,29NOV24,115000
0.0,29.3,77.4,0.0,BTC-29NOV24,68434.4,66.82,0.0,0.468,0.0,0.4642,4.5,0.5365,0.406,0.49845407,0.499,"[[0.468, 29.3]]",[],BTC-29NOV24-100000-P,66850.67,29188426997,1729886292754,-92.09984,-17.77879,18.3592,1e-05,-0.95938,54084.7,1.6,0.0,0.499,0.499,month,29NOV24,100000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,71.16,0.0,0.0,0.0,0.0006,0.0,0.0155,0.0001,0.00079223,0.0515,[],[],BTC-29NOV24-120000-C,66850.67,29073055641,1729886292857,0.49743,-4.65581,4.6793,0.0,0.00797,0.0,0.0,,,,month,29NOV24,120000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,67.31,0.0,0.0,0.0,0.5362,0.0,0.6085,0.476,0.57285021,0.502,[],[],BTC-29NOV24-105000-P,66850.67,29066826410,1729886292754,-101.18961,-12.56711,13.3532,0.0,-0.973,0.0,0.0,,,,month,29NOV24,105000
0.0,0.0,0.0,0.0,BTC-29NOV24,68434.4,67.31,0.0,0.0,0.0,0.001,25.0,0.016,0.0001,0.00124872,0.0015,[],[],BTC-29NOV24-110000-C,66850.67,29179229715,1729886292857,0.90183,-7.63347,7.92177,0.0,0.01479,2535.63,25.0,0.0,0.0015,0.0015,month,29NOV24,110000
12.0,2.5,67.76,65.9,BTC-29NOV24,68434.4,66.82,0.0029,0.0034,0.0,0.0031,56.9,0.024,0.0001,0.00209439,0.0038,"[[0.0034, 2.5]]","[[0.0029, 12.0]]",BTC-29NOV24-100000-C,66850.67,29188379839,1729886292754,2.42511,-17.7805,18.36245,1e-05,0.04063,0.0,0.0,,,,month,29NOV24,100000
84.7,51.9,179.8,0.0,BTC-27DEC24,69489.82,131.78,0.724,0.7865,0.0,0.7843,357.3,0.799,0.7695,0.77207816,0.757,"[[0.7865, 51.9]]","[[0.724, 84.7]]",BTC-27DEC24-15000-C,66847.98,29188329623,1729886293865,25.54455,-1.04069,0.98722,0.0,0.99898,0.0,0.0,,,,month,27DEC24,15000
0.0,0.0,0.0,0.0,BTC-29NOV24,68432.28,71.16,0.0,0.0,0.0,0.754,0.0,0.832,0.6865,0.79642606,1.0025,[],[],BTC-29NOV24-120000-P,66847.98,29033283667,1729886293761,-117.06213,-4.6541,4.67758,0.0,-0.99203,0.0,0.0,,,,month,29NOV24,120000
0.0,31.7,105.58,0.0,BTC-29NOV24,68432.28,76.68,0.0,0.832,0.0,0.827,0.0,0.909,0.7565,0.87088344,1.13,"[[0.832, 31.7]]",[],BTC-29NOV24-125000-P,66847.98,29188427368,1729886293761,-117.71203,-4.77811,4.29996,0.0,-0.99261,0.0,0.0,,,,month,29NOV24,125000
19.8,18.0,79.07,74.32,BTC-29NOV24,68427.93,76.68,0.0004,0.0007,0.0,0.0005,0.3,0.0155,0.0001,0.0004321,0.0001,"[[0.0007, 18.0]]","[[0.0004, 19.8]]",BTC-29NOV24-125000-C,66842.93,29188206968,1729886294824,0.44366,-4.77885,4.30167,0.0,0.00739,0.0,0.0,,,,month,29NOV24,125000
76.2,1.1,0.0,0.0,BTC-27DEC24,69485.34,131.78,0.8,0.8455,0.0,0.8561,536.5,0.871,0.8415,0.84794075,0.839,"[[0.8455, 1.1], [0.858, 62.2]]","[[0.8, 76.2]]",BTC-27DEC24-10000-C,66842.93,29188207009,1729886294789,17.11731,-0.07976,0.07566,0.0,0.99994,0.0,0.0,,,,month,27DEC24,10000
155.8,0.1,138.69,124.85,BTC-27DEC24,69485.34,131.78,0.0001,0.0003,0.0,0.0002,138.0,0.015,0.0001,0.00017974,0.0007,"[[0.0003, 0.1]]","[[0.0001, 155.8]]",BTC-27DEC24-15000-P,66842.93,29188226280,1729886294789,-0.14303,-1.04111,0.98768,0.0,-0.00102,0.0,0.0,,,,month,27DEC24,15000
8.0,16.3,175.17,157.66,BTC-27DEC24,69485.34,131.78,0.0001,0.0003,0.0,0.0,136.6,0.015,0.0001,8.42e-06,0.0001,"[[0.0003, 16.3]]","[[0.0001, 8.0]]",BTC-27DEC24-10000-P,66842.93,29188225722,1729886294789,-0.00883,-0.07975,0.07566,0.0,-6e-05,2.04,0.2,-50.0,0.0001,0.0002,month,27DEC24,10000
5.8,0.1,113.28,101.9,BTC-27DEC24,69485.34,108.81,0.0001,0.0003,0.0,0.0002,116.8,0.015,0.0001,0.00012276,0.0003,"[[0.0003, 0.1], [0.0004, 12.0]]","[[0.0001, 5.8]]",BTC-27DEC24-20000-P,66842.93,29188227029,1729886294789,-0.18947,-1.13954,1.30935,0.0,-0.00139,0.0,0.0,,,,month,27DEC24,20000
50.0,20.9,0.0,0.0,BTC-27DEC24,69485.34,108.81,0.65,0.712,0.0,0.7124,404.8,0.727,0.6975,0.69598734,0.692,"[[0.712, 20.9], [0.714, 6.0]]","[[0.65, 50.0], [0.632, 89.5]]",BTC-27DEC24-20000-C,66842.93,29188419680,1729886294789,34.058,-1.13904,1.3086,0.0,0.99861,0.0,0.0,,,,month,27DEC24,20000
20.5,2.0,101.34,89.93,BTC-27DEC24,69485.34,108.81,0.0002,0.0006,0.0,0.0011,1441.2,0.016,0.0001,0.00055142,0.0008,"[[0.0006, 2.0]]","[[0.0002, 20.5]]",BTC-27DEC24-25000-P,66842.93,29188227661,1729886294768,-0.87434,-4.4374,5.09866,0.0,-0.00629,0.0,0.0,,,,month,27DEC24,25000
50.0,41.1,98.71,0.0,BTC-27DEC24,69485.34,108.81,0.475,0.5425,0.0,0.5447,231.8,0.5785,0.522,0.5146557,0.5395,"[[0.5425, 41.1]]","[[0.475, 50.0], [0.4025, 140.6]]",BTC-27DEC24-32000-C,66842.93,29188381128,1729886294789,51.11566,-14.99596,17.22911,0.0,0.97425,0.0,0.0,,,,month,27DEC24,32000
0.1,6.5,88.68,84.27,BTC-27DEC24,69485.34,108.81,0.0006,0.0009,0.0,0.0035,402.3,0.0225,0.0001,0.00097402,0.0012,"[[0.0009, 6.5]]","[[0.0006, 0.1]]",BTC-27DEC24-30000-P,66842.93,29188232310,1729886294789,-2.5936,-11.22907,12.90242,0.0,-0.01829,0.0,0.0,,,,month,27DEC24,30000
3.2,20.6,79.04,74.62,BTC-27DEC24,69485.34,108.81,0.001,0.0015,0.0,0.0087,603.7,0.039,0.0001,0.00197426,0.0016,"[[0.0015, 20.6]]","[[0.001, 3.2]]",BTC-27DEC24-35000-P,66842.93,29188230221,1729886294768,-5.82431,-21.6624,24.8905,0.0,-0.04022,0.0,0.0,,,,month,27DEC24,35000
9.3,12.0,76.84,74.52,BTC-27DEC24,69485.34,108.81,0.0013,0.0016,0.0,0.0102,530.8,0.043,0.0001,0.00224092,0.0009,"[[0.0016, 12.0]]","[[0.0013, 9.3], [0.0012, 20.3], [0.0011, 597.2], [0.001, 789.8], [0.0009, 369.1], [0.0008, 1483.5], [0.0007, 1758.1], [0.0006, 5484.7], [0.0004, 10487.4], [0.0003, 131.9]]",BTC-27DEC24-36000-P,66842.93,29188424006,1729886294789,-6.67859,-24.11703,27.70723,0.0,-0.04593,452.1,7.4,0.0,0.0009,0.0009,month,27DEC24,36000
50.0,40.1,87.8,0.0,BTC-27DEC24,69485.34,108.81,0.4,0.4855,0.0,0.4921,239.2,0.5345,0.4645,0.45479725,0.5,"[[0.4855, 40.1]]","[[0.4, 50.0], [0.337, 105.9]]",BTC-27DEC24-36000-C,66842.93,29188381121,1729886294789,54.96863,-24.11761,27.70913,0.0,0.95407,203646.96,6.0,0.0,0.5,0.5,month,27DEC24,36000
25.6,39.6,82.56,0.0,BTC-27DEC24,69485.34,108.81,0.453,0.457,0.0,0.4668,211.7,0.5135,0.4365,0.42463129,0.467,"[[0.457, 39.6]]","[[0.453, 25.6], [0.385, 50.0], [0.3545, 184.2]]",BTC-27DEC24-38000-C,66842.93,29188423463,1729886294789,56.45757,-29.31585,33.67998,0.0,0.94128,365752.13,12.0,7.8522,0.433,0.467,month,27DEC24,38000
39.4,39.4,77.46,49.52,BTC-27DEC24,69484.64,108.8,0.4245,0.4285,0.0,0.4422,421.2,0.4935,0.409,0.3956871,0.412,"[[0.4285, 39.4]]","[[0.4245, 39.4], [0.3535, 0.5]]",BTC-27DEC24-40000-C,66841.69,29188424004,1729886295779,57.65183,-34.80908,39.99321,0.0,0.9267,2281423.02,78.4,-8.2405,0.4055,0.449,month,27DEC24,40000
12.1,2.0,71.14,69.72,BTC-27DEC24,69484.64,108.8,0.0014,0.0016,0.0,0.0137,309.0,0.0515,0.0001,0.00248849,0.0017,"[[0.0016, 2.0], [0.0017, 39.5], [0.0018, 59.3], [0.0019, 146.3], [0.002, 62.4], [0.0021, 17.0]]","[[0.0014, 12.1]]",BTC-27DEC24-38000-P,66841.69,29188424244,1729886295779,-8.61146,-29.31206,33.67751,0.0,-0.05872,2571.53,26.1,70.0,0.001,0.0023,month,27DEC24,38000
50.0,43.9,121.56,0.0,BTC-27DEC24,69484.64,108.8,0.555,0.6425,0.0,0.6413,406.4,0.662,0.6255,0.62038208,0.6375,"[[0.6425, 43.9]]","[[0.555, 50.0], [0.5275, 143.1]]",BTC-27DEC24-25000-C,66841.69,29188384915,1729886295779,41.93685,-4.43517,5.09587,0.0,0.99371,0.0,0.0,,,,month,27DEC24,25000
18.6,6.1,84.6,78.23,BTC-27DEC24,69484.64,108.8,0.0006,0.0011,0.0,0.0052,416.7,0.0285,0.0001,0.00127258,0.002,"[[0.0011, 6.1]]","[[0.0006, 18.6]]",BTC-27DEC24-32000-P,66841.69,29188228757,1729886295779,-3.68284,-14.99444,17.22987,0.0,-0.02575,0.0,0.0,,,,month,27DEC24,32000
50.0,40.4,89.31,0.0,BTC-27DEC24,69484.64,108.8,0.43,0.4995,0.0,0.505,406.8,0.545,0.4785,0.46973668,0.4775,"[[0.4995, 40.4]]","[[0.43, 50.0], [0.3525, 89.7]]",BTC-27DEC24-35000-C,66841.69,29188418602,1729886295779,54.11179,-21.65737,24.88308,0.0,0.95979,194947.23,6.0,0.0,0.4775,0.4775,month,27DEC24,35000
50.0,41.7,104.43,0.0,BTC-27DEC24,69484.64,108.8,0.505,0.571,0.0,0.5718,360.9,0.6015,0.5515,0.54477103,0.5715,"[[0.571, 41.7]]","[[0.505, 50.0], [0.4375, 87.7], [0.0145, 0.1]]",BTC-27DEC24-30000-C,66841.69,29188381179,1729886295779,48.78092,-11.22548,12.89787,0.0,0.98172,0.0,0.0,,,,month,27DEC24,30000
12.1,19.1,80.38,76.41,BTC-27DEC24,69484.64,108.8,0.0009,0.0013,0.0,0.0074,444.2,0.0355,0.0001,0.00171213,0.0008,"[[0.0013, 19.1]]","[[0.0009, 12.1]]",BTC-27DEC24-34000-P,66841.69,29188233059,1729886295775,-5.03959,-19.31343,22.19274,0.0,-0.03495,923.2,17.0,0.0,0.0008,0.0008,month,27DEC24,34000
50.0,40.6,93.2,0.0,BTC-27DEC24,69484.64,108.8,0.445,0.514,0.0,0.5181,293.6,0.556,0.493,0.48468133,0.5055,"[[0.514, 40.6]]","[[0.445, 50.0], [0.3685, 94.6]]",BTC-27DEC24-34000-C,66841.69,29188381088,1729886295779,53.18466,-19.31217,22.18932,0.0,0.96506,0.0,0.0,,,,month,27DEC24,34000
14.6,16.4,71.11,66.93,BTC-27DEC24,69484.89,108.79,0.0018,0.0026,0.0,0.0178,2012.2,0.061,0.0029,0.00395787,0.003,"[[0.0026, 16.4]]","[[0.0018, 14.6]]",BTC-27DEC24-40000-P,66841.35,29188423960,1729886296886,-10.84077,-34.80191,39.98819,0.0,-0.07328,1041.08,5.1,0.0,0.003,0.003,month,27DEC24,40000
6.0,6.0,68.41,55.71,BTC-27DEC24,69484.89,108.79,0.3545,0.3585,0.0,0.3841,188.9,0.446,0.344,0.32634218,0.3405,"[[0.3585, 6.0]]","[[0.3545, 6.0]]",BTC-27DEC24-45000-C,66841.35,29188423482,1729886296886,59.35938,-49.16971,56.49712,1e-05,0.883,2005693.04,82.8,-11.9017,0.3405,0.3895,month,27DEC24,45000
2.0,14.0,62.17,60.19,BTC-27DEC24,69484.89,108.79,0.0041,0.0048,0.0,0.0352,445.3,0.0935,0.013,0.0126287,0.0029,"[[0.0048, 14.0]]","[[0.0041, 2.0], [0.0005, 12.4]]",BTC-27DEC24-46000-P,66841.35,29188381095,1729886296886,-19.27952,-52.04903,59.80819,1e-05,-0.12687,1103.24,6.0,16.0,0.0025,0.0029,month,27DEC24,46000
6.0,6.0,66.45,54.86,BTC-27DEC24,69484.89,108.79,0.3405,0.3445,0.0,0.3731,386.6,0.437,0.3315,0.31311621,0.358,"[[0.3445, 6.0]]","[[0.3405, 6.0]]",BTC-27DEC24-46000-C,66841.35,29188393603,1729886296886,59.49236,-52.04909,59.8076,1e-05,0.87313,293432.04,12.0,-1.5131,0.358,0.3635,month,27DEC24,46000
